TIME(s)	'pip2,ap2'	'ap2,trans'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.00404	45	26	0	0	0	0	0	0	0	74
0.00405	45	26	0	0	0	0	0	0	0	74
0.00406	45	26	0	0	0	0	0	0	0	74
0.00407	45	26	0	0	0	0	0	0	0	74
0.00408	45	26	0	0	0	0	0	0	0	74
0.00409	45	26	0	0	0	0	0	0	0	74
0.0041	45	26	0	0	0	0	0	0	0	74
0.00411	45	26	0	0	0	0	0	0	0	74
0.00412	45	26	0	0	0	0	0	0	0	74
0.00413	45	27	0	0	0	0	0	0	0	75
0.00414	45	27	0	0	0	0	0	0	0	75
0.00415	45	28	0	0	0	0	0	0	0	76
0.00416	45	28	0	0	0	0	0	0	0	76
0.00417	45	28	0	0	0	0	0	0	0	76
0.00418	45	28	0	0	0	0	0	0	0	76
0.00419	45	28	0	0	0	0	0	0	0	76
0.0042	45	28	0	0	0	0	0	0	0	76
0.00421	45	28	0	0	0	0	0	0	0	76
0.00422	45	28	0	0	0	0	0	0	0	76
0.00423	46	28	0	0	0	0	0	0	0	77
0.00424	46	28	0	0	0	0	0	0	0	77
0.00425	46	28	0	0	0	0	0	0	0	77
0.00426	46	28	0	0	0	0	0	0	0	77
0.00427	46	28	0	0	0	0	0	0	0	77
0.00428	46	28	0	0	0	0	0	0	0	77
0.00429	46	29	0	0	0	0	0	0	0	78
0.0043	46	30	0	0	0	0	0	0	0	79
0.00431	46	30	0	0	0	0	0	0	0	79
0.00432	46	30	0	0	0	0	0	0	0	79
0.00433	46	30	0	0	0	0	0	0	0	79
0.00434	46	30	0	0	0	0	0	0	0	79
0.00435	46	30	0	0	0	0	0	0	0	79
0.00436	46	30	0	0	0	0	0	0	0	79
0.00437	46	30	0	0	0	0	0	0	0	79
0.00438	46	30	0	0	0	0	0	0	0	79
0.00439	46	30	0	0	0	0	0	0	0	79
0.0044	46	30	0	0	0	0	0	0	0	79
0.00441	46	30	0	0	0	0	0	0	0	79
0.00442	46	30	0	0	0	0	0	0	0	79
0.00443	46	29	0	0	0	0	0	0	0	79
0.00444	46	29	0	0	0	0	0	0	0	79
0.00445	46	29	0	0	0	0	0	0	0	79
0.00446	47	29	0	0	0	0	0	0	0	80
0.00447	47	28	0	0	0	0	0	0	0	80
0.00448	47	28	0	0	0	0	0	0	0	80
0.00449	47	28	0	0	0	0	0	0	0	80
0.0045	47	29	0	0	0	0	0	0	0	81
0.00451	47	29	0	0	0	0	0	0	0	81
0.00452	47	29	0	0	0	0	0	0	0	81
0.00453	49	29	0	0	0	0	0	0	0	83
0.00454	49	29	0	0	0	0	0	0	0	83
0.00455	50	29	0	0	0	0	0	0	0	84
0.00456	50	29	0	0	0	0	0	0	0	84
0.00457	50	29	0	0	0	0	0	0	0	84
0.00458	51	29	0	0	0	0	0	0	0	85
0.00459	51	29	0	0	0	0	0	0	0	85
0.0046	51	29	0	0	0	0	0	0	0	85
0.00461	51	29	0	0	0	0	0	0	0	85
0.00462	51	29	0	0	0	0	0	0	0	85
0.00463	51	29	0	0	0	0	0	0	0	85
0.00464	51	29	0	0	0	0	0	0	0	85
0.00465	51	29	0	0	0	0	0	0	0	85
0.00466	52	29	0	0	0	0	0	0	0	86
0.00467	52	29	0	0	0	0	0	0	0	86
0.00468	52	31	0	0	0	0	0	0	0	88
0.00469	52	32	0	0	0	0	0	0	0	89
0.0047	52	32	0	0	0	0	0	0	0	89
0.00471	52	32	0	0	0	0	0	0	0	89
0.00472	52	32	0	0	0	0	0	0	0	89
0.00473	52	32	0	0	0	0	0	0	0	89
0.00474	52	32	0	0	0	0	0	0	0	89
0.00475	52	32	0	0	0	0	0	0	0	89
0.00476	52	32	0	0	0	0	0	0	0	89
0.00477	52	32	0	0	0	0	0	0	0	89
0.00478	52	33	0	0	0	0	0	0	0	90
0.00479	52	33	0	0	0	0	0	0	0	90
0.0048	52	33	0	0	0	0	0	0	0	90
0.00481	52	33	0	0	0	0	0	0	0	90
0.00482	52	33	0	0	0	0	0	0	0	90
0.00483	52	33	0	0	0	0	0	0	0	90
0.00484	52	33	0	0	0	0	0	0	0	90
0.00485	52	33	0	0	0	0	0	0	0	90
0.00486	52	33	0	0	0	0	0	0	0	90
0.00487	52	33	0	0	0	0	0	0	0	90
0.00488	52	34	0	0	0	0	0	0	0	91
0.00489	52	35	0	0	0	0	0	0	0	92
0.0049	52	35	0	0	0	0	0	0	0	92
0.00491	52	36	0	0	0	0	0	0	0	93
0.00492	52	36	0	0	0	0	0	0	0	93
0.00493	52	36	0	0	0	0	0	0	0	93
0.00494	52	37	0	0	0	0	0	0	0	94
0.00495	52	37	0	0	0	0	0	0	0	94
0.00496	52	37	0	0	0	0	0	0	0	94
0.00497	51	37	0	0	0	0	0	0	0	94
0.00498	51	37	0	0	0	0	0	0	0	94
0.00499	51	37	0	0	0	0	0	0	0	94
0.005	51	37	0	0	0	0	0	0	0	94
0.00501	51	38	0	0	0	0	0	0	0	95
0.00502	51	38	0	0	0	0	0	0	0	95
0.00503	51	38	0	0	0	0	0	0	0	95
0.00504	51	38	0	0	0	0	0	0	0	95
0.00505	51	38	0	0	0	0	0	0	0	95
0.00506	51	38	0	0	0	0	0	0	0	95
0.00507	51	38	0	0	0	0	0	0	0	95
0.00508	51	38	0	0	0	0	0	0	0	95
0.00509	51	38	0	0	0	0	0	0	0	95
0.0051	51	38	0	0	0	0	0	0	0	95
0.00511	51	38	0	0	0	0	0	0	0	95
0.00512	51	38	0	0	0	0	0	0	0	95
0.00513	51	38	0	0	0	0	0	0	0	95
0.00514	51	38	0	0	0	0	0	0	0	95
0.00515	52	38	0	0	0	0	0	0	0	96
0.00516	52	38	0	0	0	0	0	0	0	96
0.00517	53	39	0	0	0	0	0	0	0	98
0.00518	53	39	0	0	0	0	0	0	0	98
0.00519	53	39	0	0	0	0	0	0	0	98
0.0052	53	39	0	0	0	0	0	0	0	98
