Time (s),pip2(ap2),ap2(a~U),ap2(a~P),ap2(b),trans(ap2),aak1(ap2),ap2(b!1).pip2(ap2!1),ap2(a~P!1).trans(ap2!1),aak1(ap2!1).ap2(a~U!1),aak1(ap2!1).ap2(a~P!1)
0.22359,650,340,8,150,47,1,350,53,99,0
0.2236,650,340,8,150,47,1,350,53,99,0
0.22361,648,339,8,148,47,0,352,53,100,0
0.22362,647,340,8,147,47,1,353,53,99,0
0.22363,647,340,8,147,47,1,353,53,99,0
0.22364,647,340,8,147,47,1,353,53,99,0
0.22365,647,339,8,147,47,0,353,53,100,0
0.22366,647,339,8,147,47,0,353,53,100,0
0.22367,648,340,8,148,47,1,352,53,99,0
0.22368,648,339,8,148,47,0,352,53,100,0
0.22369,648,339,8,148,47,0,352,53,100,0
0.2237,648,341,8,148,47,2,352,53,98,0
0.22371,648,340,8,148,47,1,352,53,99,0
0.22372,648,339,8,148,47,0,352,53,100,0
0.22373,648,339,8,148,47,0,352,53,100,0
0.22374,647,339,8,147,47,0,353,53,100,0
0.22375,647,339,8,147,47,0,353,53,100,0
0.22376,646,339,8,146,47,0,354,53,100,0
0.22377,646,339,8,146,47,0,354,53,100,0
0.22378,646,339,8,146,47,0,354,53,100,0
0.22379,646,341,8,146,47,2,354,53,98,0
0.2238,646,341,8,146,47,2,354,53,98,0
0.22381,646,340,8,146,47,1,354,53,99,0
0.22382,645,340,8,145,47,1,355,53,99,0
0.22383,645,340,8,145,47,1,355,53,99,0
0.22384,645,340,8,145,47,1,355,53,99,0
0.22385,645,340,8,145,47,1,355,53,99,0
0.22386,645,340,8,145,47,1,355,53,99,0
0.22387,645,341,8,145,47,2,355,53,98,0
0.22388,645,340,8,145,47,1,355,53,99,0
0.22389,645,340,8,145,47,1,355,53,99,0
0.2239,645,340,8,145,47,1,355,53,99,0
0.22391,645,339,8,145,47,0,355,53,100,0
0.22392,645,339,8,145,47,0,355,53,100,0
0.22393,645,340,8,145,47,1,355,53,99,0
0.22394,645,339,8,145,47,0,355,53,100,0
0.22395,644,339,8,144,47,0,356,53,100,0
0.22396,644,340,8,144,47,1,356,53,99,0
0.22397,644,340,8,144,47,1,356,53,99,0
0.22398,644,340,9,144,48,1,356,52,99,0
0.22399,644,339,9,144,48,0,356,52,100,0
0.224,642,339,9,142,48,0,358,52,100,0
0.22401,642,339,9,142,48,0,358,52,100,0
0.22402,642,339,9,142,48,0,358,52,100,0
0.22403,642,340,9,142,48,1,358,52,99,0
0.22404,641,340,9,141,48,1,359,52,99,0
0.22405,640,339,9,140,48,0,360,52,100,0
0.22406,641,339,9,141,48,0,359,52,100,0
0.22407,641,339,9,141,48,0,359,52,100,0
0.22408,641,341,9,141,48,2,359,52,98,0
0.22409,641,340,9,141,48,1,359,52,99,0
0.2241,641,341,9,141,48,2,359,52,98,0
0.22411,641,339,9,141,48,0,359,52,100,0
0.22412,641,339,9,141,48,0,359,52,100,0
0.22413,641,339,9,141,48,0,359,52,100,0
0.22414,640,340,9,140,48,1,360,52,99,0
0.22415,640,341,9,140,48,2,360,52,98,0
0.22416,640,340,9,140,48,1,360,52,99,0
0.22417,640,340,9,140,48,1,360,52,99,0
0.22418,640,340,9,140,48,1,360,52,99,0
0.22419,640,342,8,140,47,3,360,53,97,0
0.2242,640,342,8,140,47,3,360,53,97,0
0.22421,640,341,8,140,47,2,360,53,98,0
0.22422,640,341,7,140,46,2,360,54,98,0
0.22423,640,341,7,140,46,2,360,54,98,0
0.22424,640,341,7,140,46,2,360,54,98,0
0.22425,640,341,7,140,46,2,360,54,98,0
0.22426,640,341,7,140,46,2,360,54,98,0
0.22427,640,340,7,140,46,1,360,54,99,0
0.22428,640,340,8,140,47,1,360,53,99,0
0.22429,640,339,9,140,48,0,360,52,100,0
0.2243,640,339,9,140,48,0,360,52,100,0
0.22431,640,339,9,140,48,0,360,52,100,0
0.22432,640,339,9,140,48,0,360,52,100,0
0.22433,641,339,9,141,48,0,359,52,100,0
0.22434,641,339,8,141,47,0,359,53,100,0
0.22435,641,339,8,141,47,0,359,53,100,0
0.22436,643,339,8,143,47,0,357,53,100,0
0.22437,642,340,8,142,47,1,358,53,99,0
0.22438,642,340,8,142,47,1,358,53,99,0
0.22439,642,339,8,142,47,0,358,53,100,0
0.2244,641,339,8,141,47,0,359,53,100,0
0.22441,640,340,8,140,47,1,360,53,99,0
0.22442,640,343,8,140,47,4,360,53,96,0
0.22443,640,340,8,140,47,1,360,53,99,0
0.22444,640,339,8,140,47,0,360,53,100,0
0.22445,640,340,8,140,47,1,360,53,99,0
0.22446,640,340,8,140,47,1,360,53,99,0
0.22447,640,341,8,140,47,2,360,53,98,0
0.22448,640,339,8,140,47,0,360,53,100,0
0.22449,640,339,8,140,47,0,360,53,100,0
0.2245,640,340,8,140,47,1,360,53,99,0
0.22451,640,340,8,140,47,1,360,53,99,0
0.22452,640,339,8,140,47,0,360,53,100,0
0.22453,640,340,8,140,47,1,360,53,99,0
0.22454,639,339,8,139,47,0,361,53,100,0
0.22455,639,339,8,139,47,0,361,53,100,0
0.22456,639,339,8,139,47,0,361,53,100,0
0.22457,640,340,8,140,47,1,360,53,99,0
0.22458,641,339,8,141,47,0,359,53,100,0
0.22459,641,339,8,141,47,0,359,53,100,0
0.2246,641,339,8,141,47,0,359,53,100,0
0.22461,640,339,8,140,47,0,360,53,100,0
0.22462,641,339,8,141,47,0,359,53,100,0
0.22463,641,341,8,141,47,2,359,53,98,0
0.22464,642,340,8,142,47,1,358,53,99,0
0.22465,641,339,8,141,47,0,359,53,100,0
0.22466,641,339,8,141,47,0,359,53,100,0
0.22467,641,340,8,141,47,1,359,53,99,0
0.22468,641,341,8,141,47,2,359,53,98,0
0.22469,641,340,8,141,47,1,359,53,99,0
0.2247,641,339,8,141,47,0,359,53,100,0
0.22471,640,339,8,140,47,0,360,53,100,0
0.22472,640,339,8,140,47,0,360,53,100,0
0.22473,640,339,8,140,47,0,360,53,100,0
0.22474,640,339,8,140,47,0,360,53,100,0
0.22475,640,339,8,140,47,0,360,53,100,0
0.22476,640,340,8,140,47,1,360,53,99,0
0.22477,640,340,8,140,47,1,360,53,99,0
0.22478,640,339,8,140,47,0,360,53,100,0
0.22479,640,340,8,140,47,1,360,53,99,0
0.2248,640,340,8,140,47,1,360,53,99,0
0.22481,640,339,8,140,47,0,360,53,100,0
0.22482,640,339,8,140,47,0,360,53,100,0
0.22483,640,340,8,140,47,1,360,53,99,0
0.22484,640,340,8,140,47,1,360,53,99,0
0.22485,640,339,8,140,47,0,360,53,100,0
0.22486,640,339,8,140,47,0,360,53,100,0
0.22487,640,339,8,140,47,0,360,53,100,0
0.22488,640,339,8,140,47,0,360,53,100,0
0.22489,640,341,8,140,47,2,360,53,98,0
0.2249,640,341,8,140,47,2,360,53,98,0
0.22491,640,341,8,140,47,2,360,53,98,0
0.22492,640,341,8,140,47,2,360,53,98,0
0.22493,640,340,8,140,47,1,360,53,99,0
0.22494,640,339,8,140,47,0,360,53,100,0
0.22495,640,339,8,140,47,0,360,53,100,0
0.22496,640,339,8,140,47,0,360,53,100,0
0.22497,640,339,8,140,47,0,360,53,100,0
0.22498,640,339,8,140,47,0,360,53,100,0
0.22499,640,339,8,140,47,0,360,53,100,0
0.225,640,339,8,140,47,0,360,53,100,0
0.22501,639,339,8,139,47,0,361,53,100,0
0.22502,639,340,8,139,47,1,361,53,99,0
0.22503,639,340,8,139,47,1,361,53,99,0
0.22504,639,340,8,139,47,1,361,53,99,0
0.22505,639,339,8,139,47,0,361,53,100,0
0.22506,639,339,9,139,48,0,361,52,100,0
0.22507,638,339,9,138,48,0,362,52,100,0
0.22508,638,341,9,138,48,2,362,52,98,0
0.22509,638,340,9,138,48,1,362,52,99,0
0.2251,638,340,9,138,48,1,362,52,99,0
0.22511,638,339,9,138,48,0,362,52,100,0
0.22512,638,340,9,138,48,1,362,52,99,0
0.22513,639,339,9,139,48,0,361,52,100,0
0.22514,639,339,9,139,48,0,361,52,100,0
0.22515,639,339,9,139,48,0,361,52,100,0
0.22516,639,339,9,139,48,0,361,52,100,0
0.22517,639,340,9,139,48,1,361,52,99,0
0.22518,641,341,9,141,48,2,359,52,98,0
0.22519,641,339,9,141,48,0,359,52,100,0
0.2252,641,340,9,141,48,1,359,52,99,0
0.22521,641,340,9,141,48,1,359,52,99,0
0.22522,642,340,9,142,48,1,358,52,99,0
0.22523,641,339,9,141,48,0,359,52,100,0
0.22524,641,339,9,141,48,0,359,52,100,0
0.22525,641,339,9,141,48,0,359,52,100,0
0.22526,641,339,9,141,48,0,359,52,100,0
0.22527,642,339,9,142,48,0,358,52,100,0
0.22528,643,339,9,143,48,0,357,52,100,0
0.22529,643,340,9,143,48,1,357,52,99,0
0.2253,642,339,9,142,48,0,358,52,100,0
0.22531,642,339,9,142,48,0,358,52,100,0
0.22532,642,339,9,142,48,0,358,52,100,0
0.22533,642,339,9,142,48,0,358,52,100,0
0.22534,642,340,9,142,48,1,358,52,99,0
0.22535,642,340,9,142,48,1,358,52,99,0
0.22536,642,341,9,142,48,2,358,52,98,0
0.22537,642,339,9,142,48,0,358,52,100,0
0.22538,642,339,9,142,48,0,358,52,100,0
0.22539,642,340,9,142,48,1,358,52,99,0
0.2254,642,340,9,142,48,1,358,52,99,0
0.22541,642,340,9,142,48,1,358,52,99,0
0.22542,642,340,9,142,48,1,358,52,99,0
0.22543,642,341,9,142,48,2,358,52,98,0
0.22544,642,339,9,142,48,0,358,52,100,0
0.22545,642,339,9,142,48,0,358,52,100,0
0.22546,642,340,9,142,48,1,358,52,99,0
0.22547,642,339,9,142,48,0,358,52,100,0
0.22548,642,339,9,142,48,0,358,52,100,0
0.22549,642,341,9,142,48,2,358,52,98,0
0.2255,642,341,9,142,48,2,358,52,98,0
0.22551,642,340,9,142,48,1,358,52,99,0
0.22552,642,340,9,142,48,1,358,52,99,0
0.22553,642,339,9,142,48,0,358,52,100,0
0.22554,641,339,9,141,48,0,359,52,100,0
0.22555,640,339,9,140,48,0,360,52,100,0
0.22556,639,339,9,139,48,0,361,52,100,0
0.22557,639,339,9,139,48,0,361,52,100,0
0.22558,640,341,9,140,48,2,360,52,98,0
0.22559,640,341,9,140,48,2,360,52,98,0
0.2256,640,342,9,140,48,3,360,52,97,0
0.22561,641,341,9,141,48,2,359,52,98,0
0.22562,640,340,9,140,48,1,360,52,99,0
0.22563,640,339,9,140,48,0,360,52,100,0
0.22564,640,339,9,140,48,0,360,52,100,0
0.22565,640,339,9,140,48,0,360,52,100,0
0.22566,641,339,9,141,48,0,359,52,100,0
0.22567,641,339,9,141,48,0,359,52,100,0
0.22568,641,339,9,141,48,0,359,52,100,0
0.22569,641,339,9,141,48,0,359,52,100,0
0.2257,642,339,9,142,48,0,358,52,100,0
0.22571,642,339,9,142,48,0,358,52,100,0
0.22572,642,339,9,142,48,0,358,52,100,0
0.22573,642,341,9,142,48,2,358,52,98,0
0.22574,642,339,9,142,48,0,358,52,100,0
0.22575,643,340,9,143,48,1,357,52,99,0
0.22576,643,341,9,143,48,2,357,52,98,0
0.22577,643,340,9,143,48,1,357,52,99,0
0.22578,643,341,9,143,48,2,357,52,98,0
0.22579,643,341,9,143,48,2,357,52,98,0
0.2258,643,340,9,143,48,1,357,52,99,0
0.22581,643,339,9,143,48,0,357,52,100,0
0.22582,643,339,8,143,47,0,357,53,100,0
0.22583,643,339,8,143,47,0,357,53,100,0
0.22584,643,339,8,143,47,0,357,53,100,0
0.22585,643,339,8,143,47,0,357,53,100,0
0.22586,643,339,8,143,47,0,357,53,100,0
0.22587,643,339,8,143,47,0,357,53,100,0
0.22588,643,339,8,143,47,0,357,53,100,0
0.22589,643,339,8,143,47,0,357,53,100,0
0.2259,643,339,8,143,47,0,357,53,100,0
0.22591,643,339,8,143,47,0,357,53,100,0
0.22592,643,340,8,143,47,1,357,53,99,0
0.22593,643,340,8,143,47,1,357,53,99,0
0.22594,643,340,8,143,47,1,357,53,99,0
0.22595,643,340,8,143,47,1,357,53,99,0
0.22596,643,339,8,143,47,0,357,53,100,0
0.22597,643,339,8,143,47,0,357,53,100,0
0.22598,643,340,8,143,47,1,357,53,99,0
0.22599,643,340,8,143,47,1,357,53,99,0
0.226,642,339,8,142,47,0,358,53,100,0
0.22601,641,340,8,141,47,1,359,53,99,0
0.22602,642,340,8,142,47,1,358,53,99,0
0.22603,643,341,8,143,47,2,357,53,98,0
0.22604,643,340,8,143,47,1,357,53,99,0
0.22605,644,342,8,144,47,3,356,53,97,0
0.22606,644,339,8,144,47,0,356,53,100,0
0.22607,644,340,8,144,47,1,356,53,99,0
0.22608,644,339,8,144,47,0,356,53,100,0
0.22609,644,340,8,144,47,1,356,53,99,0
0.2261,644,339,8,144,47,0,356,53,100,0
0.22611,644,339,8,144,47,0,356,53,100,0
0.22612,644,339,8,144,47,0,356,53,100,0
0.22613,645,339,8,145,47,0,355,53,100,0
0.22614,645,339,8,145,47,0,355,53,100,0
0.22615,645,339,8,145,47,0,355,53,100,0
0.22616,644,340,8,144,47,1,356,53,99,0
0.22617,644,339,8,144,47,0,356,53,100,0
0.22618,643,340,8,143,47,1,357,53,99,0
0.22619,642,339,8,142,47,0,358,53,100,0
0.2262,642,340,8,142,47,1,358,53,99,0
0.22621,641,340,8,141,47,1,359,53,99,0
0.22622,641,340,8,141,47,1,359,53,99,0
0.22623,641,340,8,141,47,1,359,53,99,0
0.22624,642,340,8,142,47,1,358,53,99,0
0.22625,642,339,8,142,47,0,358,53,100,0
0.22626,642,339,8,142,47,0,358,53,100,0
0.22627,641,339,8,141,47,0,359,53,100,0
0.22628,641,339,8,141,47,0,359,53,100,0
0.22629,642,339,8,142,47,0,358,53,100,0
0.2263,642,339,8,142,47,0,358,53,100,0
0.22631,642,340,8,142,47,1,358,53,99,0
0.22632,640,341,8,140,47,2,360,53,98,0
0.22633,640,339,8,140,47,0,360,53,100,0
0.22634,640,339,8,140,47,0,360,53,100,0
0.22635,640,339,8,140,47,0,360,53,100,0
0.22636,640,339,8,140,47,0,360,53,100,0
0.22637,640,339,9,140,48,0,360,52,100,0
0.22638,640,339,9,140,48,0,360,52,100,0
0.22639,641,340,9,141,48,1,359,52,99,0
0.2264,641,339,9,141,48,0,359,52,100,0
0.22641,641,339,9,141,48,0,359,52,100,0
0.22642,640,340,9,140,48,1,360,52,99,0
0.22643,640,340,9,140,48,1,360,52,99,0
0.22644,640,341,9,140,48,2,360,52,98,0
0.22645,640,341,9,140,48,2,360,52,98,0
0.22646,640,341,9,140,48,2,360,52,98,0
0.22647,640,341,9,140,48,2,360,52,98,0
0.22648,640,340,9,140,48,1,360,52,99,0
0.22649,640,340,9,140,48,1,360,52,99,0
0.2265,639,340,9,139,48,1,361,52,99,0
0.22651,639,340,9,139,48,1,361,52,99,0
0.22652,639,340,9,139,48,1,361,52,99,0
0.22653,639,340,9,139,48,1,361,52,99,0
0.22654,639,341,9,139,48,2,361,52,98,0
0.22655,639,340,9,139,48,1,361,52,99,0
0.22656,640,340,9,140,48,1,360,52,99,0
0.22657,639,341,9,139,48,2,361,52,98,0
0.22658,639,342,9,139,48,3,361,52,97,0
0.22659,639,341,9,139,48,2,361,52,98,0
0.2266,639,340,9,139,48,1,361,52,99,0
0.22661,639,340,9,139,48,1,361,52,99,0
0.22662,639,340,9,139,48,1,361,52,99,0
0.22663,639,341,9,139,48,2,361,52,98,0
0.22664,639,340,9,139,48,1,361,52,99,0
0.22665,639,341,9,139,48,2,361,52,98,0
0.22666,639,340,9,139,48,1,361,52,99,0
0.22667,640,340,9,140,48,1,360,52,99,0
0.22668,640,340,9,140,48,1,360,52,99,0
0.22669,641,339,9,141,48,0,359,52,100,0
0.2267,641,339,9,141,48,0,359,52,100,0
0.22671,641,341,9,141,48,2,359,52,98,0
0.22672,641,341,9,141,48,2,359,52,98,0
0.22673,641,339,8,141,47,0,359,53,100,0
0.22674,641,339,7,141,46,0,359,54,100,0
0.22675,641,339,7,141,46,0,359,54,100,0
0.22676,642,339,7,142,46,0,358,54,100,0
0.22677,643,339,7,143,46,0,357,54,100,0
0.22678,643,340,7,143,46,1,357,54,99,0
0.22679,643,341,7,143,46,2,357,54,98,0
0.2268,643,340,7,143,46,1,357,54,99,0
0.22681,644,340,7,144,46,1,356,54,99,0
0.22682,644,340,7,144,46,1,356,54,99,0
0.22683,643,339,7,143,46,0,357,54,100,0
0.22684,643,339,7,143,46,0,357,54,100,0
0.22685,643,339,7,143,46,0,357,54,100,0
0.22686,643,339,7,143,46,0,357,54,100,0
0.22687,643,340,7,143,46,1,357,54,99,0
0.22688,643,339,7,143,46,0,357,54,100,0
0.22689,644,339,7,144,46,0,356,54,100,0
0.2269,645,339,7,145,46,0,355,54,100,0
0.22691,645,339,7,145,46,0,355,54,100,0
0.22692,647,340,7,147,46,1,353,54,99,0
0.22693,647,341,7,147,46,2,353,54,98,0
0.22694,646,340,7,146,46,1,354,54,99,0
0.22695,646,341,7,146,46,2,354,54,98,0
0.22696,646,339,7,146,46,0,354,54,100,0
0.22697,645,342,7,145,46,3,355,54,97,0
0.22698,645,340,7,145,46,1,355,54,99,0
0.22699,645,340,7,145,46,1,355,54,99,0
0.227,645,340,7,145,46,1,355,54,99,0
0.22701,645,339,7,145,46,0,355,54,100,0
0.22702,644,339,7,144,46,0,356,54,100,0
0.22703,644,339,7,144,46,0,356,54,100,0
0.22704,644,339,7,144,46,0,356,54,100,0
0.22705,644,340,7,144,46,1,356,54,99,0
0.22706,644,340,7,144,46,1,356,54,99,0
0.22707,644,339,7,144,46,0,356,54,100,0
0.22708,644,339,7,144,46,0,356,54,100,0
0.22709,644,339,7,144,46,0,356,54,100,0
0.2271,644,339,7,144,46,0,356,54,100,0
0.22711,644,340,7,144,46,1,356,54,99,0
0.22712,644,340,7,144,46,1,356,54,99,0
0.22713,644,339,7,144,46,0,356,54,100,0
0.22714,644,340,7,144,46,1,356,54,99,0
0.22715,644,339,7,144,46,0,356,54,100,0
0.22716,645,339,7,145,46,0,355,54,100,0
0.22717,645,339,7,145,46,0,355,54,100,0
0.22718,645,339,7,145,46,0,355,54,100,0
0.22719,645,339,7,145,46,0,355,54,100,0
0.2272,645,339,7,145,46,0,355,54,100,0
0.22721,645,340,7,145,46,1,355,54,99,0
0.22722,645,340,7,145,46,1,355,54,99,0
0.22723,646,340,7,146,46,1,354,54,99,0
0.22724,645,339,7,145,46,0,355,54,100,0
0.22725,644,340,7,144,46,1,356,54,99,0
0.22726,644,341,8,144,47,2,356,53,98,0
0.22727,644,340,8,144,47,1,356,53,99,0
0.22728,644,340,8,144,47,1,356,53,99,0
0.22729,644,340,8,144,47,1,356,53,99,0
0.2273,644,341,8,144,47,2,356,53,98,0
0.22731,644,341,8,144,47,2,356,53,98,0
0.22732,644,339,8,144,47,0,356,53,100,0
0.22733,643,340,8,143,47,1,357,53,99,0
0.22734,643,340,9,143,48,1,357,52,99,0
0.22735,643,340,9,143,48,1,357,52,99,0
0.22736,644,341,9,144,48,2,356,52,98,0
0.22737,644,342,9,144,48,3,356,52,97,0
0.22738,643,341,9,143,48,2,357,52,98,0
0.22739,643,340,9,143,48,1,357,52,99,0
0.2274,643,340,9,143,48,1,357,52,99,0
0.22741,643,340,9,143,48,1,357,52,99,0
0.22742,643,341,9,143,48,2,357,52,98,0
0.22743,643,340,9,143,48,1,357,52,99,0
0.22744,643,340,9,143,48,1,357,52,99,0
0.22745,643,340,9,143,48,1,357,52,99,0
0.22746,643,341,9,143,48,2,357,52,98,0
0.22747,642,340,9,142,48,1,358,52,99,0
0.22748,642,339,9,142,48,0,358,52,100,0
0.22749,642,339,9,142,48,0,358,52,100,0
0.2275,642,339,9,142,48,0,358,52,100,0
0.22751,642,339,9,142,48,0,358,52,100,0
0.22752,641,339,9,141,48,0,359,52,100,0
0.22753,641,340,9,141,48,1,359,52,99,0
0.22754,641,339,9,141,48,0,359,52,100,0
0.22755,641,339,8,141,47,0,359,53,100,0
0.22756,641,340,8,141,47,1,359,53,99,0
0.22757,641,341,8,141,47,2,359,53,98,0
0.22758,641,342,8,141,47,3,359,53,97,0
0.22759,641,341,8,141,47,2,359,53,98,0
0.2276,641,339,8,141,47,0,359,53,100,0
0.22761,641,340,8,141,47,1,359,53,99,0
0.22762,641,339,8,141,47,0,359,53,100,0
0.22763,641,339,8,141,47,0,359,53,100,0
0.22764,641,339,7,141,46,0,359,54,100,0
0.22765,641,340,7,141,46,1,359,54,99,0
0.22766,641,339,7,141,46,0,359,54,100,0
0.22767,641,339,7,141,46,0,359,54,100,0
0.22768,642,339,7,142,46,0,358,54,100,0
0.22769,641,340,8,141,47,1,359,53,99,0
0.2277,642,339,8,142,47,0,358,53,100,0
0.22771,642,340,8,142,47,1,358,53,99,0
0.22772,642,339,8,142,47,0,358,53,100,0
0.22773,643,339,8,143,47,0,357,53,100,0
0.22774,643,343,8,143,47,4,357,53,96,0
0.22775,643,342,8,143,47,3,357,53,97,0
0.22776,643,341,8,143,47,2,357,53,98,0
0.22777,643,340,8,143,47,1,357,53,99,0
0.22778,643,340,8,143,47,1,357,53,99,0
0.22779,644,340,8,144,47,1,356,53,99,0
0.2278,644,340,8,144,47,1,356,53,99,0
0.22781,644,340,8,144,47,1,356,53,99,0
0.22782,644,340,8,144,47,1,356,53,99,0
0.22783,645,340,7,145,46,1,355,54,99,0
0.22784,645,339,7,145,46,0,355,54,100,0
0.22785,646,339,7,146,46,0,354,54,100,0
0.22786,646,339,7,146,46,0,354,54,100,0
0.22787,646,340,7,146,46,1,354,54,99,0
0.22788,646,340,7,146,46,1,354,54,99,0
0.22789,646,340,7,146,46,1,354,54,99,0
0.2279,646,340,7,146,46,1,354,54,99,0
0.22791,646,340,7,146,46,1,354,54,99,0
0.22792,647,340,7,147,46,1,353,54,99,0
0.22793,647,340,7,147,46,1,353,54,99,0
0.22794,647,340,7,147,46,1,353,54,99,0
0.22795,647,339,7,147,46,0,353,54,100,0
0.22796,646,339,7,146,46,0,354,54,100,0
0.22797,646,339,7,146,46,0,354,54,100,0
0.22798,646,339,7,146,46,0,354,54,100,0
0.22799,646,339,7,146,46,0,354,54,100,0
0.228,646,339,7,146,46,0,354,54,100,0
0.22801,646,339,7,146,46,0,354,54,100,0
0.22802,646,340,7,146,46,1,354,54,99,0
0.22803,645,340,7,145,46,1,355,54,99,0
0.22804,645,340,7,145,46,1,355,54,99,0
0.22805,645,339,7,145,46,0,355,54,100,0
0.22806,645,339,7,145,46,0,355,54,100,0
0.22807,645,339,7,145,46,0,355,54,100,0
0.22808,645,339,7,145,46,0,355,54,100,0
0.22809,645,339,7,145,46,0,355,54,100,0
0.2281,645,339,7,145,46,0,355,54,100,0
0.22811,645,340,7,145,46,1,355,54,99,0
0.22812,645,340,7,145,46,1,355,54,99,0
0.22813,645,340,7,145,46,1,355,54,99,0
0.22814,645,339,7,145,46,0,355,54,100,0
0.22815,645,339,7,145,46,0,355,54,100,0
0.22816,645,339,7,145,46,0,355,54,100,0
0.22817,645,340,7,145,46,1,355,54,99,0
0.22818,646,339,7,146,46,0,354,54,100,0
0.22819,646,340,7,146,46,1,354,54,99,0
0.2282,646,340,7,146,46,1,354,54,99,0
0.22821,646,340,7,146,46,1,354,54,99,0
0.22822,646,340,7,146,46,1,354,54,99,0
0.22823,647,339,7,147,46,0,353,54,100,0
0.22824,647,339,7,147,46,0,353,54,100,0
0.22825,647,340,7,147,46,1,353,54,99,0
0.22826,647,339,7,147,46,0,353,54,100,0
0.22827,647,339,7,147,46,0,353,54,100,0
0.22828,647,339,7,147,46,0,353,54,100,0
0.22829,647,339,7,147,46,0,353,54,100,0
0.2283,647,339,7,147,46,0,353,54,100,0
0.22831,647,339,7,147,46,0,353,54,100,0
0.22832,647,340,7,147,46,1,353,54,99,0
0.22833,647,339,7,147,46,0,353,54,100,0
0.22834,647,339,7,147,46,0,353,54,100,0
0.22835,647,340,7,147,46,1,353,54,99,0
0.22836,646,340,7,146,46,1,354,54,99,0
0.22837,646,340,7,146,46,1,354,54,99,0
0.22838,646,340,7,146,46,1,354,54,99,0
0.22839,648,341,7,148,46,2,352,54,98,0
0.2284,648,340,7,148,46,1,352,54,99,0
0.22841,649,340,7,149,46,1,351,54,99,0
0.22842,648,341,7,148,46,2,352,54,98,0
0.22843,647,341,7,147,46,2,353,54,98,0
0.22844,647,342,7,147,46,3,353,54,97,0
0.22845,646,342,7,146,46,3,354,54,97,0
0.22846,646,341,7,146,46,2,354,54,98,0
0.22847,645,341,7,145,46,2,355,54,98,0
0.22848,645,340,7,145,46,1,355,54,99,0
0.22849,645,339,7,145,46,0,355,54,100,0
0.2285,645,339,7,145,46,0,355,54,100,0
0.22851,645,340,7,145,46,1,355,54,99,0
0.22852,645,340,8,145,47,1,355,53,99,0
0.22853,645,340,8,145,47,1,355,53,99,0
0.22854,645,339,8,145,47,0,355,53,100,0
0.22855,644,340,8,144,47,1,356,53,99,0
0.22856,645,339,8,145,47,0,355,53,100,0
0.22857,645,339,8,145,47,0,355,53,100,0
0.22858,644,339,9,144,48,0,356,52,100,0
0.22859,644,340,9,144,48,1,356,52,99,0
0.2286,645,341,9,145,48,2,355,52,98,0
0.22861,645,341,9,145,48,2,355,52,98,0
0.22862,645,339,9,145,48,0,355,52,100,0
0.22863,645,339,9,145,48,0,355,52,100,0
0.22864,645,340,9,145,48,1,355,52,99,0
0.22865,645,341,9,145,48,2,355,52,98,0
0.22866,645,341,9,145,48,2,355,52,98,0
0.22867,645,340,9,145,48,1,355,52,99,0
0.22868,645,341,9,145,48,2,355,52,98,0
0.22869,645,340,9,145,48,1,355,52,99,0
0.2287,645,340,9,145,48,1,355,52,99,0
0.22871,644,340,9,144,48,1,356,52,99,0
0.22872,644,339,9,144,48,0,356,52,100,0
0.22873,644,340,9,144,48,1,356,52,99,0
0.22874,643,340,9,143,48,1,357,52,99,0
0.22875,643,339,8,143,47,0,357,53,100,0
0.22876,643,339,8,143,47,0,357,53,100,0
0.22877,643,339,7,143,46,0,357,54,100,0
0.22878,643,339,7,143,46,0,357,54,100,0
0.22879,643,340,7,143,46,1,357,54,99,0
0.2288,644,340,7,144,46,1,356,54,99,0
0.22881,643,341,7,143,46,2,357,54,98,0
0.22882,644,340,7,144,46,1,356,54,99,0
0.22883,643,340,7,143,46,1,357,54,99,0
0.22884,643,341,7,143,46,2,357,54,98,0
0.22885,643,339,7,143,46,0,357,54,100,0
0.22886,643,340,7,143,46,1,357,54,99,0
0.22887,643,340,7,143,46,1,357,54,99,0
0.22888,643,341,7,143,46,2,357,54,98,0
0.22889,643,339,7,143,46,0,357,54,100,0
0.2289,644,339,7,144,46,0,356,54,100,0
0.22891,644,339,7,144,46,0,356,54,100,0
0.22892,644,340,7,144,46,1,356,54,99,0
0.22893,644,340,7,144,46,1,356,54,99,0
0.22894,645,340,8,145,47,1,355,53,99,0
0.22895,645,339,8,145,47,0,355,53,100,0
0.22896,645,340,8,145,47,1,355,53,99,0
0.22897,645,340,8,145,47,1,355,53,99,0
0.22898,645,339,8,145,47,0,355,53,100,0
0.22899,644,339,8,144,47,0,356,53,100,0
0.229,644,339,8,144,47,0,356,53,100,0
0.22901,644,339,9,144,48,0,356,52,100,0
0.22902,644,339,9,144,48,0,356,52,100,0
0.22903,644,340,9,144,48,1,356,52,99,0
0.22904,643,339,9,143,48,0,357,52,100,0
0.22905,643,341,9,143,48,2,357,52,98,0
0.22906,643,341,9,143,48,2,357,52,98,0
0.22907,642,341,9,142,48,2,358,52,98,0
0.22908,643,339,9,143,48,0,357,52,100,0
0.22909,642,339,9,142,48,0,358,52,100,0
0.2291,641,340,9,141,48,1,359,52,99,0
0.22911,641,340,9,141,48,1,359,52,99,0
0.22912,641,340,9,141,48,1,359,52,99,0
0.22913,641,340,9,141,48,1,359,52,99,0
