Time (s),pip2(ap2),ap2(a~U),ap2(a~P),ap2(b),trans(ap2),aak1(ap2),ap2(b!1).pip2(ap2!1),ap2(a~P!1).trans(ap2!1),aak1(ap2!1).ap2(a~U!1),aak1(ap2!1).ap2(a~P!1)
0,1000,500,0,500,100,100,0,0,0,0
1e-05,1000,500,0,500,100,100,0,0,0,0
2e-05,1000,500,0,500,100,100,0,0,0,0
3e-05,1000,500,0,500,100,100,0,0,0,0
4e-05,1000,500,0,500,100,100,0,0,0,0
5e-05,1000,500,0,500,100,100,0,0,0,0
6e-05,999,500,0,499,100,100,1,0,0,0
7e-05,999,500,0,499,100,100,1,0,0,0
8e-05,999,499,0,499,100,99,1,0,1,0
9e-05,999,499,0,499,100,99,1,0,1,0
0.0001,998,499,0,498,100,99,2,0,1,0
0.00011,998,499,0,498,100,99,2,0,1,0
0.00012,998,499,0,498,100,99,2,0,1,0
0.00013,998,499,0,498,100,99,2,0,1,0
0.00014,998,498,0,498,100,98,2,0,2,0
0.00015,997,498,0,497,100,98,3,0,2,0
0.00016,996,497,0,496,100,97,4,0,3,0
0.00017,996,497,0,496,100,97,4,0,3,0
0.00018,995,497,0,495,100,97,5,0,3,0
0.00019,995,497,0,495,100,97,5,0,3,0
0.0002,993,496,0,493,100,96,7,0,4,0
0.00021,993,495,0,493,100,95,7,0,5,0
0.00022,992,494,0,492,100,94,8,0,6,0
0.00023,990,493,0,490,100,93,10,0,7,0
0.00024,990,492,0,490,100,92,10,0,8,0
0.00025,989,490,0,489,100,90,11,0,10,0
0.00026,988,490,0,488,100,90,12,0,10,0
0.00027,987,490,0,487,100,90,13,0,10,0
0.00028,987,490,0,487,100,90,13,0,10,0
0.00029,986,491,0,486,100,91,14,0,9,0
0.0003,986,490,0,486,100,90,14,0,10,0
0.00031,987,490,0,487,100,90,13,0,10,0
0.00032,987,490,0,487,100,90,13,0,10,0
0.00033,987,489,0,487,100,89,13,0,11,0
0.00034,986,489,0,486,100,89,14,0,11,0
0.00035,985,488,0,485,100,88,15,0,12,0
0.00036,985,488,0,485,100,88,15,0,12,0
0.00037,985,487,0,485,100,87,15,0,13,0
0.00038,983,486,0,483,100,86,17,0,14,0
0.00039,983,485,0,483,100,85,17,0,15,0
0.0004,983,485,0,483,100,85,17,0,15,0
0.00041,983,485,0,483,100,85,17,0,15,0
0.00042,983,485,0,483,100,85,17,0,15,0
0.00043,983,485,0,483,100,85,17,0,15,0
0.00044,981,485,0,481,100,85,19,0,15,0
0.00045,980,482,0,480,100,82,20,0,18,0
0.00046,979,481,0,479,100,81,21,0,19,0
0.00047,979,480,0,479,100,80,21,0,20,0
0.00048,979,479,0,479,100,79,21,0,21,0
0.00049,978,479,0,478,100,79,22,0,21,0
0.0005,977,478,0,477,100,78,23,0,22,0
0.00051,977,476,0,477,100,76,23,0,24,0
0.00052,977,476,0,477,100,76,23,0,24,0
0.00053,977,476,0,477,100,76,23,0,24,0
0.00054,977,477,0,477,100,77,23,0,23,0
0.00055,977,477,0,477,100,77,23,0,23,0
0.00056,977,477,0,477,100,77,23,0,23,0
0.00057,977,477,0,477,100,77,23,0,23,0
0.00058,977,477,0,477,100,77,23,0,23,0
0.00059,976,477,0,476,100,77,24,0,23,0
0.0006,974,476,0,474,100,76,26,0,24,0
0.00061,974,476,0,474,100,76,26,0,24,0
0.00062,974,476,0,474,100,76,26,0,24,0
0.00063,972,474,0,472,100,74,28,0,26,0
0.00064,972,473,0,472,100,73,28,0,27,0
0.00065,972,473,0,472,100,73,28,0,27,0
0.00066,972,471,0,472,100,71,28,0,29,0
0.00067,972,471,0,472,100,71,28,0,29,0
0.00068,971,472,0,471,100,72,29,0,28,0
0.00069,971,470,0,471,100,70,29,0,30,0
0.0007,971,470,0,471,100,70,29,0,30,0
0.00071,971,470,0,471,100,70,29,0,30,0
0.00072,971,470,0,471,100,70,29,0,30,0
0.00073,970,470,0,470,100,70,30,0,30,0
0.00074,970,470,0,470,100,70,30,0,30,0
0.00075,970,469,0,470,100,69,30,0,31,0
0.00076,970,469,0,470,100,69,30,0,31,0
0.00077,970,469,0,470,100,69,30,0,31,0
0.00078,970,469,0,470,100,69,30,0,31,0
0.00079,969,469,0,469,100,69,31,0,31,0
0.0008,969,470,0,469,100,70,31,0,30,0
0.00081,968,468,0,468,100,68,32,0,32,0
0.00082,968,468,0,468,100,68,32,0,32,0
0.00083,967,469,0,467,100,69,33,0,31,0
0.00084,966,468,0,466,100,68,34,0,32,0
0.00085,965,467,0,465,100,67,35,0,33,0
0.00086,965,467,0,465,100,67,35,0,33,0
0.00087,965,468,0,465,100,68,35,0,32,0
0.00088,965,467,0,465,100,67,35,0,33,0
0.00089,965,466,0,465,100,66,35,0,34,0
0.0009,965,466,0,465,100,66,35,0,34,0
0.00091,965,465,0,465,100,65,35,0,35,0
0.00092,964,465,0,464,100,65,36,0,35,0
0.00093,964,466,0,464,100,66,36,0,34,0
0.00094,964,466,0,464,100,66,36,0,34,0
0.00095,963,466,0,463,100,66,37,0,34,0
0.00096,961,466,0,461,100,66,39,0,34,0
0.00097,961,466,0,461,100,66,39,0,34,0
0.00098,961,466,0,461,100,66,39,0,34,0
0.00099,960,465,0,460,100,65,40,0,35,0
0.001,959,464,0,459,100,64,41,0,36,0
0.00101,959,464,0,459,100,64,41,0,36,0
0.00102,959,463,0,459,100,63,41,0,37,0
0.00103,959,463,0,459,100,63,41,0,37,0
0.00104,959,463,0,459,100,63,41,0,37,0
0.00105,959,462,0,459,100,62,41,0,38,0
0.00106,959,463,0,459,100,63,41,0,37,0
0.00107,959,463,0,459,100,63,41,0,37,0
0.00108,958,463,0,458,100,63,42,0,37,0
0.00109,958,460,0,458,100,60,42,0,40,0
0.0011,957,460,0,457,100,60,43,0,40,0
0.00111,956,459,0,456,100,59,44,0,41,0
0.00112,956,459,0,456,100,59,44,0,41,0
0.00113,956,460,0,456,100,60,44,0,40,0
0.00114,955,460,0,455,100,60,45,0,40,0
0.00115,955,461,0,455,100,61,45,0,39,0
0.00116,955,459,0,455,100,59,45,0,41,0
0.00117,953,458,0,453,100,58,47,0,42,0
0.00118,953,457,0,453,100,57,47,0,43,0
0.00119,952,457,0,452,100,57,48,0,43,0
0.0012,952,458,0,452,100,58,48,0,42,0
0.00121,952,457,0,452,100,57,48,0,43,0
0.00122,952,458,0,452,100,58,48,0,42,0
0.00123,952,455,0,452,100,55,48,0,45,0
0.00124,951,454,0,451,100,54,49,0,46,0
0.00125,951,453,0,451,100,53,49,0,47,0
0.00126,951,453,0,451,100,53,49,0,47,0
0.00127,951,452,0,451,100,52,49,0,48,0
0.00128,950,452,0,450,100,52,50,0,48,0
0.00129,949,452,0,449,100,52,51,0,48,0
0.0013,949,452,0,449,100,52,51,0,48,0
0.00131,949,453,0,449,100,53,51,0,47,0
0.00132,949,453,0,449,100,53,51,0,47,0
0.00133,949,452,0,449,100,52,51,0,48,0
0.00134,949,450,0,449,100,50,51,0,50,0
0.00135,949,451,0,449,100,51,51,0,49,0
0.00136,948,450,0,448,100,50,52,0,50,0
0.00137,948,451,0,448,100,51,52,0,49,0
0.00138,948,451,0,448,100,51,52,0,49,0
0.00139,948,450,0,448,100,50,52,0,50,0
0.0014,948,450,0,448,100,50,52,0,50,0
0.00141,948,450,0,448,100,50,52,0,50,0
0.00142,948,450,0,448,100,50,52,0,50,0
0.00143,948,450,0,448,100,50,52,0,50,0
0.00144,948,451,0,448,100,51,52,0,49,0
0.00145,948,450,0,448,100,50,52,0,50,0
0.00146,948,451,0,448,100,51,52,0,49,0
0.00147,948,449,0,448,100,49,52,0,51,0
0.00148,946,448,0,446,100,48,54,0,52,0
0.00149,946,448,0,446,100,48,54,0,52,0
0.0015,945,446,0,445,100,46,55,0,54,0
0.00151,944,446,0,444,100,46,56,0,54,0
0.00152,944,447,0,444,100,47,56,0,53,0
0.00153,944,446,0,444,100,46,56,0,54,0
0.00154,944,446,0,444,100,46,56,0,54,0
0.00155,944,445,0,444,100,45,56,0,55,0
0.00156,944,446,0,444,100,46,56,0,54,0
0.00157,944,445,0,444,100,45,56,0,55,0
0.00158,943,446,0,443,100,46,57,0,54,0
0.00159,943,446,0,443,100,46,57,0,54,0
0.0016,942,446,0,442,100,46,58,0,54,0
0.00161,942,445,0,442,100,45,58,0,55,0
0.00162,942,445,0,442,100,45,58,0,55,0
0.00163,942,445,0,442,100,45,58,0,55,0
0.00164,942,445,0,442,100,45,58,0,55,0
0.00165,942,444,0,442,100,44,58,0,56,0
0.00166,942,444,0,442,100,44,58,0,56,0
0.00167,942,445,0,442,100,45,58,0,55,0
0.00168,942,446,0,442,100,46,58,0,54,0
0.00169,941,447,0,441,100,47,59,0,53,0
0.0017,940,448,0,440,100,48,60,0,52,0
0.00171,939,448,0,439,100,48,61,0,52,0
0.00172,938,446,0,438,100,46,62,0,54,0
0.00173,938,445,0,438,100,45,62,0,55,0
0.00174,938,446,0,438,100,46,62,0,54,0
0.00175,938,446,0,438,100,46,62,0,54,0
0.00176,939,445,0,439,100,45,61,0,55,0
0.00177,938,444,0,438,100,44,62,0,56,0
0.00178,937,444,0,437,100,44,63,0,56,0
0.00179,937,445,0,437,100,45,63,0,55,0
0.0018,937,446,0,437,100,46,63,0,54,0
0.00181,937,444,0,437,100,44,63,0,56,0
0.00182,937,442,0,437,100,42,63,0,58,0
0.00183,935,443,0,435,100,43,65,0,57,0
0.00184,935,443,0,435,100,43,65,0,57,0
0.00185,935,444,0,435,100,44,65,0,56,0
0.00186,935,444,0,435,100,44,65,0,56,0
0.00187,934,443,0,434,100,43,66,0,57,0
0.00188,934,442,0,434,100,42,66,0,58,0
0.00189,934,443,0,434,100,43,66,0,57,0
0.0019,934,443,0,434,100,43,66,0,57,0
0.00191,933,444,0,433,100,44,67,0,56,0
0.00192,931,443,0,431,100,43,69,0,57,0
0.00193,931,444,0,431,100,44,69,0,56,0
0.00194,931,444,0,431,100,44,69,0,56,0
0.00195,930,443,0,430,100,43,70,0,57,0
0.00196,930,443,0,430,100,43,70,0,57,0
0.00197,930,441,0,430,100,41,70,0,59,0
0.00198,930,440,0,430,100,40,70,0,60,0
0.00199,929,439,0,429,100,39,71,0,61,0
0.002,929,437,0,429,100,37,71,0,63,0
0.00201,929,437,0,429,100,37,71,0,63,0
0.00202,929,437,0,429,100,37,71,0,63,0
0.00203,930,437,0,430,100,37,70,0,63,0
0.00204,930,437,0,430,100,37,70,0,63,0
0.00205,930,435,0,430,100,35,70,0,65,0
0.00206,930,435,0,430,100,35,70,0,65,0
0.00207,929,434,0,429,100,34,71,0,66,0
0.00208,929,433,0,429,100,33,71,0,67,0
0.00209,929,432,0,429,100,32,71,0,68,0
0.0021,928,432,0,428,100,32,72,0,68,0
0.00211,927,432,0,427,100,32,73,0,68,0
0.00212,926,433,0,426,100,33,74,0,67,0
0.00213,925,433,0,425,100,33,75,0,67,0
0.00214,925,433,0,425,100,33,75,0,67,0
0.00215,923,432,0,423,100,32,77,0,68,0
0.00216,923,432,0,423,100,32,77,0,68,0
0.00217,923,432,0,423,100,32,77,0,68,0
0.00218,923,433,0,423,100,33,77,0,67,0
0.00219,923,433,0,423,100,33,77,0,67,0
0.0022,923,432,0,423,100,32,77,0,68,0
0.00221,923,432,0,423,100,32,77,0,68,0
0.00222,923,431,0,423,100,31,77,0,69,0
0.00223,922,433,0,422,100,33,78,0,67,0
0.00224,921,432,0,421,100,32,79,0,68,0
0.00225,920,430,0,420,100,30,80,0,70,0
0.00226,919,429,0,419,100,29,81,0,71,0
0.00227,919,428,0,419,100,28,81,0,72,0
0.00228,918,429,0,418,100,29,82,0,71,0
0.00229,918,429,0,418,100,29,82,0,71,0
0.0023,918,427,0,418,100,27,82,0,73,0
0.00231,918,426,0,418,100,26,82,0,74,0
0.00232,918,426,0,418,100,26,82,0,74,0
0.00233,918,427,0,418,100,27,82,0,73,0
0.00234,917,426,0,417,100,26,83,0,74,0
0.00235,916,426,0,416,100,26,84,0,74,0
0.00236,916,426,0,416,100,26,84,0,74,0
0.00237,916,426,0,416,100,26,84,0,74,0
0.00238,915,425,0,415,100,25,85,0,75,0
0.00239,915,424,0,415,100,24,85,0,76,0
0.0024,915,424,0,415,100,24,85,0,76,0
0.00241,915,424,0,415,100,24,85,0,76,0
0.00242,914,422,0,414,100,22,86,0,78,0
0.00243,913,422,0,413,100,22,87,0,78,0
0.00244,913,422,0,413,100,22,87,0,78,0
0.00245,913,423,0,413,100,23,87,0,77,0
0.00246,913,422,0,413,100,22,87,0,78,0
0.00247,912,422,0,412,100,22,88,0,78,0
0.00248,912,422,0,412,100,22,88,0,78,0
0.00249,912,422,0,412,100,22,88,0,78,0
0.0025,911,422,0,411,100,22,89,0,78,0
0.00251,911,422,0,411,100,22,89,0,78,0
0.00252,911,423,0,411,100,23,89,0,77,0
0.00253,911,422,0,411,100,22,89,0,78,0
0.00254,911,423,0,411,100,23,89,0,77,0
0.00255,911,423,0,411,100,23,89,0,77,0
0.00256,911,423,0,411,100,23,89,0,77,0
0.00257,910,423,0,410,100,23,90,0,77,0
0.00258,910,422,0,410,100,22,90,0,78,0
0.00259,910,420,0,410,100,20,90,0,80,0
0.0026,910,420,1,410,100,21,90,0,79,0
0.00261,910,420,1,410,100,21,90,0,79,0
0.00262,909,421,1,409,100,22,91,0,78,0
0.00263,909,421,1,409,100,22,91,0,78,0
0.00264,909,421,1,409,100,22,91,0,78,0
0.00265,909,419,1,409,100,20,91,0,80,0
0.00266,909,419,1,409,100,20,91,0,80,0
0.00267,909,419,1,409,100,20,91,0,80,0
0.00268,909,420,1,409,100,21,91,0,79,0
0.00269,908,420,1,408,100,21,92,0,79,0
0.0027,908,419,1,408,100,20,92,0,80,0
0.00271,907,419,1,407,100,20,93,0,80,0
0.00272,906,419,1,406,100,20,94,0,80,0
0.00273,906,419,1,406,100,20,94,0,80,0
0.00274,906,418,1,406,100,19,94,0,81,0
0.00275,906,418,1,406,100,19,94,0,81,0
0.00276,906,418,1,406,100,19,94,0,81,0
0.00277,906,420,1,406,100,21,94,0,79,0
0.00278,906,419,1,406,100,20,94,0,80,0
0.00279,906,419,1,406,100,20,94,0,80,0
0.0028,904,418,1,404,100,19,96,0,81,0
0.00281,904,418,1,404,100,19,96,0,81,0
0.00282,904,416,1,404,100,17,96,0,83,0
0.00283,904,417,1,404,100,18,96,0,82,0
0.00284,904,416,1,404,100,17,96,0,83,0
0.00285,904,416,1,404,100,17,96,0,83,0
0.00286,904,417,1,404,100,18,96,0,82,0
0.00287,904,416,1,404,100,17,96,0,83,0
0.00288,903,416,1,403,100,17,97,0,83,0
0.00289,902,415,1,402,100,16,98,0,84,0
0.0029,902,414,1,402,100,15,98,0,85,0
0.00291,902,413,1,402,100,14,98,0,86,0
0.00292,901,412,1,401,100,13,99,0,87,0
0.00293,901,412,1,401,100,13,99,0,87,0
0.00294,901,412,1,401,100,13,99,0,87,0
0.00295,900,410,1,400,100,11,100,0,89,0
0.00296,899,411,1,399,100,12,101,0,88,0
0.00297,899,411,1,399,100,12,101,0,88,0
0.00298,897,411,1,397,100,12,103,0,88,0
0.00299,897,412,1,397,100,13,103,0,87,0
0.003,897,412,1,397,100,13,103,0,87,0
0.00301,896,410,1,396,100,11,104,0,89,0
0.00302,896,410,1,396,100,11,104,0,89,0
0.00303,896,409,1,396,100,10,104,0,90,0
0.00304,897,410,1,397,100,11,103,0,89,0
0.00305,897,410,1,397,100,11,103,0,89,0
0.00306,897,410,1,397,100,11,103,0,89,0
0.00307,896,411,1,396,100,12,104,0,88,0
0.00308,895,411,1,395,100,12,105,0,88,0
0.00309,895,412,1,395,100,13,105,0,87,0
0.0031,895,412,1,395,100,13,105,0,87,0
0.00311,895,412,1,395,100,13,105,0,87,0
0.00312,895,414,1,395,100,15,105,0,85,0
0.00313,895,414,1,395,100,15,105,0,85,0
0.00314,895,413,1,395,100,14,105,0,86,0
0.00315,895,412,1,395,100,13,105,0,87,0
0.00316,895,411,1,395,100,12,105,0,88,0
0.00317,895,411,1,395,100,12,105,0,88,0
0.00318,893,411,1,393,100,12,107,0,88,0
0.00319,893,411,1,393,100,12,107,0,88,0
0.0032,893,411,1,393,100,12,107,0,88,0
0.00321,893,412,1,393,100,13,107,0,87,0
0.00322,893,410,1,393,100,11,107,0,89,0
0.00323,893,409,1,393,100,10,107,0,90,0
0.00324,893,410,1,393,100,11,107,0,89,0
0.00325,893,409,1,393,100,10,107,0,90,0
0.00326,893,410,1,393,100,11,107,0,89,0
0.00327,893,412,1,393,100,13,107,0,87,0
0.00328,893,411,1,393,100,12,107,0,88,0
0.00329,893,411,1,393,100,12,107,0,88,0
0.0033,893,410,1,393,100,11,107,0,89,0
0.00331,893,409,1,393,100,10,107,0,90,0
0.00332,893,409,1,393,100,10,107,0,90,0
0.00333,893,410,1,393,100,11,107,0,89,0
0.00334,890,409,1,390,100,10,110,0,90,0
0.00335,890,409,1,390,100,10,110,0,90,0
0.00336,890,407,1,390,100,8,110,0,92,0
0.00337,890,409,1,390,100,10,110,0,90,0
0.00338,891,406,1,391,100,7,109,0,93,0
0.00339,890,408,1,390,100,9,110,0,91,0
0.0034,890,408,1,390,100,9,110,0,91,0
0.00341,890,409,1,390,100,10,110,0,90,0
0.00342,890,408,1,390,100,9,110,0,91,0
0.00343,889,409,1,389,100,10,111,0,90,0
0.00344,889,408,1,389,100,9,111,0,91,0
0.00345,889,408,1,389,100,9,111,0,91,0
0.00346,889,408,1,389,100,9,111,0,91,0
0.00347,890,408,1,390,100,9,110,0,91,0
0.00348,890,407,1,390,100,8,110,0,92,0
0.00349,890,406,1,390,100,7,110,0,93,0
0.0035,888,407,1,388,100,8,112,0,92,0
0.00351,888,407,1,388,100,8,112,0,92,0
0.00352,888,407,1,388,100,8,112,0,92,0
0.00353,887,406,1,387,100,7,113,0,93,0
0.00354,887,406,1,387,100,7,113,0,93,0
0.00355,886,407,1,386,100,8,114,0,92,0
0.00356,886,406,1,386,100,7,114,0,93,0
0.00357,886,407,1,386,100,8,114,0,92,0
0.00358,885,410,1,385,100,11,115,0,89,0
0.00359,885,407,1,385,100,8,115,0,92,0
0.0036,884,407,1,384,100,8,116,0,92,0
0.00361,883,408,1,383,100,9,117,0,91,0
0.00362,883,408,1,383,100,9,117,0,91,0
0.00363,883,408,1,383,100,9,117,0,91,0
0.00364,882,407,1,382,100,8,118,0,92,0
0.00365,881,408,1,381,100,9,119,0,91,0
0.00366,881,408,1,381,100,9,119,0,91,0
0.00367,881,406,1,381,100,7,119,0,93,0
0.00368,881,407,1,381,100,8,119,0,92,0
0.00369,881,406,1,381,100,7,119,0,93,0
0.0037,881,405,1,381,100,6,119,0,94,0
0.00371,880,405,1,380,100,6,120,0,94,0
0.00372,880,405,1,380,100,6,120,0,94,0
0.00373,880,404,1,380,100,5,120,0,95,0
0.00374,880,405,1,380,100,6,120,0,94,0
0.00375,879,405,1,379,100,6,121,0,94,0
0.00376,879,405,1,379,100,6,121,0,94,0
0.00377,878,406,1,378,100,7,122,0,93,0
0.00378,878,405,1,378,100,6,122,0,94,0
0.00379,878,405,1,378,100,6,122,0,94,0
0.0038,877,405,1,377,100,6,123,0,94,0
0.00381,877,404,1,377,100,5,123,0,95,0
0.00382,877,405,1,377,100,6,123,0,94,0
0.00383,876,405,1,376,100,6,124,0,94,0
0.00384,875,404,1,375,100,5,125,0,95,0
0.00385,875,405,1,375,100,6,125,0,94,0
0.00386,875,404,1,375,100,5,125,0,95,0
0.00387,875,404,1,375,100,5,125,0,95,0
0.00388,875,404,1,375,100,5,125,0,95,0
0.00389,875,404,1,375,100,5,125,0,95,0
0.0039,875,403,1,375,100,4,125,0,96,0
0.00391,874,404,1,374,100,5,126,0,95,0
0.00392,874,403,1,374,100,4,126,0,96,0
0.00393,874,405,1,374,100,6,126,0,94,0
0.00394,874,405,1,374,100,6,126,0,94,0
0.00395,874,408,1,374,100,9,126,0,91,0
0.00396,873,408,1,373,100,9,127,0,91,0
0.00397,873,406,1,373,100,7,127,0,93,0
0.00398,873,411,1,373,100,12,127,0,88,0
0.00399,873,406,1,373,100,7,127,0,93,0
0.004,873,408,1,373,100,9,127,0,91,0
0.00401,873,408,1,373,100,9,127,0,91,0
0.00402,872,407,1,372,100,8,128,0,92,0
0.00403,871,407,1,371,100,8,129,0,92,0
0.00404,871,408,1,371,100,9,129,0,91,0
0.00405,871,408,1,371,100,9,129,0,91,0
0.00406,871,407,1,371,100,8,129,0,92,0
0.00407,869,406,1,369,100,7,131,0,93,0
0.00408,868,407,1,368,100,8,132,0,92,0
0.00409,868,407,1,368,100,8,132,0,92,0
0.0041,868,406,1,368,100,7,132,0,93,0
0.00411,868,404,1,368,100,5,132,0,95,0
0.00412,868,404,1,368,100,5,132,0,95,0
0.00413,868,405,1,368,100,6,132,0,94,0
0.00414,868,405,1,368,100,6,132,0,94,0
0.00415,868,403,1,368,100,4,132,0,96,0
0.00416,867,402,1,367,100,3,133,0,97,0
0.00417,866,402,1,366,100,3,134,0,97,0
0.00418,866,402,1,366,100,3,134,0,97,0
0.00419,866,402,1,366,100,3,134,0,97,0
0.0042,865,402,1,365,100,3,135,0,97,0
0.00421,865,402,1,365,100,3,135,0,97,0
0.00422,865,403,1,365,100,4,135,0,96,0
0.00423,865,404,1,365,100,5,135,0,95,0
0.00424,865,405,1,365,100,6,135,0,94,0
0.00425,865,405,1,365,100,6,135,0,94,0
0.00426,865,406,1,365,100,7,135,0,93,0
0.00427,864,404,1,364,100,5,136,0,95,0
0.00428,864,401,1,364,100,2,136,0,98,0
0.00429,864,401,1,364,100,2,136,0,98,0
0.0043,863,402,1,363,100,3,137,0,97,0
0.00431,863,403,1,363,100,4,137,0,96,0
0.00432,863,402,1,363,100,3,137,0,97,0
0.00433,863,401,1,363,100,2,137,0,98,0
0.00434,862,401,1,362,100,2,138,0,98,0
0.00435,862,401,1,362,100,2,138,0,98,0
0.00436,862,402,1,362,100,3,138,0,97,0
0.00437,861,401,1,361,100,2,139,0,98,0
0.00438,862,400,1,362,100,1,138,0,99,0
0.00439,861,400,1,361,100,1,139,0,99,0
0.0044,861,400,1,361,100,1,139,0,99,0
0.00441,861,400,1,361,100,1,139,0,99,0
0.00442,861,401,1,361,100,2,139,0,98,0
0.00443,861,401,1,361,100,2,139,0,98,0
0.00444,861,400,1,361,100,1,139,0,99,0
0.00445,861,401,1,361,100,2,139,0,98,0
0.00446,861,402,1,361,100,3,139,0,97,0
0.00447,861,403,1,361,100,4,139,0,96,0
0.00448,861,402,1,361,100,3,139,0,97,0
0.00449,861,402,1,361,100,3,139,0,97,0
0.0045,861,403,1,361,100,4,139,0,96,0
0.00451,861,404,1,361,100,5,139,0,95,0
0.00452,860,405,1,360,100,6,140,0,94,0
0.00453,860,405,1,360,100,6,140,0,94,0
0.00454,859,405,1,359,100,6,141,0,94,0
0.00455,859,405,1,359,100,6,141,0,94,0
0.00456,859,407,1,359,100,8,141,0,92,0
0.00457,859,406,1,359,100,7,141,0,93,0
0.00458,858,406,1,358,100,7,142,0,93,0
0.00459,858,406,1,358,100,7,142,0,93,0
0.0046,856,405,1,356,100,6,144,0,94,0
0.00461,855,404,1,355,100,5,145,0,95,0
0.00462,855,404,1,355,100,5,145,0,95,0
0.00463,855,403,1,355,100,4,145,0,96,0
0.00464,855,403,1,355,100,4,145,0,96,0
0.00465,855,403,1,355,100,4,145,0,96,0
0.00466,855,404,1,355,100,5,145,0,95,0
0.00467,854,404,1,354,100,5,146,0,95,0
0.00468,854,405,1,354,100,6,146,0,94,0
0.00469,854,404,1,354,100,5,146,0,95,0
0.0047,854,404,1,354,100,5,146,0,95,0
0.00471,854,404,1,354,100,5,146,0,95,0
0.00472,854,401,1,354,100,2,146,0,98,0
0.00473,854,401,1,354,100,2,146,0,98,0
0.00474,853,400,1,353,100,1,147,0,99,0
0.00475,853,399,1,353,100,0,147,0,100,0
0.00476,853,400,1,353,100,1,147,0,99,0
0.00477,853,402,1,353,100,3,147,0,97,0
0.00478,853,402,1,353,100,3,147,0,97,0
0.00479,853,401,1,353,100,2,147,0,98,0
0.0048,853,402,1,353,100,3,147,0,97,0
0.00481,853,402,1,353,100,3,147,0,97,0
0.00482,852,401,1,352,100,2,148,0,98,0
0.00483,852,400,1,352,100,1,148,0,99,0
0.00484,851,400,1,351,100,1,149,0,99,0
0.00485,851,400,1,351,100,1,149,0,99,0
0.00486,851,401,1,351,100,2,149,0,98,0
0.00487,851,399,1,351,100,0,149,0,100,0
0.00488,851,400,1,351,100,1,149,0,99,0
0.00489,851,401,1,351,100,2,149,0,98,0
0.0049,850,400,1,350,100,1,150,0,99,0
0.00491,850,401,1,350,100,2,150,0,98,0
0.00492,851,401,0,351,99,2,149,1,98,0
0.00493,851,400,0,351,99,1,149,1,99,0
0.00494,851,402,0,351,99,3,149,1,97,0
0.00495,851,403,0,351,99,4,149,1,96,0
0.00496,850,402,0,350,99,3,150,1,97,0
0.00497,850,402,0,350,99,3,150,1,97,0
0.00498,850,403,0,350,99,4,150,1,96,0
0.00499,850,401,0,350,99,2,150,1,98,0
0.005,849,401,0,349,99,2,151,1,98,0
0.00501,849,401,0,349,99,2,151,1,98,0
0.00502,848,402,0,348,99,3,152,1,97,0
0.00503,848,402,0,348,99,3,152,1,97,0
0.00504,848,402,0,348,99,3,152,1,97,0
0.00505,848,404,0,348,99,5,152,1,95,0
0.00506,848,402,0,348,99,3,152,1,97,0
0.00507,848,401,0,348,99,2,152,1,98,0
0.00508,848,401,0,348,99,2,152,1,98,0
0.00509,848,402,0,348,99,3,152,1,97,0
0.0051,848,402,0,348,99,3,152,1,97,0
0.00511,848,403,0,348,99,4,152,1,96,0
0.00512,848,404,0,348,99,5,152,1,95,0
0.00513,847,403,0,347,99,4,153,1,96,0
0.00514,847,402,0,347,99,3,153,1,97,0
0.00515,846,403,0,346,99,4,154,1,96,0
0.00516,846,404,0,346,99,5,154,1,95,0
0.00517,845,405,0,345,99,6,155,1,94,0
0.00518,845,403,0,345,99,4,155,1,96,0
0.00519,845,404,0,345,99,5,155,1,95,0
0.0052,845,405,0,345,99,6,155,1,94,0
0.00521,845,405,0,345,99,6,155,1,94,0
0.00522,845,405,0,345,99,6,155,1,94,0
0.00523,845,403,0,345,99,4,155,1,96,0
0.00524,845,403,0,345,99,4,155,1,96,0
0.00525,845,403,0,345,99,4,155,1,96,0
0.00526,845,404,0,345,99,5,155,1,95,0
0.00527,845,404,0,345,99,5,155,1,95,0
0.00528,845,404,0,345,99,5,155,1,95,0
0.00529,845,404,0,345,99,5,155,1,95,0
0.0053,845,403,0,345,99,4,155,1,96,0
0.00531,845,403,0,345,99,4,155,1,96,0
0.00532,845,403,0,345,99,4,155,1,96,0
0.00533,845,401,0,345,99,2,155,1,98,0
0.00534,844,402,0,344,99,3,156,1,97,0
0.00535,844,402,0,344,99,3,156,1,97,0
0.00536,844,402,0,344,99,3,156,1,97,0
0.00537,844,402,0,344,99,3,156,1,97,0
0.00538,844,401,0,344,99,2,156,1,98,0
0.00539,844,401,0,344,99,2,156,1,98,0
0.0054,843,402,0,343,99,3,157,1,97,0
0.00541,843,401,0,343,99,2,157,1,98,0
0.00542,843,401,0,343,99,2,157,1,98,0
0.00543,843,400,0,343,99,1,157,1,99,0
0.00544,843,400,0,343,99,1,157,1,99,0
0.00545,842,400,0,342,99,1,158,1,99,0
0.00546,842,400,0,342,99,1,158,1,99,0
0.00547,842,400,0,342,99,1,158,1,99,0
0.00548,842,400,0,342,99,1,158,1,99,0
0.00549,842,400,0,342,99,1,158,1,99,0
0.0055,842,401,0,342,99,2,158,1,98,0
0.00551,841,402,0,341,99,3,159,1,97,0
0.00552,840,401,0,340,99,2,160,1,98,0
0.00553,840,402,0,340,99,3,160,1,97,0
