TIME(s)	'pip2,ap2'	'ap2,trans'	'ap2,aak1'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.07098	351	15	100	0	0	0	0	0	0	0	8133
0.07099	350	15	100	0	0	0	0	0	0	0	8133
0.071	350	15	97	0	0	0	0	0	0	0	8134
0.07101	350	15	100	0	0	0	0	0	0	0	8137
0.07102	349	15	100	0	0	0	0	0	0	0	8137
0.07103	349	15	100	0	0	0	0	0	0	0	8137
0.07104	349	15	100	0	0	0	0	0	0	0	8139
0.07105	349	15	100	0	0	0	0	0	0	0	8139
0.07106	349	15	100	0	0	0	0	0	0	0	8139
0.07107	349	15	100	0	0	0	0	0	0	0	8139
0.07108	349	15	100	0	0	0	0	0	0	0	8139
0.07109	349	15	100	0	0	0	0	0	0	0	8139
0.0711	349	15	99	0	0	0	0	0	0	0	8139
0.07111	349	15	97	0	0	0	0	0	0	0	8140
0.07112	350	15	98	0	0	0	0	0	0	0	8144
0.07113	350	15	99	0	0	0	0	0	0	0	8145
0.07114	350	15	99	0	0	0	0	0	0	0	8146
0.07115	350	15	99	0	0	0	0	0	0	0	8146
0.07116	350	15	100	0	0	0	0	0	0	0	8148
0.07117	350	15	99	0	0	0	0	0	0	0	8149
0.07118	350	15	100	0	0	0	0	0	0	0	8152
0.07119	350	15	100	0	0	0	0	0	0	0	8153
0.0712	349	15	100	0	0	0	0	0	0	0	8154
0.07121	349	15	99	0	0	0	0	0	0	0	8155
0.07122	348	15	98	0	0	0	0	0	0	0	8156
0.07123	348	15	98	0	0	0	0	0	0	0	8157
0.07124	349	15	98	0	0	0	0	0	0	0	8160
0.07125	348	15	99	0	0	0	0	0	0	0	8163
0.07126	347	15	100	0	0	0	0	0	0	0	8165
0.07127	347	15	99	0	0	0	0	0	0	0	8166
0.07128	347	15	99	0	0	0	0	0	0	0	8167
0.07129	348	15	100	0	0	0	0	0	0	0	8170
0.0713	348	15	99	0	0	0	0	0	0	0	8170
0.07131	348	15	100	0	0	0	0	0	0	0	8171
0.07132	348	15	98	0	0	0	0	0	0	0	8172
0.07133	349	15	99	0	0	0	0	0	0	0	8175
0.07134	349	15	100	0	0	0	0	0	0	0	8178
0.07135	349	14	100	0	0	0	0	0	0	0	8178
0.07136	349	14	100	0	0	0	0	0	0	0	8179
0.07137	349	14	100	0	0	0	0	0	0	0	8180
0.07138	349	14	100	0	0	0	0	0	0	0	8181
0.07139	349	14	100	0	0	0	0	0	0	0	8182
0.0714	349	14	99	0	0	0	0	0	0	0	8182
0.07141	349	14	100	0	0	0	0	0	0	0	8183
0.07142	349	14	99	0	0	0	0	0	0	0	8183
0.07143	349	14	100	0	0	0	0	0	0	0	8184
0.07144	349	14	100	0	0	0	0	0	0	0	8184
0.07145	349	14	100	0	0	0	0	0	0	0	8184
0.07146	349	13	100	0	0	0	0	0	0	0	8185
0.07147	348	13	100	0	0	0	0	0	0	0	8185
0.07148	348	13	100	0	0	0	0	0	0	0	8185
0.07149	349	13	99	0	0	0	0	0	0	0	8187
0.0715	349	13	99	0	0	0	0	0	0	0	8188
0.07151	349	13	100	0	0	0	0	0	0	0	8189
0.07152	349	13	100	0	0	0	0	0	0	0	8189
0.07153	349	13	100	0	0	0	0	0	0	0	8192
0.07154	349	13	100	0	0	0	0	0	0	0	8193
0.07155	349	13	100	0	0	0	0	0	0	0	8194
0.07156	349	13	100	0	0	0	0	0	0	0	8196
0.07157	349	13	99	0	0	0	0	0	0	0	8197
0.07158	348	13	99	0	0	0	0	0	0	0	8198
0.07159	348	13	100	0	0	0	0	0	0	0	8200
0.0716	348	13	100	0	0	0	0	0	0	0	8201
0.07161	347	13	100	0	0	0	0	0	0	0	8202
0.07162	347	13	100	0	0	0	0	0	0	0	8202
0.07163	347	13	99	0	0	0	0	0	0	0	8202
0.07164	347	13	100	0	0	0	0	0	0	0	8203
0.07165	347	13	99	0	0	0	0	0	0	0	8203
0.07166	347	13	100	0	0	0	0	0	0	0	8204
0.07167	347	13	100	0	0	0	0	0	0	0	8204
0.07168	346	13	100	0	0	0	0	0	0	0	8204
0.07169	346	13	100	0	0	0	0	0	0	0	8204
0.0717	346	13	100	0	0	0	0	0	0	0	8205
0.07171	346	13	100	0	0	0	0	0	0	0	8205
0.07172	346	13	100	0	0	0	0	0	0	0	8205
0.07173	346	13	99	0	0	0	0	0	0	0	8206
0.07174	346	13	99	0	0	0	0	0	0	0	8207
0.07175	346	13	99	0	0	0	0	0	0	0	8211
0.07176	346	13	100	0	0	0	0	0	0	0	8213
0.07177	347	13	100	0	0	0	0	0	0	0	8215
0.07178	347	13	100	0	0	0	0	0	0	0	8216
0.07179	347	13	100	0	0	0	0	0	0	0	8216
0.0718	346	13	99	0	0	0	0	0	0	0	8217
0.07181	347	13	100	0	0	0	0	0	0	0	8219
0.07182	347	13	99	0	0	0	0	0	0	0	8220
0.07183	347	13	100	0	0	0	0	0	0	0	8222
0.07184	347	13	100	0	0	0	0	0	0	0	8222
0.07185	347	13	97	0	0	0	0	0	0	0	8224
0.07186	347	13	100	0	0	0	0	0	0	0	8227
0.07187	346	13	99	0	0	0	0	0	0	0	8227
0.07188	346	13	99	0	0	0	0	0	0	0	8228
0.07189	346	13	99	0	0	0	0	0	0	0	8228
0.0719	346	13	98	0	0	0	0	0	0	0	8229
0.07191	346	13	98	0	0	0	0	0	0	0	8231
0.07192	346	13	99	0	0	0	0	0	0	0	8234
0.07193	346	13	99	0	0	0	0	0	0	0	8234
0.07194	346	13	99	0	0	0	0	0	0	0	8235
0.07195	346	13	100	0	0	0	0	0	0	0	8237
0.07196	346	13	98	0	0	0	0	0	0	0	8238
0.07197	346	13	99	0	0	0	0	0	0	0	8240
0.07198	346	13	99	0	0	0	0	0	0	0	8240
0.07199	346	13	99	0	0	0	0	0	0	0	8242
0.072	346	14	99	0	0	0	0	0	0	0	8245
0.07201	346	14	98	0	0	0	0	0	0	0	8245
0.07202	346	14	99	0	0	0	0	0	0	0	8246
0.07203	346	14	99	0	0	0	0	0	0	0	8246
0.07204	347	14	100	0	0	0	0	0	0	0	8248
0.07205	347	14	98	0	0	0	0	0	0	0	8249
0.07206	347	14	98	0	0	0	0	0	0	0	8250
0.07207	347	14	100	0	0	0	0	0	0	0	8252
0.07208	347	14	99	0	0	0	0	0	0	0	8252
0.07209	347	14	99	0	0	0	0	0	0	0	8255
0.0721	347	14	99	0	0	0	0	0	0	0	8257
0.07211	347	14	99	0	0	0	0	0	0	0	8258
0.07212	347	14	100	0	0	0	0	0	0	0	8260
0.07213	347	14	100	0	0	0	0	0	0	0	8262
0.07214	347	14	99	0	0	0	0	0	0	0	8262
0.07215	347	14	100	0	0	0	0	0	0	0	8263
0.07216	347	14	100	0	0	0	0	0	0	0	8263
0.07217	347	14	98	0	0	0	0	0	0	0	8263
0.07218	347	14	98	0	0	0	0	0	0	0	8263
0.07219	347	14	99	0	0	0	0	0	0	0	8264
0.0722	347	14	97	0	0	0	0	0	0	0	8267
0.07221	347	14	98	0	0	0	0	0	0	0	8270
0.07222	347	14	100	0	0	0	0	0	0	0	8274
0.07223	347	14	99	0	0	0	0	0	0	0	8275
0.07224	347	14	99	0	0	0	0	0	0	0	8275
0.07225	347	14	100	0	0	0	0	0	0	0	8278
0.07226	347	14	100	0	0	0	0	0	0	0	8279
0.07227	347	14	100	0	0	0	0	0	0	0	8279
0.07228	347	14	99	0	0	0	0	0	0	0	8279
0.07229	347	14	99	0	0	0	0	0	0	0	8280
0.0723	347	14	100	0	0	0	0	0	0	0	8282
0.07231	348	14	100	0	0	0	0	0	0	0	8283
0.07232	348	14	100	0	0	0	0	0	0	0	8284
0.07233	348	14	100	0	0	0	0	0	0	0	8285
0.07234	348	14	99	0	0	0	0	0	0	0	8285
0.07235	348	14	99	0	0	0	0	0	0	0	8286
0.07236	348	14	99	0	0	0	0	0	0	0	8287
0.07237	348	14	99	0	0	0	0	0	0	0	8288
0.07238	348	14	100	0	0	0	0	0	0	0	8289
0.07239	348	14	99	0	0	0	0	0	0	0	8291
0.0724	347	14	100	0	0	0	0	0	0	0	8293
0.07241	347	14	100	0	0	0	0	0	0	0	8294
0.07242	347	14	98	0	0	0	0	0	0	0	8294
0.07243	347	14	99	0	0	0	0	0	0	0	8296
0.07244	347	14	100	0	0	0	0	0	0	0	8298
0.07245	347	14	100	0	0	0	0	0	0	0	8301
0.07246	347	14	100	0	0	0	0	0	0	0	8301
0.07247	346	14	100	0	0	0	0	0	0	0	8301
0.07248	346	14	100	0	0	0	0	0	0	0	8303
0.07249	348	14	100	0	0	0	0	0	0	0	8305
0.0725	349	14	100	0	0	0	0	0	0	0	8308
0.07251	351	14	100	0	0	0	0	0	0	0	8310
0.07252	352	14	100	0	0	0	0	0	0	0	8311
0.07253	352	14	99	0	0	0	0	0	0	0	8311
0.07254	352	14	100	0	0	0	0	0	0	0	8312
0.07255	352	14	100	0	0	0	0	0	0	0	8312
0.07256	352	14	100	0	0	0	0	0	0	0	8313
0.07257	352	14	100	0	0	0	0	0	0	0	8313
0.07258	352	14	100	0	0	0	0	0	0	0	8314
0.07259	352	14	100	0	0	0	0	0	0	0	8314
0.0726	351	14	100	0	0	0	0	0	0	0	8314
0.07261	351	14	99	0	0	0	0	0	0	0	8314
0.07262	351	14	97	0	0	0	0	0	0	0	8316
0.07263	350	14	99	0	0	0	0	0	0	0	8319
0.07264	350	14	99	0	0	0	0	0	0	0	8321
0.07265	349	14	99	0	0	0	0	0	0	0	8321
0.07266	349	14	98	0	0	0	0	0	0	0	8322
0.07267	349	14	98	0	0	0	0	0	0	0	8323
0.07268	349	14	100	0	0	0	0	0	0	0	8325
0.07269	349	14	100	0	0	0	0	0	0	0	8325
0.0727	349	14	100	0	0	0	0	0	0	0	8325
0.07271	349	14	99	0	0	0	0	0	0	0	8327
0.07272	349	14	99	0	0	0	0	0	0	0	8327
0.07273	348	14	99	0	0	0	0	0	0	0	8329
0.07274	348	14	99	0	0	0	0	0	0	0	8331
0.07275	348	14	100	0	0	0	0	0	0	0	8332
0.07276	348	14	100	0	0	0	0	0	0	0	8332
0.07277	348	14	99	0	0	0	0	0	0	0	8332
0.07278	348	14	99	0	0	0	0	0	0	0	8333
0.07279	347	14	97	0	0	0	0	0	0	0	8334
0.0728	347	14	99	0	0	0	0	0	0	0	8337
0.07281	347	14	99	0	0	0	0	0	0	0	8338
0.07282	347	14	99	0	0	0	0	0	0	0	8339
0.07283	347	14	100	0	0	0	0	0	0	0	8340
0.07284	347	14	100	0	0	0	0	0	0	0	8340
0.07285	347	14	100	0	0	0	0	0	0	0	8340
0.07286	348	14	99	0	0	0	0	0	0	0	8341
0.07287	348	14	100	0	0	0	0	0	0	0	8343
0.07288	347	14	100	0	0	0	0	0	0	0	8344
0.07289	346	14	100	0	0	0	0	0	0	0	8345
0.0729	346	14	100	0	0	0	0	0	0	0	8346
0.07291	346	14	100	0	0	0	0	0	0	0	8347
0.07292	346	14	100	0	0	0	0	0	0	0	8347
0.07293	346	14	100	0	0	0	0	0	0	0	8347
0.07294	346	14	100	0	0	0	0	0	0	0	8349
0.07295	346	14	100	0	0	0	0	0	0	0	8349
0.07296	346	14	99	0	0	0	0	0	0	0	8349
0.07297	346	14	100	0	0	0	0	0	0	0	8353
0.07298	345	14	98	0	0	0	0	0	0	0	8353
0.07299	345	14	99	0	0	0	0	0	0	0	8355
0.073	346	14	98	0	0	0	0	0	0	0	8356
0.07301	346	14	99	0	0	0	0	0	0	0	8358
0.07302	346	14	99	0	0	0	0	0	0	0	8359
0.07303	345	14	100	0	0	0	0	0	0	0	8360
0.07304	345	14	100	0	0	0	0	0	0	0	8360
0.07305	346	14	100	0	0	0	0	0	0	0	8361
0.07306	346	14	100	0	0	0	0	0	0	0	8361
0.07307	346	14	99	0	0	0	0	0	0	0	8363
0.07308	345	14	100	0	0	0	0	0	0	0	8364
0.07309	344	14	99	0	0	0	0	0	0	0	8364
0.0731	344	14	99	0	0	0	0	0	0	0	8364
0.07311	343	14	100	0	0	0	0	0	0	0	8366
0.07312	343	14	100	0	0	0	0	0	0	0	8367
0.07313	343	14	99	0	0	0	0	0	0	0	8368
0.07314	343	14	99	0	0	0	0	0	0	0	8369
0.07315	342	14	100	0	0	0	0	0	0	0	8370
0.07316	342	14	100	0	0	0	0	0	0	0	8370
0.07317	342	14	100	0	0	0	0	0	0	0	8371
0.07318	343	14	100	0	0	0	0	0	0	0	8373
0.07319	343	14	100	0	0	0	0	0	0	0	8374
0.0732	343	14	100	0	0	0	0	0	0	0	8374
0.07321	343	14	99	0	0	0	0	0	0	0	8374
0.07322	343	14	100	0	0	0	0	0	0	0	8376
0.07323	343	14	100	0	0	0	0	0	0	0	8376
0.07324	343	14	100	0	0	0	0	0	0	0	8376
0.07325	343	14	100	0	0	0	0	0	0	0	8376
0.07326	343	14	99	0	0	0	0	0	0	0	8376
0.07327	343	14	100	0	0	0	0	0	0	0	8377
0.07328	343	14	100	0	0	0	0	0	0	0	8378
0.07329	343	14	100	0	0	0	0	0	0	0	8379
0.0733	344	14	100	0	0	0	0	0	0	0	8381
0.07331	344	14	100	0	0	0	0	0	0	0	8382
0.07332	344	14	100	0	0	0	0	0	0	0	8382
0.07333	344	14	100	0	0	0	0	0	0	0	8382
0.07334	344	14	99	0	0	0	0	0	0	0	8383
0.07335	344	14	99	0	0	0	0	0	0	0	8385
0.07336	344	14	98	0	0	0	0	0	0	0	8386
0.07337	344	14	97	0	0	0	0	0	0	0	8387
0.07338	344	14	99	0	0	0	0	0	0	0	8389
0.07339	344	14	98	0	0	0	0	0	0	0	8390
0.0734	344	14	98	0	0	0	0	0	0	0	8391
0.07341	344	14	98	0	0	0	0	0	0	0	8393
0.07342	345	14	98	0	0	0	0	0	0	0	8394
0.07343	345	14	98	0	0	0	0	0	0	0	8394
0.07344	345	14	97	0	0	0	0	0	0	0	8395
0.07345	345	14	99	0	0	0	0	0	0	0	8397
0.07346	344	14	100	0	0	0	0	0	0	0	8399
0.07347	344	14	100	0	0	0	0	0	0	0	8399
0.07348	344	14	100	0	0	0	0	0	0	0	8399
0.07349	345	14	100	0	0	0	0	0	0	0	8402
0.0735	345	14	100	0	0	0	0	0	0	0	8402
0.07351	346	14	100	0	0	0	0	0	0	0	8406
0.07352	346	14	100	0	0	0	0	0	0	0	8406
0.07353	346	14	99	0	0	0	0	0	0	0	8406
0.07354	346	14	100	0	0	0	0	0	0	0	8407
0.07355	346	14	100	0	0	0	0	0	0	0	8407
0.07356	346	14	99	0	0	0	0	0	0	0	8407
0.07357	346	14	99	0	0	0	0	0	0	0	8407
0.07358	346	14	99	0	0	0	0	0	0	0	8408
0.07359	346	14	99	0	0	0	0	0	0	0	8408
0.0736	346	14	97	0	0	0	0	0	0	0	8408
0.07361	346	14	99	0	0	0	0	0	0	0	8410
0.07362	346	14	99	0	0	0	0	0	0	0	8410
0.07363	346	14	99	0	0	0	0	0	0	0	8411
0.07364	346	14	99	0	0	0	0	0	0	0	8412
0.07365	347	14	99	0	0	0	0	0	0	0	8416
0.07366	347	14	99	0	0	0	0	0	0	0	8418
0.07367	347	14	100	0	0	0	0	0	0	0	8420
0.07368	346	14	100	0	0	0	0	0	0	0	8421
0.07369	346	14	100	0	0	0	0	0	0	0	8421
0.0737	347	14	100	0	0	0	0	0	0	0	8423
0.07371	348	14	100	0	0	0	0	0	0	0	8426
0.07372	348	14	99	0	0	0	0	0	0	0	8426
0.07373	348	14	99	0	0	0	0	0	0	0	8429
0.07374	348	14	97	0	0	0	0	0	0	0	8431
0.07375	348	14	100	0	0	0	0	0	0	0	8436
0.07376	348	14	100	0	0	0	0	0	0	0	8436
0.07377	347	14	100	0	0	0	0	0	0	0	8436
0.07378	347	14	100	0	0	0	0	0	0	0	8436
0.07379	347	14	100	0	0	0	0	0	0	0	8436
0.0738	347	14	100	0	0	0	0	0	0	0	8437
0.07381	347	14	100	0	0	0	0	0	0	0	8437
0.07382	347	14	100	0	0	0	0	0	0	0	8437
0.07383	347	14	100	0	0	0	0	0	0	0	8437
0.07384	347	14	100	0	0	0	0	0	0	0	8438
0.07385	347	14	99	0	0	0	0	0	0	0	8438
0.07386	347	14	100	0	0	0	0	0	0	0	8440
0.07387	347	14	100	0	0	0	0	0	0	0	8442
0.07388	347	14	100	0	0	0	0	0	0	0	8444
0.07389	347	14	99	0	0	0	0	0	0	0	8445
0.0739	347	14	98	0	0	0	0	0	0	0	8445
0.07391	347	14	98	0	0	0	0	0	0	0	8445
0.07392	347	14	99	0	0	0	0	0	0	0	8447
0.07393	347	14	99	0	0	0	0	0	0	0	8447
0.07394	347	14	99	0	0	0	0	0	0	0	8448
0.07395	347	14	98	0	0	0	0	0	0	0	8449
0.07396	347	14	99	0	0	0	0	0	0	0	8451
0.07397	347	14	99	0	0	0	0	0	0	0	8451
0.07398	347	14	99	0	0	0	0	0	0	0	8451
0.07399	347	14	99	0	0	0	0	0	0	0	8453
0.074	347	14	99	0	0	0	0	0	0	0	8455
0.07401	347	14	99	0	0	0	0	0	0	0	8456
0.07402	346	14	99	0	0	0	0	0	0	0	8456
0.07403	346	14	100	0	0	0	0	0	0	0	8458
0.07404	347	14	100	0	0	0	0	0	0	0	8459
0.07405	347	14	100	0	0	0	0	0	0	0	8459
0.07406	347	14	99	0	0	0	0	0	0	0	8459
0.07407	347	14	99	0	0	0	0	0	0	0	8460
0.07408	347	14	99	0	0	0	0	0	0	0	8461
0.07409	348	14	99	0	0	0	0	0	0	0	8463
0.0741	347	14	97	0	0	0	0	0	0	0	8464
0.07411	348	14	98	0	0	0	0	0	0	0	8468
0.07412	348	14	100	0	0	0	0	0	0	0	8472
0.07413	349	14	99	0	0	0	0	0	0	0	8474
0.07414	349	14	99	0	0	0	0	0	0	0	8474
0.07415	349	14	99	0	0	0	0	0	0	0	8475
0.07416	349	14	99	0	0	0	0	0	0	0	8476
0.07417	349	14	98	0	0	0	0	0	0	0	8476
0.07418	350	14	97	0	0	0	0	0	0	0	8477
0.07419	349	14	99	0	0	0	0	0	0	0	8479
0.0742	349	14	99	0	0	0	0	0	0	0	8480
0.07421	348	14	100	0	0	0	0	0	0	0	8481
0.07422	348	14	100	0	0	0	0	0	0	0	8481
0.07423	348	14	100	0	0	0	0	0	0	0	8482
0.07424	348	14	100	0	0	0	0	0	0	0	8482
0.07425	348	14	100	0	0	0	0	0	0	0	8483
0.07426	348	14	99	0	0	0	0	0	0	0	8484
0.07427	348	14	100	0	0	0	0	0	0	0	8485
0.07428	348	14	100	0	0	0	0	0	0	0	8486
0.07429	350	14	100	0	0	0	0	0	0	0	8489
0.0743	351	14	100	0	0	0	0	0	0	0	8491
0.07431	351	14	99	0	0	0	0	0	0	0	8492
0.07432	351	14	99	0	0	0	0	0	0	0	8493
0.07433	351	14	100	0	0	0	0	0	0	0	8495
0.07434	352	14	100	0	0	0	0	0	0	0	8499
0.07435	352	14	99	0	0	0	0	0	0	0	8499
0.07436	352	14	100	0	0	0	0	0	0	0	8501
0.07437	352	14	100	0	0	0	0	0	0	0	8503
0.07438	352	14	98	0	0	0	0	0	0	0	8504
0.07439	352	14	97	0	0	0	0	0	0	0	8505
0.0744	353	14	100	0	0	0	0	0	0	0	8510
0.07441	353	14	98	0	0	0	0	0	0	0	8511
0.07442	353	14	99	0	0	0	0	0	0	0	8513
0.07443	353	14	99	0	0	0	0	0	0	0	8514
0.07444	354	14	99	0	0	0	0	0	0	0	8515
0.07445	353	14	98	0	0	0	0	0	0	0	8516
0.07446	353	14	99	0	0	0	0	0	0	0	8517
0.07447	353	14	99	0	0	0	0	0	0	0	8518
0.07448	353	14	100	0	0	0	0	0	0	0	8521
0.07449	353	14	100	0	0	0	0	0	0	0	8522
0.0745	353	14	99	0	0	0	0	0	0	0	8522
0.07451	352	14	100	0	0	0	0	0	0	0	8524
0.07452	352	14	100	0	0	0	0	0	0	0	8524
0.07453	352	14	100	0	0	0	0	0	0	0	8526
0.07454	352	14	100	0	0	0	0	0	0	0	8526
0.07455	352	14	99	0	0	0	0	0	0	0	8527
0.07456	352	14	100	0	0	0	0	0	0	0	8528
0.07457	352	14	100	0	0	0	0	0	0	0	8529
0.07458	352	14	100	0	0	0	0	0	0	0	8529
0.07459	352	14	100	0	0	0	0	0	0	0	8530
0.0746	352	14	99	0	0	0	0	0	0	0	8530
0.07461	352	14	100	0	0	0	0	0	0	0	8531
0.07462	352	14	100	0	0	0	0	0	0	0	8533
0.07463	352	14	100	0	0	0	0	0	0	0	8534
0.07464	352	14	100	0	0	0	0	0	0	0	8534
0.07465	351	13	100	0	0	0	0	0	0	0	8535
0.07466	352	13	100	0	0	0	0	0	0	0	8536
0.07467	353	13	100	0	0	0	0	0	0	0	8538
0.07468	353	13	100	0	0	0	0	0	0	0	8539
0.07469	353	13	98	0	0	0	0	0	0	0	8539
0.0747	354	13	98	0	0	0	0	0	0	0	8541
0.07471	354	13	99	0	0	0	0	0	0	0	8542
0.07472	354	13	98	0	0	0	0	0	0	0	8544
0.07473	354	13	99	0	0	0	0	0	0	0	8546
0.07474	353	13	100	0	0	0	0	0	0	0	8547
0.07475	353	13	100	0	0	0	0	0	0	0	8549
0.07476	353	13	99	0	0	0	0	0	0	0	8550
0.07477	354	13	99	0	0	0	0	0	0	0	8552
0.07478	352	13	99	0	0	0	0	0	0	0	8553
0.07479	353	13	100	0	0	0	0	0	0	0	8555
0.0748	352	13	98	0	0	0	0	0	0	0	8555
0.07481	352	13	99	0	0	0	0	0	0	0	8558
0.07482	352	13	100	0	0	0	0	0	0	0	8559
0.07483	351	13	100	0	0	0	0	0	0	0	8559
0.07484	351	13	100	0	0	0	0	0	0	0	8559
0.07485	351	13	100	0	0	0	0	0	0	0	8560
0.07486	351	13	98	0	0	0	0	0	0	0	8560
0.07487	351	13	100	0	0	0	0	0	0	0	8563
0.07488	351	13	99	0	0	0	0	0	0	0	8563
0.07489	351	13	100	0	0	0	0	0	0	0	8565
0.0749	352	13	98	0	0	0	0	0	0	0	8566
0.07491	353	13	99	0	0	0	0	0	0	0	8568
0.07492	353	13	100	0	0	0	0	0	0	0	8571
0.07493	353	13	100	0	0	0	0	0	0	0	8571
0.07494	353	13	100	0	0	0	0	0	0	0	8571
0.07495	352	13	99	0	0	0	0	0	0	0	8573
0.07496	353	13	100	0	0	0	0	0	0	0	8575
0.07497	353	13	99	0	0	0	0	0	0	0	8577
0.07498	353	13	99	0	0	0	0	0	0	0	8578
0.07499	353	13	99	0	0	0	0	0	0	0	8579
0.075	353	13	99	0	0	0	0	0	0	0	8579
0.07501	353	13	100	0	0	0	0	0	0	0	8582
0.07502	353	13	100	0	0	0	0	0	0	0	8583
0.07503	353	13	100	0	0	0	0	0	0	0	8583
0.07504	353	13	99	0	0	0	0	0	0	0	8584
0.07505	353	13	98	0	0	0	0	0	0	0	8585
0.07506	353	13	100	0	0	0	0	0	0	0	8587
0.07507	353	13	100	0	0	0	0	0	0	0	8588
0.07508	352	13	100	0	0	0	0	0	0	0	8588
0.07509	352	13	100	0	0	0	0	0	0	0	8588
0.0751	351	13	99	0	0	0	0	0	0	0	8588
0.07511	351	13	100	0	0	0	0	0	0	0	8590
0.07512	350	13	99	0	0	0	0	0	0	0	8590
0.07513	350	13	99	0	0	0	0	0	0	0	8591
0.07514	350	13	98	0	0	0	0	0	0	0	8592
0.07515	351	13	98	0	0	0	0	0	0	0	8595
0.07516	351	13	99	0	0	0	0	0	0	0	8596
0.07517	351	13	100	0	0	0	0	0	0	0	8598
0.07518	351	13	97	0	0	0	0	0	0	0	8598
0.07519	352	13	100	0	0	0	0	0	0	0	8603
0.0752	352	13	99	0	0	0	0	0	0	0	8604
0.07521	352	13	100	0	0	0	0	0	0	0	8605
0.07522	351	13	99	0	0	0	0	0	0	0	8605
0.07523	351	13	98	0	0	0	0	0	0	0	8608
0.07524	353	13	99	0	0	0	0	0	0	0	8612
0.07525	353	13	100	0	0	0	0	0	0	0	8613
0.07526	353	13	98	0	0	0	0	0	0	0	8613
0.07527	352	13	100	0	0	0	0	0	0	0	8615
0.07528	352	13	100	0	0	0	0	0	0	0	8615
0.07529	352	13	99	0	0	0	0	0	0	0	8615
0.0753	352	13	100	0	0	0	0	0	0	0	8616
0.07531	352	13	99	0	0	0	0	0	0	0	8617
0.07532	352	13	98	0	0	0	0	0	0	0	8618
0.07533	352	13	98	0	0	0	0	0	0	0	8621
0.07534	352	13	97	0	0	0	0	0	0	0	8621
0.07535	352	13	99	0	0	0	0	0	0	0	8623
0.07536	351	13	98	0	0	0	0	0	0	0	8623
0.07537	351	14	98	0	0	0	0	0	0	0	8624
0.07538	351	14	100	0	0	0	0	0	0	0	8627
0.07539	351	14	100	0	0	0	0	0	0	0	8627
0.0754	351	14	99	0	0	0	0	0	0	0	8628
0.07541	351	14	100	0	0	0	0	0	0	0	8630
0.07542	351	14	100	0	0	0	0	0	0	0	8630
0.07543	351	14	100	0	0	0	0	0	0	0	8630
0.07544	351	14	100	0	0	0	0	0	0	0	8630
0.07545	351	14	100	0	0	0	0	0	0	0	8631
0.07546	351	14	99	0	0	0	0	0	0	0	8631
0.07547	351	14	100	0	0	0	0	0	0	0	8634
0.07548	352	14	99	0	0	0	0	0	0	0	8636
0.07549	352	14	100	0	0	0	0	0	0	0	8637
0.0755	352	14	100	0	0	0	0	0	0	0	8638
0.07551	352	14	100	0	0	0	0	0	0	0	8638
0.07552	352	14	100	0	0	0	0	0	0	0	8638
0.07553	352	15	100	0	0	0	0	0	0	0	8639
0.07554	352	15	98	0	0	0	0	0	0	0	8640
0.07555	351	15	99	0	0	0	0	0	0	0	8642
0.07556	351	15	99	0	0	0	0	0	0	0	8643
0.07557	351	15	100	0	0	0	0	0	0	0	8644
0.07558	351	15	100	0	0	0	0	0	0	0	8646
0.07559	351	15	100	0	0	0	0	0	0	0	8646
0.0756	351	15	100	0	0	0	0	0	0	0	8646
0.07561	352	15	100	0	0	0	0	0	0	0	8647
0.07562	352	15	98	0	0	0	0	0	0	0	8648
0.07563	352	15	100	0	0	0	0	0	0	0	8650
0.07564	352	15	100	0	0	0	0	0	0	0	8650
0.07565	351	15	100	0	0	0	0	0	0	0	8650
0.07566	351	15	99	0	0	0	0	0	0	0	8650
0.07567	350	15	99	0	0	0	0	0	0	0	8651
0.07568	350	15	99	0	0	0	0	0	0	0	8653
0.07569	350	15	100	0	0	0	0	0	0	0	8655
0.0757	350	15	99	0	0	0	0	0	0	0	8656
0.07571	351	15	100	0	0	0	0	0	0	0	8659
0.07572	352	15	100	0	0	0	0	0	0	0	8662
0.07573	352	15	100	0	0	0	0	0	0	0	8663
0.07574	352	15	100	0	0	0	0	0	0	0	8664
0.07575	352	15	100	0	0	0	0	0	0	0	8664
0.07576	352	15	100	0	0	0	0	0	0	0	8665
0.07577	352	15	98	0	0	0	0	0	0	0	8666
0.07578	352	15	99	0	0	0	0	0	0	0	8667
0.07579	352	15	99	0	0	0	0	0	0	0	8668
0.0758	352	15	99	0	0	0	0	0	0	0	8668
0.07581	352	15	99	0	0	0	0	0	0	0	8669
0.07582	352	15	99	0	0	0	0	0	0	0	8670
0.07583	352	14	99	0	0	0	0	0	0	0	8670
0.07584	351	14	100	0	0	0	0	0	0	0	8672
0.07585	350	14	100	0	0	0	0	0	0	0	8673
0.07586	350	14	100	0	0	0	0	0	0	0	8673
0.07587	350	14	99	0	0	0	0	0	0	0	8673
0.07588	350	14	99	0	0	0	0	0	0	0	8673
0.07589	350	14	99	0	0	0	0	0	0	0	8675
0.0759	350	14	98	0	0	0	0	0	0	0	8675
0.07591	350	14	98	0	0	0	0	0	0	0	8675
0.07592	350	14	97	0	0	0	0	0	0	0	8676
0.07593	350	14	99	0	0	0	0	0	0	0	8680
