Time (s),pip2(ap2),ap2(a),ap2(b),ap2(#ref),trans(ap2),trans(#pip2),trans(#ref),ap2(b!1).pip2(ap2!1),ap2(a!1).trans(ap2!1)
0.00267,999,0,0,1,299,300,300,1,1
0.00268,999,0,0,1,299,300,300,1,1
0.00269,999,0,0,1,299,300,300,1,1
0.0027,999,0,0,1,299,300,300,1,1
0.00271,999,0,0,1,299,300,300,1,1
0.00272,999,0,0,1,299,300,300,1,1
0.00273,999,0,0,1,299,300,300,1,1
0.00274,999,0,0,1,299,300,300,1,1
0.00275,999,0,0,1,299,300,300,1,1
0.00276,999,0,0,1,299,300,300,1,1
0.00277,999,0,0,1,299,300,300,1,1
0.00278,999,0,0,1,299,300,300,1,1
0.00279,999,0,0,1,299,300,300,1,1
0.0028,999,0,0,1,299,300,300,1,1
0.00281,999,0,0,1,299,300,300,1,1
0.00282,999,0,0,1,299,300,300,1,1
0.00283,999,0,0,1,299,300,300,1,1
0.00284,999,0,0,1,299,300,300,1,1
0.00285,999,0,0,1,299,300,300,1,1
0.00286,999,0,0,1,299,300,300,1,1
0.00287,999,0,0,1,299,300,300,1,1
0.00288,999,0,0,1,299,300,300,1,1
0.00289,999,0,0,1,299,300,300,1,1
0.0029,999,0,0,1,299,300,300,1,1
0.00291,999,0,0,1,299,300,300,1,1
0.00292,999,0,0,1,299,300,300,1,1
0.00293,999,0,0,1,299,300,300,1,1
0.00294,999,0,0,1,299,300,300,1,1
0.00295,999,0,0,1,299,300,300,1,1
0.00296,999,0,0,1,299,300,300,1,1
0.00297,999,0,0,1,299,300,300,1,1
0.00298,999,0,0,1,299,300,300,1,1
0.00299,999,0,0,1,299,300,300,1,1
0.003,999,0,0,1,299,300,300,1,1
0.00301,999,0,0,1,299,300,300,1,1
0.00302,999,0,0,1,299,300,300,1,1
0.00303,999,0,0,1,299,300,300,1,1
0.00304,999,0,0,1,299,300,300,1,1
0.00305,999,0,0,1,299,300,300,1,1
0.00306,999,0,0,1,299,300,300,1,1
0.00307,999,0,0,1,299,300,300,1,1
0.00308,999,0,0,1,299,300,300,1,1
0.00309,999,0,0,1,299,300,300,1,1
0.0031,999,0,0,1,299,300,300,1,1
0.00311,999,0,0,1,299,300,300,1,1
0.00312,999,0,0,1,299,300,300,1,1
0.00313,999,0,0,1,299,300,300,1,1
0.00314,999,0,0,1,299,300,300,1,1
0.00315,999,0,0,1,299,300,300,1,1
0.00316,999,0,0,1,299,300,300,1,1
0.00317,999,0,0,1,299,300,300,1,1
0.00318,999,0,0,1,299,300,300,1,1
0.00319,999,0,0,1,299,300,300,1,1
0.0032,999,0,0,1,299,300,300,1,1
0.00321,999,0,0,1,299,300,300,1,1
0.00322,999,0,0,1,299,300,300,1,1
0.00323,999,0,0,1,299,300,300,1,1
0.00324,999,0,0,1,299,300,300,1,1
0.00325,999,0,0,1,299,300,300,1,1
0.00326,999,0,0,1,299,300,300,1,1
0.00327,999,0,0,1,299,300,300,1,1
0.00328,999,0,0,1,299,300,300,1,1
0.00329,999,0,0,1,299,300,300,1,1
0.0033,999,0,0,1,299,300,300,1,1
0.00331,999,0,0,1,299,300,300,1,1
0.00332,999,0,0,1,299,300,300,1,1
0.00333,999,0,0,1,299,300,300,1,1
0.00334,999,0,0,1,299,300,300,1,1
0.00335,999,0,0,1,299,300,300,1,1
0.00336,999,0,0,1,299,300,300,1,1
0.00337,999,0,0,1,299,300,300,1,1
0.00338,999,0,0,1,299,300,300,1,1
0.00339,999,0,0,1,299,300,300,1,1
0.0034,999,0,0,1,299,300,300,1,1
0.00341,999,0,0,1,299,300,300,1,1
0.00342,999,0,0,1,299,300,300,1,1
0.00343,999,0,0,1,299,300,300,1,1
0.00344,999,0,0,1,299,300,300,1,1
0.00345,999,0,0,1,299,300,300,1,1
0.00346,999,0,0,1,299,300,300,1,1
0.00347,999,0,0,1,299,300,300,1,1
0.00348,999,0,0,1,299,300,300,1,1
0.00349,999,0,0,1,299,300,300,1,1
0.0035,999,0,0,1,299,300,300,1,1
0.00351,999,0,0,1,299,300,300,1,1
0.00352,999,0,0,1,299,300,300,1,1
0.00353,999,0,0,1,299,300,300,1,1
0.00354,999,0,0,1,299,300,300,1,1
0.00355,999,0,0,1,299,300,300,1,1
0.00356,999,0,0,1,299,300,300,1,1
0.00357,999,0,0,1,299,300,300,1,1
0.00358,999,0,0,1,299,300,300,1,1
0.00359,999,0,0,1,299,300,300,1,1
0.0036,999,0,0,1,299,300,300,1,1
0.00361,999,0,0,1,299,300,300,1,1
0.00362,999,0,0,1,299,300,300,1,1
0.00363,999,0,0,1,299,300,300,1,1
0.00364,999,0,0,1,299,300,300,1,1
0.00365,999,0,0,1,299,300,300,1,1
0.00366,999,0,0,1,299,300,300,1,1
0.00367,999,0,0,1,299,300,300,1,1
0.00368,999,0,0,1,299,300,300,1,1
0.00369,999,0,0,1,299,300,300,1,1
0.0037,999,0,0,1,299,300,300,1,1
0.00371,999,0,0,1,299,300,300,1,1
0.00372,999,0,0,1,299,300,300,1,1
0.00373,999,0,0,1,299,300,300,1,1
0.00374,999,0,0,1,299,300,300,1,1
0.00375,999,0,0,1,299,300,300,1,1
0.00376,999,0,0,1,299,300,300,1,1
0.00377,999,0,0,1,299,300,300,1,1
0.00378,999,0,0,1,299,300,300,1,1
0.00379,999,0,0,1,299,300,300,1,1
0.0038,999,0,0,1,299,300,300,1,1
0.00381,999,0,0,1,299,300,300,1,1
0.00382,999,0,0,1,299,300,300,1,1
0.00383,999,0,0,1,299,300,300,1,1
0.00384,999,0,0,1,299,300,300,1,1
0.00385,999,0,0,1,299,300,300,1,1
0.00386,999,0,0,1,299,300,300,1,1
0.00387,999,0,0,1,299,300,300,1,1
0.00388,999,0,0,1,299,300,300,1,1
0.00389,999,1,0,1,300,300,300,1,0
0.0039,999,1,0,1,300,300,300,1,0
0.00391,999,1,0,1,300,300,300,1,0
0.00392,999,1,0,1,300,300,300,1,0
0.00393,999,1,0,1,300,300,300,1,0
0.00394,999,1,0,1,300,300,300,1,0
0.00395,999,1,0,1,300,300,300,1,0
0.00396,999,1,0,1,300,300,300,1,0
0.00397,999,1,0,1,300,300,300,1,0
0.00398,999,1,0,1,300,300,300,1,0
0.00399,999,1,0,1,300,300,300,1,0
0.004,999,1,0,1,300,300,300,1,0
0.00401,999,1,0,1,300,300,300,1,0
0.00402,999,1,0,1,300,300,300,1,0
0.00403,999,1,0,1,300,300,300,1,0
0.00404,999,1,0,1,300,300,300,1,0
0.00405,999,1,0,1,300,300,300,1,0
0.00406,999,1,0,1,300,300,300,1,0
0.00407,999,1,0,1,300,300,300,1,0
