TIME (s) 	MONO:pip2	DIMERS W:pip2	MONO:ap2	DIMERS W:ap2	MONO:trans	DIMERS W:trans	MONO:aak1	DIMERS W:aak1	
0.02484	672	224	172	224	96	0	0	0	
0.02485	672	225	172	225	96	0	1	0	
0.02486	671	225	171	225	96	0	0	0	
0.02487	671	225	171	225	96	0	0	0	
0.02488	671	226	171	226	96	0	1	0	
0.02489	671	226	171	226	96	0	1	0	
0.0249	671	225	171	225	96	0	0	0	
0.02491	672	224	172	224	96	0	0	0	
0.02492	672	224	172	224	96	0	0	0	
0.02493	672	224	172	224	96	0	0	0	
0.02494	672	224	172	224	96	0	0	0	
0.02495	672	228	171	229	96	0	3	1	
0.02496	673	226	172	227	96	0	2	1	
0.02497	673	225	172	226	96	0	1	1	
0.02498	673	225	172	226	96	0	1	1	
0.02499	674	224	173	225	96	0	1	1	
0.025	674	226	173	227	96	0	3	1	
0.02501	674	224	173	225	96	0	1	1	
0.02502	675	224	173	226	96	0	1	2	
0.02503	674	225	172	227	96	0	1	2	
0.02504	674	224	172	226	96	0	0	2	
0.02505	674	224	172	226	96	0	0	2	
0.02506	674	224	172	226	96	0	0	2	
0.02507	674	224	172	226	96	0	0	2	
0.02508	674	224	172	226	96	0	0	2	
0.02509	674	225	172	227	96	0	1	2	
0.0251	674	224	172	226	96	0	0	2	
0.02511	674	225	172	227	96	0	1	2	
0.02512	674	225	172	227	96	0	1	2	
0.02513	674	225	172	227	96	0	1	2	
0.02514	673	225	172	226	96	0	1	1	
0.02515	673	225	172	226	96	0	1	1	
0.02516	673	225	172	226	96	0	1	1	
0.02517	673	224	172	225	96	0	0	1	
0.02518	673	225	172	226	96	0	1	1	
0.02519	673	224	172	225	96	0	0	1	
0.0252	673	224	172	225	96	0	0	1	
0.02521	672	226	171	227	96	0	1	1	
0.02522	672	225	171	226	96	0	0	1	
0.02523	672	225	171	226	96	0	0	1	
0.02524	672	225	171	226	96	0	0	1	
0.02525	671	227	171	227	96	0	2	0	
0.02526	671	226	171	226	96	0	1	0	
0.02527	671	227	171	227	96	0	2	0	
0.02528	671	225	171	225	96	0	0	0	
0.02529	671	226	171	226	96	0	1	0	
0.0253	671	227	171	227	96	0	2	0	
0.02531	671	227	171	227	96	0	2	0	
0.02532	670	227	170	227	96	0	1	0	
0.02533	670	227	170	227	96	0	1	0	
0.02534	670	226	170	226	96	0	0	0	
0.02535	671	226	170	227	96	0	0	1	
0.02536	671	227	170	228	96	0	1	1	
0.02537	671	227	170	228	96	0	1	1	
0.02538	671	227	170	228	96	0	1	1	
0.02539	671	227	170	228	96	0	1	1	
0.0254	671	226	170	227	96	0	0	1	
0.02541	671	226	170	227	96	0	0	1	
0.02542	671	226	170	227	96	0	0	1	
0.02543	671	226	170	227	96	0	0	1	
0.02544	671	226	170	227	96	0	0	1	
0.02545	671	227	170	228	96	0	1	1	
0.02546	671	226	170	227	96	0	0	1	
0.02547	671	226	170	227	96	0	0	1	
0.02548	670	227	169	228	96	0	0	1	
0.02549	670	227	169	228	96	0	0	1	
0.0255	670	228	169	229	96	0	1	1	
0.02551	670	227	169	228	96	0	0	1	
0.02552	670	227	169	228	96	0	0	1	
0.02553	670	228	169	229	96	0	1	1	
0.02554	670	228	169	229	96	0	1	1	
0.02555	670	228	169	229	96	0	1	1	
0.02556	670	227	169	228	96	0	0	1	
0.02557	671	227	170	228	96	0	1	1	
0.02558	671	227	170	228	96	0	1	1	
0.02559	671	227	170	228	96	0	1	1	
0.0256	671	226	170	227	96	0	0	1	
0.02561	671	228	170	229	96	0	2	1	
0.02562	672	228	170	230	96	0	2	2	
0.02563	672	228	170	230	96	0	2	2	
0.02564	672	227	170	229	96	0	1	2	
0.02565	672	226	170	228	96	0	0	2	
0.02566	672	226	170	228	96	0	0	2	
0.02567	673	225	171	227	96	0	0	2	
0.02568	673	225	171	227	96	0	0	2	
0.02569	673	225	171	227	96	0	0	2	
0.0257	673	226	171	228	96	0	1	2	
0.02571	672	226	171	227	96	0	1	1	
0.02572	672	227	171	228	96	0	2	1	
0.02573	672	225	171	226	96	0	0	1	
0.02574	672	225	171	226	96	0	0	1	
0.02575	673	224	172	225	96	0	0	1	
0.02576	673	224	172	225	96	0	0	1	
0.02577	673	226	172	227	96	0	2	1	
0.02578	673	224	172	225	96	0	0	1	
0.02579	673	225	172	226	96	0	1	1	
0.0258	673	224	172	225	96	0	0	1	
0.02581	674	224	172	226	96	0	0	2	
0.02582	674	224	172	226	96	0	0	2	
0.02583	674	224	172	226	96	0	0	2	
0.02584	674	226	171	229	96	0	1	3	
0.02585	674	225	171	228	96	0	0	3	
0.02586	674	225	171	228	96	0	0	3	
0.02587	674	225	171	228	96	0	0	3	
0.02588	674	225	171	228	96	0	0	3	
0.02589	674	224	172	226	96	0	0	2	
0.0259	674	225	172	227	96	0	1	2	
0.02591	674	225	172	227	96	0	1	2	
0.02592	674	224	172	226	96	0	0	2	
0.02593	674	225	172	227	96	0	1	2	
0.02594	676	222	174	224	96	0	0	2	
0.02595	675	222	174	223	96	0	0	1	
0.02596	675	223	174	224	96	0	1	1	
0.02597	675	223	174	224	96	0	1	1	
0.02598	675	222	174	223	96	0	0	1	
0.02599	675	222	174	223	96	0	0	1	
0.026	675	222	174	223	96	0	0	1	
0.02601	675	222	174	223	96	0	0	1	
0.02602	675	223	174	224	96	0	1	1	
0.02603	675	222	174	223	96	0	0	1	
0.02604	675	222	174	223	96	0	0	1	
0.02605	675	222	174	223	96	0	0	1	
0.02606	675	222	174	223	96	0	0	1	
0.02607	675	223	174	224	96	0	1	1	
0.02608	675	222	174	223	96	0	0	1	
0.02609	676	221	175	222	96	0	0	1	
0.0261	676	221	175	222	96	0	0	1	
0.02611	676	224	175	225	96	0	3	1	
0.02612	676	223	175	224	96	0	2	1	
0.02613	676	222	175	223	96	0	1	1	
0.02614	676	221	175	222	95	0	1	1	
0.02615	676	221	175	222	95	0	1	1	
0.02616	676	221	175	222	95	0	1	1	
0.02617	676	221	175	222	95	0	1	1	
0.02618	676	221	175	222	95	0	1	1	
0.02619	676	221	175	222	95	0	1	1	
0.0262	676	220	175	221	95	0	0	1	
0.02621	676	220	175	221	95	0	0	1	
0.02622	676	221	175	222	95	0	1	1	
0.02623	675	221	174	222	95	0	0	1	
0.02624	676	221	175	222	95	0	1	1	
0.02625	676	220	175	221	95	0	0	1	
0.02626	676	220	175	221	95	0	0	1	
0.02627	677	219	176	220	95	0	0	1	
0.02628	677	219	176	220	95	0	0	1	
0.02629	677	219	176	220	95	0	0	1	
0.0263	676	221	175	222	95	0	1	1	
0.02631	676	220	175	221	95	0	0	1	
0.02632	677	220	176	221	95	0	1	1	
0.02633	677	220	176	221	95	0	1	1	
0.02634	677	220	176	221	95	0	1	1	
0.02635	677	220	176	221	95	0	1	1	
0.02636	677	222	176	223	95	0	3	1	
0.02637	677	221	176	222	95	0	2	1	
0.02638	678	221	176	223	95	0	2	2	
0.02639	678	219	176	221	95	0	0	2	
0.0264	678	220	176	222	95	0	1	2	
0.02641	678	220	176	222	95	0	1	2	
0.02642	677	220	175	222	95	0	0	2	
0.02643	676	222	174	224	95	0	1	2	
0.02644	676	223	174	225	95	0	2	2	
0.02645	676	221	174	223	95	0	0	2	
0.02646	676	221	174	223	95	0	0	2	
0.02647	676	222	174	224	95	0	1	2	
0.02648	676	222	174	224	95	0	1	2	
0.02649	676	223	174	225	95	0	2	2	
0.0265	676	222	174	224	95	0	1	2	
0.02651	676	222	174	224	95	0	1	2	
0.02652	676	222	174	224	95	0	1	2	
0.02653	676	222	174	224	95	0	1	2	
0.02654	676	221	174	223	95	0	0	2	
0.02655	677	221	175	223	95	0	1	2	
0.02656	677	222	175	224	95	0	2	2	
0.02657	677	222	175	224	95	0	2	2	
0.02658	677	221	175	223	95	0	1	2	
0.02659	676	222	174	224	95	0	1	2	
0.0266	676	222	174	224	95	0	1	2	
0.02661	676	222	175	223	95	0	2	1	
0.02662	676	222	175	223	95	0	2	1	
0.02663	676	222	175	223	95	0	2	1	
0.02664	676	222	175	223	95	0	2	1	
0.02665	676	222	174	224	95	0	1	2	
0.02666	676	221	174	223	95	0	0	2	
0.02667	676	221	174	223	95	0	0	2	
0.02668	677	220	175	222	95	0	0	2	
0.02669	677	222	175	224	95	0	2	2	
0.0267	677	220	175	222	95	0	0	2	
0.02671	677	221	175	223	95	0	1	2	
0.02672	676	221	174	223	95	0	0	2	
0.02673	676	221	174	223	95	0	0	2	
0.02674	676	221	174	223	95	0	0	2	
0.02675	675	222	174	223	95	0	1	1	
0.02676	675	223	174	224	95	0	2	1	
0.02677	674	224	173	225	95	0	2	1	
0.02678	674	224	173	225	95	0	2	1	
0.02679	674	224	173	225	95	0	2	1	
0.0268	674	224	173	225	95	0	2	1	
0.02681	676	222	174	224	95	0	1	2	
0.02682	676	222	174	224	95	0	1	2	
0.02683	676	221	174	223	95	0	0	2	
0.02684	675	222	173	224	95	0	0	2	
0.02685	675	222	173	224	95	0	0	2	
0.02686	675	222	173	224	95	0	0	2	
0.02687	675	222	173	224	95	0	0	2	
0.02688	674	223	172	225	95	0	0	2	
0.02689	674	223	172	225	95	0	0	2	
0.0269	674	223	172	225	95	0	0	2	
0.02691	674	223	172	225	95	0	0	2	
0.02692	673	223	172	224	95	0	0	1	
0.02693	673	223	172	224	95	0	0	1	
0.02694	673	223	172	224	95	0	0	1	
0.02695	673	224	172	225	95	0	1	1	
0.02696	673	225	172	226	95	0	2	1	
0.02697	673	226	172	227	95	0	3	1	
0.02698	673	223	172	224	95	0	0	1	
0.02699	673	223	172	224	95	0	0	1	
0.027	672	224	171	225	95	0	0	1	
0.02701	671	224	171	224	95	0	0	0	
0.02702	671	225	171	225	95	0	1	0	
0.02703	671	225	171	225	95	0	1	0	
0.02704	669	226	169	226	95	0	0	0	
0.02705	669	227	169	227	95	0	1	0	
0.02706	669	226	169	226	95	0	0	0	
0.02707	669	227	169	227	95	0	1	0	
0.02708	669	227	169	227	95	0	1	0	
0.02709	669	227	169	227	95	0	1	0	
0.0271	669	227	169	227	95	0	1	0	
0.02711	668	229	168	229	95	0	2	0	
0.02712	668	228	168	228	95	0	1	0	
0.02713	668	228	168	228	95	0	1	0	
0.02714	668	227	168	227	95	0	0	0	
0.02715	668	227	168	227	95	0	0	0	
0.02716	668	228	168	228	95	0	1	0	
0.02717	668	227	168	227	95	0	0	0	
0.02718	668	227	168	227	95	0	0	0	
0.02719	668	227	168	227	95	0	0	0	
0.0272	668	227	168	227	95	0	0	0	
0.02721	668	228	168	228	95	0	1	0	
0.02722	668	228	168	228	95	0	1	0	
0.02723	668	228	168	228	95	0	1	0	
0.02724	668	228	168	228	95	0	1	0	
0.02725	668	228	168	228	95	0	1	0	
0.02726	668	229	168	229	95	0	2	0	
0.02727	668	228	168	228	95	0	1	0	
0.02728	668	227	168	227	95	0	0	0	
0.02729	668	227	168	227	95	0	0	0	
0.0273	668	228	168	228	95	0	1	0	
0.02731	668	230	168	230	95	0	3	0	
0.02732	668	228	168	228	95	0	1	0	
0.02733	668	227	168	227	95	0	0	0	
0.02734	668	228	168	228	95	0	1	0	
0.02735	668	227	168	227	95	0	0	0	
0.02736	668	227	168	227	95	0	0	0	
0.02737	668	227	168	227	95	0	0	0	
0.02738	668	227	168	227	95	0	0	0	
0.02739	668	227	168	227	95	0	0	0	
0.0274	668	229	168	229	95	0	2	0	
0.02741	668	228	168	228	95	0	1	0	
0.02742	668	228	168	228	95	0	1	0	
0.02743	668	227	168	227	95	0	0	0	
0.02744	668	228	168	228	95	0	1	0	
0.02745	668	228	168	228	95	0	1	0	
0.02746	668	227	168	227	95	0	0	0	
0.02747	669	228	168	229	95	0	1	1	
0.02748	669	227	168	228	95	0	0	1	
0.02749	669	227	168	228	95	0	0	1	
0.0275	669	227	168	228	95	0	0	1	
0.02751	669	228	168	229	95	0	1	1	
0.02752	669	227	168	228	95	0	0	1	
0.02753	669	228	168	229	95	0	1	1	
0.02754	669	228	168	229	95	0	1	1	
0.02755	669	228	168	229	95	0	1	1	
0.02756	670	226	169	227	95	0	0	1	
0.02757	670	227	169	228	95	0	1	1	
0.02758	670	227	169	228	95	0	1	1	
0.02759	670	228	169	229	95	0	2	1	
0.0276	671	227	170	228	95	0	2	1	
0.02761	670	227	169	228	95	0	1	1	
0.02762	670	228	169	229	95	0	2	1	
0.02763	670	228	169	229	95	0	2	1	
0.02764	670	226	169	227	95	0	0	1	
0.02765	670	226	169	227	95	0	0	1	
0.02766	668	227	168	227	95	0	0	0	
0.02767	668	228	168	228	95	0	1	0	
0.02768	669	226	169	226	95	0	0	0	
0.02769	669	226	169	226	95	0	0	0	
0.0277	669	226	169	226	95	0	0	0	
0.02771	669	226	169	226	95	0	0	0	
0.02772	670	226	169	227	95	0	0	1	
0.02773	670	226	169	227	95	0	0	1	
0.02774	670	226	169	227	95	0	0	1	
0.02775	670	226	169	227	95	0	0	1	
0.02776	670	226	169	227	95	0	0	1	
0.02777	670	226	169	227	95	0	0	1	
0.02778	670	226	169	227	95	0	0	1	
0.02779	669	227	168	228	95	0	0	1	
0.0278	669	228	168	229	95	0	1	1	
0.02781	669	227	168	228	95	0	0	1	
0.02782	670	226	169	227	95	0	0	1	
0.02783	670	227	169	228	95	0	1	1	
0.02784	670	227	169	228	95	0	1	1	
0.02785	670	226	169	227	95	0	0	1	
0.02786	669	227	169	227	95	0	1	0	
0.02787	669	227	169	227	95	0	1	0	
0.02788	669	227	169	227	95	0	1	0	
0.02789	669	227	169	227	95	0	1	0	
0.0279	669	227	169	227	95	0	1	0	
0.02791	669	227	169	227	95	0	1	0	
0.02792	668	228	168	228	95	0	1	0	
0.02793	668	230	168	230	95	0	3	0	
0.02794	668	230	168	230	95	0	3	0	
0.02795	668	227	168	227	95	0	0	0	
0.02796	668	228	168	228	95	0	1	0	
0.02797	668	230	168	230	95	0	3	0	
0.02798	668	231	168	231	95	0	4	0	
0.02799	668	231	168	231	95	0	4	0	
0.028	668	229	168	229	95	0	2	0	
0.02801	668	228	168	228	95	0	1	0	
0.02802	669	228	169	228	95	0	2	0	
0.02803	669	227	169	227	95	0	1	0	
0.02804	670	225	170	225	95	0	0	0	
0.02805	671	225	171	225	95	0	1	0	
0.02806	671	226	171	226	95	0	2	0	
0.02807	671	225	171	225	95	0	1	0	
0.02808	671	224	171	224	95	0	0	0	
0.02809	671	224	171	224	95	0	0	0	
0.0281	670	226	170	226	95	0	1	0	
0.02811	670	226	170	226	95	0	1	0	
0.02812	670	227	170	227	95	0	2	0	
0.02813	669	227	169	227	95	0	1	0	
0.02814	669	228	169	228	95	0	2	0	
0.02815	669	227	169	227	95	0	1	0	
0.02816	669	227	169	227	95	0	1	0	
0.02817	669	227	169	227	95	0	1	0	
0.02818	669	227	169	227	95	0	1	0	
0.02819	669	227	169	227	95	0	1	0	
0.0282	669	227	169	227	95	0	1	0	
0.02821	670	226	170	226	95	0	1	0	
0.02822	670	225	170	225	95	0	0	0	
0.02823	670	225	170	225	95	0	0	0	
0.02824	670	225	170	225	95	0	0	0	
0.02825	669	226	169	226	95	0	0	0	
0.02826	669	226	169	226	95	0	0	0	
0.02827	669	227	169	227	95	0	1	0	
0.02828	669	226	169	226	95	0	0	0	
0.02829	669	226	169	226	95	0	0	0	
0.0283	669	227	169	227	95	0	1	0	
0.02831	669	226	169	226	95	0	0	0	
0.02832	669	226	169	226	95	0	0	0	
0.02833	669	226	169	226	95	0	0	0	
0.02834	670	226	170	226	95	0	1	0	
0.02835	671	225	170	226	95	0	0	1	
0.02836	671	225	170	226	95	0	0	1	
0.02837	673	224	171	226	95	0	0	2	
0.02838	673	225	171	227	95	0	1	2	
0.02839	672	225	171	226	95	0	1	1	
0.0284	672	224	171	225	95	0	0	1	
0.02841	672	224	171	225	95	0	0	1	
0.02842	672	224	171	225	95	0	0	1	
0.02843	672	224	171	225	95	0	0	1	
0.02844	672	225	171	226	95	0	1	1	
0.02845	673	224	172	225	95	0	1	1	
0.02846	673	224	172	225	95	0	1	1	
0.02847	673	224	172	225	95	0	1	1	
0.02848	673	224	172	225	95	0	1	1	
0.02849	673	224	172	225	95	0	1	1	
0.0285	674	223	172	225	95	0	0	2	
0.02851	674	224	172	226	95	0	1	2	
0.02852	675	223	172	226	95	1	0	2	
0.02853	677	222	174	225	95	1	1	2	
0.02854	677	222	174	225	95	1	1	2	
0.02855	676	223	173	226	95	1	1	2	
0.02856	676	223	173	226	95	1	1	2	
0.02857	677	223	174	226	95	1	2	2	
0.02858	676	222	174	224	95	1	1	1	
0.02859	676	221	174	223	95	1	0	1	
0.0286	676	221	174	223	95	1	0	1	
0.02861	676	223	174	225	95	1	2	1	
0.02862	676	224	174	226	95	1	3	1	
0.02863	677	222	174	225	95	1	1	2	
0.02864	676	222	173	225	95	1	0	2	
0.02865	676	223	173	226	95	1	1	2	
0.02866	676	223	173	226	95	1	1	2	
0.02867	676	223	173	226	95	1	1	2	
0.02868	674	224	172	226	95	1	1	1	
0.02869	674	224	172	226	95	1	1	1	
0.0287	674	224	172	226	95	1	1	1	
0.02871	674	224	172	226	95	1	1	1	
0.02872	673	225	171	227	95	1	1	1	
0.02873	673	224	171	226	95	1	0	1	
0.02874	674	223	172	225	95	1	0	1	
0.02875	674	223	172	225	95	1	0	1	
0.02876	674	223	172	225	95	1	0	1	
0.02877	674	223	172	225	95	1	0	1	
0.02878	673	225	171	227	95	1	1	1	
0.02879	673	226	171	228	95	1	2	1	
0.0288	673	224	171	226	95	1	0	1	
0.02881	673	224	171	226	95	1	0	1	
0.02882	673	224	171	226	95	1	0	1	
0.02883	673	224	171	226	95	1	0	1	
0.02884	673	224	171	226	95	1	0	1	
0.02885	673	225	171	227	95	1	1	1	
0.02886	672	224	171	225	95	1	0	0	
0.02887	672	224	171	225	95	1	0	0	
0.02888	672	225	171	226	95	1	1	0	
0.02889	672	224	171	225	95	1	0	0	
0.0289	672	225	171	226	95	1	1	0	
0.02891	672	224	171	225	95	1	0	0	
0.02892	672	225	171	226	95	1	1	0	
0.02893	672	224	171	225	95	1	0	0	
0.02894	673	224	171	226	95	1	0	1	
0.02895	673	225	171	227	95	1	1	1	
0.02896	673	224	171	226	95	1	0	1	
0.02897	673	224	171	226	95	1	0	1	
0.02898	673	224	171	226	95	1	0	1	
0.02899	673	224	171	226	95	1	0	1	
0.029	673	224	171	226	95	1	0	1	
0.02901	673	224	171	226	95	1	0	1	
0.02902	673	224	171	226	95	1	0	1	
0.02903	673	225	171	227	95	1	1	1	
0.02904	673	226	171	228	95	1	2	1	
0.02905	673	224	171	226	95	1	0	1	
0.02906	673	224	171	226	95	1	0	1	
0.02907	673	224	171	226	95	1	0	1	
0.02908	673	225	171	227	95	1	1	1	
0.02909	674	223	172	225	95	1	0	1	
0.0291	674	223	172	225	95	1	0	1	
0.02911	674	223	172	225	95	1	0	1	
0.02912	673	223	172	224	95	0	0	1	
0.02913	673	224	172	225	95	0	1	1	
0.02914	672	224	172	224	95	0	1	0	
0.02915	672	223	172	223	95	0	0	0	
0.02916	672	224	172	224	95	0	1	0	
0.02917	672	223	172	223	95	0	0	0	
0.02918	672	223	172	223	95	0	0	0	
0.02919	672	223	172	223	95	0	0	0	
0.0292	672	223	172	223	95	0	0	0	
0.02921	671	225	171	225	95	0	1	0	
0.02922	671	225	171	225	95	0	1	0	
0.02923	671	224	171	224	95	0	0	0	
0.02924	671	224	171	224	95	0	0	0	
0.02925	671	224	171	224	95	0	0	0	
0.02926	671	224	171	224	95	0	0	0	
0.02927	672	225	172	225	95	0	2	0	
0.02928	672	224	172	224	95	0	1	0	
0.02929	672	223	172	223	95	0	0	0	
0.0293	672	223	172	223	95	0	0	0	
0.02931	671	225	171	225	95	0	1	0	
0.02932	672	225	171	226	95	0	1	1	
0.02933	672	224	171	225	95	0	0	1	
0.02934	672	225	171	226	95	0	1	1	
0.02935	672	225	171	226	95	0	1	1	
0.02936	672	224	172	224	95	0	1	0	
0.02937	672	223	172	223	95	0	0	0	
0.02938	672	223	172	223	95	0	0	0	
0.02939	673	223	173	223	95	0	1	0	
0.0294	673	222	173	222	95	0	0	0	
0.02941	673	222	173	222	95	0	0	0	
0.02942	674	221	174	221	95	0	0	0	
0.02943	674	221	174	221	95	0	0	0	
0.02944	674	223	174	223	95	0	2	0	
0.02945	674	222	174	222	95	0	1	0	
0.02946	674	221	174	221	95	0	0	0	
0.02947	674	221	174	221	95	0	0	0	
0.02948	674	221	174	221	95	0	0	0	
0.02949	674	221	174	221	95	0	0	0	
0.0295	674	221	174	221	95	0	0	0	
0.02951	674	221	174	221	95	0	0	0	
0.02952	674	221	174	221	95	0	0	0	
0.02953	674	222	174	222	95	0	1	0	
0.02954	674	222	174	222	95	0	1	0	
0.02955	673	223	173	223	95	0	1	0	
0.02956	674	222	174	222	95	0	1	0	
0.02957	675	221	175	221	95	0	1	0	
0.02958	675	221	175	221	95	0	1	0	
0.02959	675	223	175	223	95	0	3	0	
0.0296	675	221	175	221	95	0	1	0	
0.02961	675	220	175	220	95	0	0	0	
0.02962	675	220	175	220	95	0	0	0	
0.02963	675	221	175	221	95	0	1	0	
0.02964	675	220	175	220	95	0	0	0	
0.02965	675	221	175	221	95	0	1	0	
0.02966	675	220	175	220	95	0	0	0	
0.02967	675	220	175	220	95	0	0	0	
0.02968	675	220	175	220	95	0	0	0	
0.02969	675	220	175	220	95	0	0	0	
0.0297	675	220	175	220	95	0	0	0	
0.02971	675	221	174	222	95	0	0	1	
0.02972	675	221	174	222	95	0	0	1	
0.02973	675	221	175	221	95	0	1	0	
0.02974	675	221	175	221	95	0	1	0	
0.02975	675	221	175	221	95	0	1	0	
0.02976	675	221	175	221	95	0	1	0	
0.02977	675	220	175	220	95	0	0	0	
0.02978	675	220	175	220	95	0	0	0	
0.02979	675	220	175	220	95	0	0	0	
0.0298	675	220	175	220	95	0	0	0	
0.02981	675	220	175	220	95	0	0	0	
0.02982	675	220	175	220	95	0	0	0	
0.02983	675	220	175	220	95	0	0	0	
0.02984	675	221	175	221	95	0	1	0	
0.02985	675	222	175	222	95	0	2	0	
0.02986	675	221	175	221	95	0	1	0	
0.02987	674	223	174	223	95	0	2	0	
0.02988	674	223	174	223	95	0	2	0	
0.02989	674	223	174	223	95	0	2	0	
0.0299	674	222	174	222	95	0	1	0	
0.02991	673	223	173	223	95	0	1	0	
0.02992	673	224	173	224	95	0	2	0	
0.02993	673	223	173	223	95	0	1	0	
0.02994	673	222	173	222	95	0	0	0	
0.02995	674	222	173	223	95	0	0	1	
0.02996	674	223	174	223	95	0	2	0	
0.02997	674	223	174	223	95	0	2	0	
0.02998	674	222	174	222	95	0	1	0	
0.02999	675	222	174	223	95	0	1	1	
0.03	675	222	174	223	95	0	1	1	
0.03001	675	221	174	222	95	0	0	1	
0.03002	675	222	174	223	95	0	1	1	
0.03003	675	222	174	223	95	0	1	1	
0.03004	675	222	174	223	95	0	1	1	
0.03005	675	222	174	223	95	0	1	1	
0.03006	675	223	174	224	95	0	2	1	
0.03007	675	223	174	224	95	0	2	1	
0.03008	675	223	174	224	95	0	2	1	
0.03009	675	222	174	223	95	0	1	1	
0.0301	675	222	174	223	95	0	1	1	
0.03011	675	222	174	223	95	0	1	1	
0.03012	675	222	174	223	95	0	1	1	
0.03013	675	224	174	225	95	0	3	1	
0.03014	675	222	174	223	95	0	1	1	
0.03015	674	222	174	222	95	0	1	0	
0.03016	674	222	174	222	95	0	1	0	
0.03017	674	222	174	222	95	0	1	0	
0.03018	674	221	174	221	95	0	0	0	
0.03019	675	220	175	220	95	0	0	0	
0.0302	676	219	176	219	95	0	0	0	
0.03021	676	220	176	220	95	0	1	0	
0.03022	676	220	176	220	95	0	1	0	
0.03023	676	219	176	219	95	0	0	0	
0.03024	676	219	176	219	95	0	0	0	
0.03025	676	219	176	219	95	0	0	0	
0.03026	676	219	176	219	95	0	0	0	
0.03027	676	219	176	219	95	0	0	0	
0.03028	676	219	176	219	95	0	0	0	
0.03029	676	219	176	219	95	0	0	0	
0.0303	676	219	176	219	95	0	0	0	
0.03031	676	219	176	219	95	0	0	0	
0.03032	676	219	176	219	95	0	0	0	
0.03033	677	219	177	219	95	0	1	0	
0.03034	677	218	177	218	95	0	0	0	
0.03035	676	220	176	220	95	0	1	0	
0.03036	676	219	176	219	95	0	0	0	
0.03037	675	220	175	220	95	0	0	0	
0.03038	675	221	175	221	95	0	1	0	
0.03039	675	222	175	222	95	0	2	0	
0.0304	675	221	175	221	95	0	1	0	
0.03041	675	221	175	221	95	0	1	0	
0.03042	676	220	175	221	95	0	0	1	
0.03043	676	220	175	221	95	0	0	1	
0.03044	675	221	174	222	95	0	0	1	
0.03045	675	222	174	223	95	0	1	1	
0.03046	676	221	175	222	95	0	1	1	
0.03047	676	221	175	222	95	0	1	1	
0.03048	677	220	176	221	95	0	1	1	
0.03049	677	219	176	220	95	0	0	1	
0.0305	677	220	176	221	95	0	1	1	
0.03051	676	223	175	224	95	0	3	1	
0.03052	676	221	175	222	95	0	1	1	
0.03053	676	221	175	222	95	0	1	1	
0.03054	676	221	175	222	95	0	1	1	
0.03055	676	221	175	222	95	0	1	1	
0.03056	676	222	175	223	95	0	2	1	
0.03057	675	222	175	222	95	0	2	0	
0.03058	675	221	175	221	95	0	1	0	
0.03059	675	222	175	222	95	0	2	0	
0.0306	675	220	175	220	95	0	0	0	
0.03061	675	220	175	220	95	0	0	0	
0.03062	675	220	175	220	95	0	0	0	
0.03063	675	221	175	221	95	0	1	0	
0.03064	675	220	175	220	95	0	0	0	
0.03065	675	220	175	220	95	0	0	0	
0.03066	675	221	175	221	95	0	1	0	
0.03067	675	221	175	221	95	0	1	0	
0.03068	676	220	175	221	95	0	0	1	
0.03069	676	222	175	223	95	0	2	1	
0.0307	676	220	175	221	95	0	0	1	
0.03071	676	220	175	221	95	0	0	1	
0.03072	676	220	175	221	95	0	0	1	
0.03073	676	220	175	221	95	0	0	1	
0.03074	675	221	174	222	95	0	0	1	
0.03075	675	221	174	222	95	0	0	1	
0.03076	675	221	174	222	95	0	0	1	
0.03077	675	222	174	223	95	0	1	1	
0.03078	675	222	174	223	95	0	1	1	
0.03079	675	222	174	223	95	0	1	1	
0.0308	675	221	174	222	95	0	0	1	
0.03081	675	221	174	222	95	0	0	1	
0.03082	675	221	174	222	95	0	0	1	
0.03083	676	221	174	223	95	0	0	2	
0.03084	676	222	174	224	96	0	0	2	
0.03085	676	222	174	224	96	0	0	2	
0.03086	676	223	174	225	96	0	1	2	
0.03087	676	223	174	225	96	0	1	2	
0.03088	675	223	174	224	96	0	1	1	
0.03089	676	223	175	224	96	0	2	1	
0.0309	676	223	175	224	96	0	2	1	
0.03091	676	223	175	224	96	0	2	1	
0.03092	676	223	175	224	96	0	2	1	
0.03093	676	222	175	223	96	0	1	1	
0.03094	675	224	174	225	96	0	2	1	
0.03095	675	224	174	225	96	0	2	1	
0.03096	675	223	174	224	96	0	1	1	
0.03097	675	222	174	223	96	0	0	1	
0.03098	675	222	174	223	96	0	0	1	
0.03099	675	222	174	223	96	0	0	1	
0.031	675	222	174	223	96	0	0	1	
0.03101	675	222	174	223	96	0	0	1	
0.03102	675	223	175	223	96	0	2	0	
0.03103	675	222	175	222	96	0	1	0	
0.03104	675	223	175	223	96	0	2	0	
0.03105	675	222	175	222	96	0	1	0	
0.03106	675	221	175	221	96	0	0	0	
0.03107	675	222	175	222	96	0	1	0	
0.03108	675	223	175	223	96	0	2	0	
0.03109	675	223	175	223	96	0	2	0	
0.0311	675	221	175	221	95	0	1	0	
0.03111	675	221	175	221	95	0	1	0	
0.03112	675	222	175	222	95	0	2	0	
0.03113	675	221	175	221	95	0	1	0	
0.03114	675	221	175	221	95	0	1	0	
0.03115	676	219	176	219	95	0	0	0	
