TIME (s) 	MONO:pip2	DIMERS W:pip2	MONO:ap2	DIMERS W:ap2	MONO:trans	DIMERS W:trans	MONO:aak1	DIMERS W:aak1	
0	1000	0	500	0	100	0	100	0	
1e-05	1000	0	500	0	100	0	100	0	
2e-05	1000	0	500	0	100	0	100	0	
3e-05	1000	0	500	0	100	0	100	0	
4e-05	1000	0	500	0	100	0	100	0	
5e-05	1000	0	500	0	100	0	100	0	
6e-05	999	1	499	1	100	0	100	0	
7e-05	999	1	499	1	100	0	100	0	
8e-05	999	0	499	0	100	0	99	0	
9e-05	999	0	499	0	100	0	99	0	
0.0001	998	1	498	1	100	0	99	0	
0.00011	998	1	498	1	100	0	99	0	
0.00012	998	1	498	1	100	0	99	0	
0.00013	998	1	498	1	100	0	99	0	
0.00014	998	0	498	0	100	0	98	0	
0.00015	997	1	497	1	100	0	98	0	
0.00016	996	1	496	1	100	0	97	0	
0.00017	996	1	496	1	100	0	97	0	
0.00018	995	2	495	2	100	0	97	0	
0.00019	995	2	495	2	100	0	97	0	
0.0002	993	3	493	3	100	0	96	0	
0.00021	993	2	493	2	100	0	95	0	
0.00022	992	2	492	2	100	0	94	0	
0.00023	990	3	490	3	100	0	93	0	
0.00024	990	2	490	2	100	0	92	0	
0.00025	989	1	489	1	100	0	90	0	
0.00026	988	2	488	2	100	0	90	0	
0.00027	987	3	487	3	100	0	90	0	
0.00028	987	3	487	3	100	0	90	0	
0.00029	986	5	486	5	100	0	91	0	
0.0003	986	4	486	4	100	0	90	0	
0.00031	987	4	486	5	100	0	90	1	
0.00032	987	4	486	5	100	0	90	1	
0.00033	987	3	486	4	100	0	89	1	
0.00034	986	4	485	5	100	0	89	1	
0.00035	985	4	484	5	100	0	88	1	
0.00036	985	4	484	5	100	0	88	1	
0.00037	985	3	484	4	100	0	87	1	
0.00038	983	4	482	5	100	0	86	1	
0.00039	983	3	482	4	100	0	85	1	
0.0004	983	3	482	4	100	0	85	1	
0.00041	983	3	482	4	100	0	85	1	
0.00042	983	3	482	4	100	0	85	1	
0.00043	983	3	482	4	100	0	85	1	
0.00044	981	5	480	6	100	0	85	1	
0.00045	980	3	479	4	100	0	82	1	
0.00046	979	3	478	4	100	0	81	1	
0.00047	979	2	478	3	100	0	80	1	
0.00048	979	1	478	2	100	0	79	1	
0.00049	978	2	477	3	100	0	79	1	
0.0005	977	2	476	3	100	0	78	1	
0.00051	977	0	476	1	100	0	76	1	
0.00052	977	0	476	1	100	0	76	1	
0.00053	977	0	476	1	100	0	76	1	
0.00054	977	1	476	2	100	0	77	1	
0.00055	977	1	476	2	100	0	77	1	
0.00056	977	1	476	2	100	0	77	1	
0.00057	977	1	476	2	100	0	77	1	
0.00058	977	1	476	2	100	0	77	1	
0.00059	976	2	475	3	100	0	77	1	
0.0006	974	3	473	4	100	0	76	1	
0.00061	974	3	473	4	100	0	76	1	
0.00062	974	3	473	4	100	0	76	1	
0.00063	972	3	471	4	100	0	74	1	
0.00064	972	2	471	3	100	0	73	1	
0.00065	972	2	471	3	100	0	73	1	
0.00066	972	0	471	1	100	0	71	1	
0.00067	972	0	471	1	100	0	71	1	
0.00068	971	2	470	3	100	0	72	1	
0.00069	971	0	470	1	100	0	70	1	
0.0007	971	0	470	1	100	0	70	1	
0.00071	971	0	470	1	100	0	70	1	
0.00072	971	0	470	1	100	0	70	1	
0.00073	970	1	469	2	100	0	70	1	
0.00074	970	1	469	2	100	0	70	1	
0.00075	970	0	469	1	100	0	69	1	
0.00076	970	0	469	1	100	0	69	1	
0.00077	970	0	469	1	100	0	69	1	
0.00078	970	0	469	1	100	0	69	1	
0.00079	969	1	468	2	100	0	69	1	
0.0008	969	2	468	3	100	0	70	1	
0.00081	968	1	467	2	100	0	68	1	
0.00082	968	1	467	2	100	0	68	1	
0.00083	967	3	466	4	100	0	69	1	
0.00084	966	3	465	4	100	0	68	1	
0.00085	965	3	464	4	100	0	67	1	
0.00086	965	3	464	4	100	0	67	1	
0.00087	965	4	464	5	100	0	68	1	
0.00088	965	3	464	4	100	0	67	1	
0.00089	965	2	464	3	100	0	66	1	
0.0009	965	2	464	3	100	0	66	1	
0.00091	965	1	464	2	100	0	65	1	
0.00092	964	2	463	3	100	0	65	1	
0.00093	964	3	463	4	100	0	66	1	
0.00094	964	3	463	4	100	0	66	1	
0.00095	963	4	462	5	100	0	66	1	
0.00096	961	5	461	5	100	0	66	0	
0.00097	961	5	461	5	100	0	66	0	
0.00098	961	5	461	5	100	0	66	0	
0.00099	960	5	460	5	100	0	65	0	
0.001	959	5	459	5	100	0	64	0	
0.00101	959	5	459	5	100	0	64	0	
0.00102	959	4	459	4	100	0	63	0	
0.00103	959	4	459	4	100	0	63	0	
0.00104	959	4	459	4	100	0	63	0	
0.00105	959	3	459	3	100	0	62	0	
0.00106	959	4	459	4	100	0	63	0	
0.00107	959	4	459	4	100	0	63	0	
0.00108	958	5	458	5	100	0	63	0	
0.00109	958	2	458	2	100	0	60	0	
0.0011	957	3	457	3	100	0	60	0	
0.00111	956	3	456	3	100	0	59	0	
0.00112	956	3	456	3	100	0	59	0	
0.00113	956	4	456	4	100	0	60	0	
0.00114	955	5	455	5	100	0	60	0	
0.00115	955	6	455	6	100	0	61	0	
0.00116	955	4	455	4	100	0	59	0	
0.00117	953	5	453	5	100	0	58	0	
0.00118	953	4	453	4	100	0	57	0	
0.00119	952	5	452	5	100	0	57	0	
0.0012	952	6	452	6	100	0	58	0	
0.00121	952	5	452	5	100	0	57	0	
0.00122	952	6	452	6	100	0	58	0	
0.00123	952	3	452	3	100	0	55	0	
0.00124	951	3	451	3	100	0	54	0	
0.00125	951	2	451	2	100	0	53	0	
0.00126	951	2	451	2	100	0	53	0	
0.00127	951	1	451	1	100	0	52	0	
0.00128	950	2	450	2	100	0	52	0	
0.00129	949	3	449	3	100	0	52	0	
0.0013	949	3	449	3	100	0	52	0	
0.00131	949	4	449	4	100	0	53	0	
0.00132	949	4	449	4	100	0	53	0	
0.00133	949	3	449	3	100	0	52	0	
0.00134	949	1	449	1	100	0	50	0	
0.00135	949	2	449	2	100	0	51	0	
0.00136	948	2	448	2	100	0	50	0	
0.00137	948	3	448	3	100	0	51	0	
0.00138	948	3	448	3	100	0	51	0	
0.00139	948	2	448	2	100	0	50	0	
0.0014	948	2	448	2	100	0	50	0	
0.00141	948	2	448	2	100	0	50	0	
0.00142	948	2	448	2	100	0	50	0	
0.00143	948	2	448	2	100	0	50	0	
0.00144	948	3	448	3	100	0	51	0	
0.00145	948	2	448	2	100	0	50	0	
0.00146	948	3	448	3	100	0	51	0	
0.00147	948	1	448	1	100	0	49	0	
0.00148	946	2	446	2	100	0	48	0	
0.00149	946	2	446	2	100	0	48	0	
0.0015	945	1	445	1	100	0	46	0	
0.00151	944	2	444	2	100	0	46	0	
0.00152	944	3	444	3	100	0	47	0	
0.00153	944	2	444	2	100	0	46	0	
0.00154	944	2	444	2	100	0	46	0	
0.00155	944	1	444	1	100	0	45	0	
0.00156	944	2	444	2	100	0	46	0	
0.00157	944	1	444	1	100	0	45	0	
0.00158	943	3	443	3	100	0	46	0	
0.00159	943	3	443	3	100	0	46	0	
0.0016	942	4	442	4	100	0	46	0	
0.00161	942	3	442	3	100	0	45	0	
0.00162	942	3	442	3	100	0	45	0	
0.00163	942	3	442	3	100	0	45	0	
0.00164	942	3	442	3	100	0	45	0	
0.00165	942	2	442	2	100	0	44	0	
0.00166	942	2	442	2	100	0	44	0	
0.00167	942	3	442	3	100	0	45	0	
0.00168	942	4	442	4	100	0	46	0	
0.00169	941	6	441	6	100	0	47	0	
0.0017	940	8	440	8	100	0	48	0	
0.00171	939	9	439	9	100	0	48	0	
0.00172	938	8	438	8	100	0	46	0	
0.00173	938	7	438	7	100	0	45	0	
0.00174	938	8	438	8	100	0	46	0	
0.00175	938	8	438	8	100	0	46	0	
0.00176	939	7	438	8	100	0	45	1	
0.00177	938	6	438	6	100	0	44	0	
0.00178	937	7	437	7	100	0	44	0	
0.00179	937	8	437	8	100	0	45	0	
0.0018	937	9	437	9	100	0	46	0	
0.00181	937	7	437	7	100	0	44	0	
0.00182	937	5	437	5	100	0	42	0	
0.00183	935	8	435	8	100	0	43	0	
0.00184	935	8	435	8	100	0	43	0	
0.00185	935	9	435	9	100	0	44	0	
0.00186	935	9	435	9	100	0	44	0	
0.00187	934	9	434	9	100	0	43	0	
0.00188	934	8	434	8	100	0	42	0	
0.00189	934	9	434	9	100	0	43	0	
0.0019	934	9	434	9	100	0	43	0	
0.00191	933	11	433	11	100	0	44	0	
0.00192	931	12	431	12	100	0	43	0	
0.00193	931	13	431	13	100	0	44	0	
0.00194	931	13	431	13	100	0	44	0	
0.00195	930	13	430	13	100	0	43	0	
0.00196	930	13	430	13	100	0	43	0	
0.00197	930	11	430	11	100	0	41	0	
0.00198	930	10	430	10	100	0	40	0	
0.00199	929	10	429	10	100	0	39	0	
0.002	929	8	429	8	100	0	37	0	
0.00201	929	8	429	8	100	0	37	0	
0.00202	929	8	429	8	100	0	37	0	
0.00203	930	8	429	9	100	0	37	1	
0.00204	930	8	429	9	100	0	37	1	
0.00205	930	6	429	7	100	0	35	1	
0.00206	930	6	429	7	100	0	35	1	
0.00207	929	6	428	7	100	0	34	1	
0.00208	929	5	428	6	100	0	33	1	
0.00209	929	4	428	5	100	0	32	1	
0.0021	928	5	427	6	100	0	32	1	
0.00211	927	6	426	7	100	0	32	1	
0.00212	926	8	425	9	100	0	33	1	
0.00213	925	8	425	8	100	0	33	0	
0.00214	925	8	425	8	100	0	33	0	
0.00215	923	9	423	9	100	0	32	0	
0.00216	923	9	423	9	100	0	32	0	
0.00217	923	9	423	9	100	0	32	0	
0.00218	923	10	423	10	100	0	33	0	
0.00219	923	10	423	10	100	0	33	0	
0.0022	923	9	423	9	100	0	32	0	
0.00221	923	9	423	9	100	0	32	0	
0.00222	923	8	423	8	100	0	31	0	
0.00223	922	11	422	11	100	0	33	0	
0.00224	921	11	421	11	100	0	32	0	
0.00225	920	10	420	10	100	0	30	0	
0.00226	919	10	419	10	100	0	29	0	
0.00227	919	9	419	9	100	0	28	0	
0.00228	918	11	418	11	100	0	29	0	
0.00229	918	11	418	11	100	0	29	0	
0.0023	918	9	418	9	100	0	27	0	
0.00231	918	8	418	8	100	0	26	0	
0.00232	918	8	418	8	100	0	26	0	
0.00233	918	9	418	9	100	0	27	0	
0.00234	917	9	417	9	100	0	26	0	
0.00235	916	10	416	10	100	0	26	0	
0.00236	916	10	416	10	100	0	26	0	
0.00237	916	10	416	10	100	0	26	0	
0.00238	915	10	415	10	100	0	25	0	
0.00239	915	9	415	9	100	0	24	0	
0.0024	915	9	415	9	100	0	24	0	
0.00241	915	9	415	9	100	0	24	0	
0.00242	914	8	414	8	100	0	22	0	
0.00243	913	9	413	9	100	0	22	0	
0.00244	913	9	413	9	100	0	22	0	
0.00245	913	10	413	10	100	0	23	0	
0.00246	913	9	413	9	100	0	22	0	
0.00247	912	10	412	10	100	0	22	0	
0.00248	912	10	412	10	100	0	22	0	
0.00249	912	10	412	10	100	0	22	0	
0.0025	911	11	411	11	100	0	22	0	
0.00251	911	11	411	11	100	0	22	0	
0.00252	911	12	411	12	100	0	23	0	
0.00253	911	11	411	11	100	0	22	0	
0.00254	911	12	411	12	100	0	23	0	
0.00255	911	12	411	12	100	0	23	0	
0.00256	911	12	411	12	100	0	23	0	
0.00257	910	13	410	13	100	0	23	0	
0.00258	910	12	410	12	100	0	22	0	
0.00259	910	10	410	10	100	0	20	0	
0.0026	910	11	410	11	100	0	21	0	
0.00261	910	11	410	11	100	0	21	0	
0.00262	909	13	409	13	100	0	22	0	
0.00263	909	13	409	13	100	0	22	0	
0.00264	909	13	409	13	100	0	22	0	
0.00265	909	11	409	11	100	0	20	0	
0.00266	909	11	409	11	100	0	20	0	
0.00267	909	11	409	11	100	0	20	0	
0.00268	909	12	409	12	100	0	21	0	
0.00269	908	13	408	13	100	0	21	0	
0.0027	908	12	408	12	100	0	20	0	
0.00271	907	13	407	13	100	0	20	0	
0.00272	906	14	406	14	100	0	20	0	
0.00273	906	14	406	14	100	0	20	0	
0.00274	906	13	406	13	100	0	19	0	
0.00275	906	13	406	13	100	0	19	0	
0.00276	906	13	406	13	100	0	19	0	
0.00277	906	15	406	15	100	0	21	0	
0.00278	906	14	406	14	100	0	20	0	
0.00279	906	14	406	14	100	0	20	0	
0.0028	904	15	404	15	100	0	19	0	
0.00281	904	15	404	15	100	0	19	0	
0.00282	904	13	404	13	100	0	17	0	
0.00283	904	14	404	14	100	0	18	0	
0.00284	904	13	404	13	100	0	17	0	
0.00285	904	13	404	13	100	0	17	0	
0.00286	904	14	404	14	100	0	18	0	
0.00287	904	13	404	13	100	0	17	0	
0.00288	903	14	403	14	100	0	17	0	
0.00289	902	14	402	14	100	0	16	0	
0.0029	902	13	402	13	100	0	15	0	
0.00291	902	12	402	12	100	0	14	0	
0.00292	901	12	401	12	100	0	13	0	
0.00293	901	12	401	12	100	0	13	0	
0.00294	901	12	401	12	100	0	13	0	
0.00295	900	11	400	11	100	0	11	0	
0.00296	899	13	399	13	100	0	12	0	
0.00297	899	13	399	13	100	0	12	0	
0.00298	897	15	397	15	100	0	12	0	
0.00299	897	16	397	16	100	0	13	0	
0.003	897	16	397	16	100	0	13	0	
0.00301	896	15	396	15	100	0	11	0	
0.00302	896	15	396	15	100	0	11	0	
0.00303	896	14	396	14	100	0	10	0	
0.00304	897	15	396	16	100	0	11	1	
0.00305	897	15	396	16	100	0	11	1	
0.00306	897	15	396	16	100	0	11	1	
0.00307	896	17	395	18	100	0	12	1	
0.00308	895	18	394	19	100	0	12	1	
0.00309	895	19	394	20	100	0	13	1	
0.0031	895	19	394	20	100	0	13	1	
0.00311	895	19	394	20	100	0	13	1	
0.00312	895	21	394	22	100	0	15	1	
0.00313	895	21	394	22	100	0	15	1	
0.00314	895	20	394	21	100	0	14	1	
0.00315	895	19	394	20	100	0	13	1	
0.00316	895	18	394	19	100	0	12	1	
0.00317	895	18	394	19	100	0	12	1	
0.00318	893	19	393	19	100	0	12	0	
0.00319	893	19	393	19	100	0	12	0	
0.0032	893	19	393	19	100	0	12	0	
0.00321	893	20	393	20	100	0	13	0	
0.00322	893	18	393	18	100	0	11	0	
0.00323	893	17	393	17	100	0	10	0	
0.00324	893	18	393	18	100	0	11	0	
0.00325	893	17	393	17	100	0	10	0	
0.00326	893	18	393	18	100	0	11	0	
0.00327	893	20	393	20	100	0	13	0	
0.00328	893	19	393	19	100	0	12	0	
0.00329	893	19	393	19	100	0	12	0	
0.0033	893	18	393	18	100	0	11	0	
0.00331	893	17	393	17	100	0	10	0	
0.00332	893	17	393	17	100	0	10	0	
0.00333	893	18	393	18	100	0	11	0	
0.00334	890	20	390	20	100	0	10	0	
0.00335	890	20	390	20	100	0	10	0	
0.00336	890	18	390	18	100	0	8	0	
0.00337	890	20	390	20	100	0	10	0	
0.00338	891	17	390	18	100	0	7	1	
0.00339	890	19	390	19	100	0	9	0	
0.0034	890	19	390	19	100	0	9	0	
0.00341	890	20	390	20	100	0	10	0	
0.00342	890	19	390	19	100	0	9	0	
0.00343	889	21	389	21	100	0	10	0	
0.00344	889	20	389	20	100	0	9	0	
0.00345	889	20	389	20	100	0	9	0	
0.00346	889	20	389	20	100	0	9	0	
0.00347	890	20	389	21	100	0	9	1	
0.00348	890	19	389	20	100	0	8	1	
0.00349	890	18	389	19	100	0	7	1	
0.0035	888	20	388	20	100	0	8	0	
0.00351	888	20	388	20	100	0	8	0	
0.00352	888	20	388	20	100	0	8	0	
0.00353	887	20	387	20	100	0	7	0	
0.00354	887	20	387	20	100	0	7	0	
0.00355	886	22	386	22	100	0	8	0	
0.00356	886	21	386	21	100	0	7	0	
0.00357	886	22	386	22	100	0	8	0	
0.00358	885	26	385	26	100	0	11	0	
0.00359	885	23	385	23	100	0	8	0	
0.0036	884	24	384	24	100	0	8	0	
0.00361	883	26	383	26	100	0	9	0	
0.00362	883	26	383	26	100	0	9	0	
0.00363	883	26	383	26	100	0	9	0	
0.00364	882	26	382	26	100	0	8	0	
0.00365	881	28	381	28	100	0	9	0	
0.00366	881	28	381	28	100	0	9	0	
0.00367	881	26	381	26	100	0	7	0	
0.00368	881	27	381	27	100	0	8	0	
0.00369	881	26	381	26	100	0	7	0	
0.0037	881	25	381	25	100	0	6	0	
0.00371	880	26	380	26	100	0	6	0	
0.00372	880	26	380	26	100	0	6	0	
0.00373	880	25	380	25	100	0	5	0	
0.00374	880	26	380	26	100	0	6	0	
0.00375	879	27	379	27	100	0	6	0	
0.00376	879	27	379	27	100	0	6	0	
0.00377	878	29	378	29	100	0	7	0	
0.00378	878	28	378	28	100	0	6	0	
0.00379	878	28	378	28	100	0	6	0	
0.0038	877	29	377	29	100	0	6	0	
0.00381	877	28	377	28	100	0	5	0	
0.00382	877	29	377	29	100	0	6	0	
0.00383	876	30	376	30	100	0	6	0	
0.00384	875	30	375	30	100	0	5	0	
0.00385	875	31	375	31	100	0	6	0	
0.00386	875	30	375	30	100	0	5	0	
0.00387	875	30	375	30	100	0	5	0	
0.00388	875	30	375	30	100	0	5	0	
0.00389	875	30	375	30	100	0	5	0	
0.0039	875	29	375	29	100	0	4	0	
0.00391	874	31	374	31	100	0	5	0	
0.00392	874	30	374	30	100	0	4	0	
0.00393	874	32	374	32	100	0	6	0	
0.00394	874	32	374	32	100	0	6	0	
0.00395	874	35	374	35	100	0	9	0	
0.00396	873	36	373	36	100	0	9	0	
0.00397	873	34	373	34	100	0	7	0	
0.00398	873	39	373	39	100	0	12	0	
0.00399	873	34	373	34	100	0	7	0	
0.004	873	36	373	36	100	0	9	0	
0.00401	873	36	373	36	100	0	9	0	
0.00402	872	36	372	36	100	0	8	0	
0.00403	871	37	371	37	100	0	8	0	
0.00404	871	38	371	38	100	0	9	0	
0.00405	871	38	371	38	100	0	9	0	
0.00406	871	37	371	37	100	0	8	0	
0.00407	869	38	369	38	100	0	7	0	
0.00408	868	40	368	40	100	0	8	0	
0.00409	868	40	368	40	100	0	8	0	
0.0041	868	39	368	39	100	0	7	0	
0.00411	868	37	368	37	100	0	5	0	
0.00412	868	37	368	37	100	0	5	0	
0.00413	868	38	368	38	100	0	6	0	
0.00414	868	38	368	38	100	0	6	0	
0.00415	868	36	368	36	100	0	4	0	
0.00416	867	36	367	36	100	0	3	0	
0.00417	866	37	366	37	100	0	3	0	
0.00418	866	37	366	37	100	0	3	0	
0.00419	866	37	366	37	100	0	3	0	
0.0042	865	38	365	38	100	0	3	0	
0.00421	865	38	365	38	100	0	3	0	
0.00422	865	39	365	39	100	0	4	0	
0.00423	865	40	365	40	100	0	5	0	
0.00424	865	41	365	41	100	0	6	0	
0.00425	865	41	365	41	100	0	6	0	
0.00426	865	42	365	42	100	0	7	0	
0.00427	864	41	364	41	100	0	5	0	
0.00428	864	38	364	38	100	0	2	0	
0.00429	864	38	364	38	100	0	2	0	
0.0043	863	40	363	40	100	0	3	0	
0.00431	863	41	363	41	100	0	4	0	
0.00432	863	40	363	40	100	0	3	0	
0.00433	863	39	363	39	100	0	2	0	
0.00434	862	40	362	40	100	0	2	0	
0.00435	862	40	362	40	100	0	2	0	
0.00436	862	41	362	41	100	0	3	0	
0.00437	861	41	361	41	100	0	2	0	
0.00438	862	40	361	41	100	0	1	1	
0.00439	861	41	360	42	100	0	1	1	
0.0044	861	41	360	42	100	0	1	1	
0.00441	861	41	360	42	100	0	1	1	
0.00442	861	42	360	43	100	0	2	1	
0.00443	861	42	360	43	100	0	2	1	
0.00444	861	41	360	42	100	0	1	1	
0.00445	861	42	360	43	100	0	2	1	
0.00446	861	43	360	44	100	0	3	1	
0.00447	861	44	360	45	100	0	4	1	
0.00448	861	43	360	44	100	0	3	1	
0.00449	861	43	360	44	100	0	3	1	
0.0045	861	44	360	45	100	0	4	1	
0.00451	861	45	360	46	100	0	5	1	
0.00452	860	47	359	48	100	0	6	1	
0.00453	860	47	359	48	100	0	6	1	
0.00454	859	48	358	49	100	0	6	1	
0.00455	859	48	358	49	100	0	6	1	
0.00456	859	50	358	51	100	0	8	1	
0.00457	859	49	358	50	100	0	7	1	
0.00458	858	50	357	51	100	0	7	1	
0.00459	858	50	357	51	100	0	7	1	
0.0046	856	51	355	52	100	0	6	1	
0.00461	855	51	354	52	100	0	5	1	
0.00462	855	51	354	52	100	0	5	1	
0.00463	855	50	354	51	100	0	4	1	
0.00464	855	50	354	51	100	0	4	1	
0.00465	855	50	354	51	100	0	4	1	
0.00466	855	51	354	52	100	0	5	1	
0.00467	854	52	353	53	100	0	5	1	
0.00468	854	53	353	54	100	0	6	1	
0.00469	854	52	353	53	100	0	5	1	
0.0047	854	52	353	53	100	0	5	1	
0.00471	854	52	353	53	100	0	5	1	
0.00472	854	49	353	50	100	0	2	1	
0.00473	854	49	353	50	100	0	2	1	
0.00474	853	49	352	50	100	0	1	1	
0.00475	853	48	352	49	100	0	0	1	
0.00476	853	49	352	50	100	0	1	1	
0.00477	853	51	352	52	100	0	3	1	
0.00478	853	51	352	52	100	0	3	1	
0.00479	853	50	352	51	100	0	2	1	
0.0048	853	51	352	52	100	0	3	1	
0.00481	853	51	352	52	100	0	3	1	
0.00482	852	50	352	50	100	0	2	0	
0.00483	852	49	352	49	100	0	1	0	
0.00484	851	50	351	50	100	0	1	0	
0.00485	851	50	351	50	100	0	1	0	
0.00486	851	51	351	51	100	0	2	0	
0.00487	851	49	351	49	100	0	0	0	
0.00488	851	50	351	50	100	0	1	0	
0.00489	851	51	351	51	100	0	2	0	
0.0049	850	51	350	51	100	0	1	0	
0.00491	850	52	350	52	100	0	2	0	
0.00492	851	51	350	52	99	0	2	1	
0.00493	851	50	350	51	99	0	1	1	
0.00494	851	52	350	53	99	0	3	1	
0.00495	851	53	350	54	99	0	4	1	
0.00496	850	53	349	54	99	0	3	1	
0.00497	850	53	349	54	99	0	3	1	
0.00498	850	54	349	55	99	0	4	1	
0.00499	850	52	349	53	99	0	2	1	
0.005	849	52	349	52	99	0	2	0	
0.00501	849	52	349	52	99	0	2	0	
0.00502	848	54	348	54	99	0	3	0	
0.00503	848	54	348	54	99	0	3	0	
0.00504	848	54	348	54	99	0	3	0	
0.00505	848	56	348	56	99	0	5	0	
0.00506	848	54	348	54	99	0	3	0	
0.00507	848	53	348	53	99	0	2	0	
0.00508	848	53	348	53	99	0	2	0	
0.00509	848	54	348	54	99	0	3	0	
0.0051	848	54	348	54	99	0	3	0	
0.00511	848	55	348	55	99	0	4	0	
0.00512	848	56	348	56	99	0	5	0	
0.00513	847	56	347	56	99	0	4	0	
0.00514	847	55	347	55	99	0	3	0	
0.00515	846	57	346	57	99	0	4	0	
0.00516	846	58	346	58	99	0	5	0	
0.00517	845	60	345	60	99	0	6	0	
0.00518	845	58	345	58	99	0	4	0	
0.00519	845	59	345	59	99	0	5	0	
0.0052	845	60	345	60	99	0	6	0	
0.00521	845	60	345	60	99	0	6	0	
0.00522	845	60	345	60	99	0	6	0	
0.00523	845	58	345	58	99	0	4	0	
0.00524	845	58	345	58	99	0	4	0	
0.00525	845	58	345	58	99	0	4	0	
0.00526	845	59	345	59	99	0	5	0	
0.00527	845	59	345	59	99	0	5	0	
0.00528	845	59	345	59	99	0	5	0	
0.00529	845	59	345	59	99	0	5	0	
0.0053	845	58	345	58	99	0	4	0	
0.00531	845	58	345	58	99	0	4	0	
0.00532	845	58	345	58	99	0	4	0	
0.00533	845	56	345	56	99	0	2	0	
0.00534	844	58	344	58	99	0	3	0	
0.00535	844	58	344	58	99	0	3	0	
0.00536	844	58	344	58	99	0	3	0	
0.00537	844	58	344	58	99	0	3	0	
0.00538	844	57	344	57	99	0	2	0	
0.00539	844	58	343	59	99	0	2	1	
0.0054	843	60	342	61	99	0	3	1	
0.00541	843	59	342	60	99	0	2	1	
0.00542	843	59	342	60	99	0	2	1	
0.00543	843	58	342	59	99	0	1	1	
0.00544	843	58	342	59	99	0	1	1	
0.00545	842	59	341	60	99	0	1	1	
0.00546	842	59	341	60	99	0	1	1	
0.00547	842	59	341	60	99	0	1	1	
0.00548	842	59	341	60	99	0	1	1	
0.00549	842	59	341	60	99	0	1	1	
0.0055	842	60	341	61	99	0	2	1	
0.00551	841	62	340	63	99	0	3	1	
0.00552	840	62	339	63	99	0	2	1	
0.00553	840	63	339	64	99	0	3	1	
0.00554	840	63	339	64	99	0	3	1	
0.00555	840	62	339	63	99	0	2	1	
0.00556	840	61	339	62	99	0	1	1	
0.00557	840	61	339	62	99	0	1	1	
0.00558	839	63	338	64	99	0	2	1	
0.00559	839	64	338	65	99	0	3	1	
0.0056	839	65	338	66	99	0	4	1	
0.00561	839	64	338	65	99	0	3	1	
0.00562	838	67	337	68	99	0	5	1	
0.00563	838	66	337	67	99	0	4	1	
0.00564	838	66	337	67	99	0	4	1	
0.00565	838	66	337	67	99	0	4	1	
0.00566	838	66	337	67	99	0	4	1	
0.00567	838	65	337	66	99	0	3	1	
0.00568	838	66	337	67	99	0	4	1	
0.00569	838	66	337	67	99	0	4	1	
0.0057	837	65	337	65	99	0	3	0	
0.00571	837	66	337	66	99	0	4	0	
0.00572	837	65	337	65	99	0	3	0	
0.00573	837	66	337	66	99	0	4	0	
0.00574	836	67	336	67	99	0	4	0	
0.00575	836	66	336	66	99	0	3	0	
0.00576	835	67	335	67	99	0	3	0	
0.00577	835	67	335	67	99	0	3	0	
0.00578	835	68	334	69	99	0	3	1	
0.00579	834	68	333	69	99	0	2	1	
0.0058	834	67	333	68	99	0	1	1	
0.00581	835	66	334	67	99	0	1	1	
0.00582	835	67	334	68	99	0	2	1	
0.00583	835	67	334	68	99	0	2	1	
0.00584	835	67	334	68	99	0	2	1	
0.00585	835	67	334	68	99	0	2	1	
0.00586	835	68	334	69	99	0	3	1	
0.00587	834	69	333	70	99	0	3	1	
0.00588	834	67	334	67	99	0	2	0	
0.00589	834	67	334	67	99	0	2	0	
0.0059	835	66	335	66	99	0	2	0	
0.00591	835	67	335	67	99	0	3	0	
0.00592	836	66	336	66	99	0	3	0	
0.00593	836	67	336	67	99	0	4	0	
0.00594	836	66	336	66	99	0	3	0	
0.00595	836	66	336	66	99	0	3	0	
0.00596	836	65	336	65	99	0	2	0	
0.00597	836	64	336	64	99	0	1	0	
0.00598	836	66	336	66	99	0	3	0	
0.00599	836	66	336	66	99	0	3	0	
0.006	836	66	336	66	99	0	3	0	
0.00601	835	65	335	65	99	0	1	0	
0.00602	835	65	335	65	99	0	1	0	
0.00603	835	65	335	65	99	0	1	0	
0.00604	835	65	335	65	99	0	1	0	
0.00605	835	64	335	64	99	0	0	0	
0.00606	835	64	335	64	99	0	0	0	
0.00607	835	65	335	65	99	0	1	0	
0.00608	834	66	334	66	99	0	1	0	
0.00609	834	66	334	66	99	0	1	0	
0.0061	835	65	334	66	99	0	0	1	
0.00611	835	65	334	66	99	0	0	1	
0.00612	835	65	334	66	99	0	0	1	
0.00613	835	66	334	67	99	0	1	1	
0.00614	834	67	334	67	99	0	2	0	
0.00615	833	67	333	67	99	0	1	0	
0.00616	833	67	333	67	99	0	1	0	
0.00617	833	67	333	67	99	0	1	0	
0.00618	832	68	332	68	99	0	1	0	
0.00619	831	69	331	69	99	0	1	0	
0.0062	831	69	331	69	99	0	1	0	
0.00621	831	69	331	69	99	0	1	0	
0.00622	831	71	331	71	99	0	3	0	
0.00623	831	71	331	71	99	0	3	0	
0.00624	831	69	331	69	99	0	1	0	
0.00625	831	69	331	69	99	0	1	0	
0.00626	831	70	331	70	99	0	2	0	
0.00627	832	68	331	69	99	0	0	1	
0.00628	832	69	331	70	99	0	1	1	
0.00629	833	67	332	68	99	0	0	1	
0.0063	833	68	332	69	99	0	1	1	
0.00631	833	69	332	70	99	0	2	1	
