TIME(s)	'pip2,ap2'	'ap2,trans'	'ap2,cd4'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0	0	0	0	0	0	0	0	0	0	0	0
1e-05	0	0	0	0	0	0	0	0	0	0	0
2e-05	1	0	0	0	0	0	0	0	0	0	1
3e-05	2	0	0	0	0	0	0	0	0	0	2
4e-05	2	0	0	0	0	0	0	0	0	0	2
5e-05	5	0	0	0	0	0	0	0	0	0	5
6e-05	5	0	0	0	0	0	0	0	0	0	5
7e-05	6	0	0	0	0	0	0	0	0	0	6
8e-05	8	0	0	0	0	0	0	0	0	0	8
9e-05	10	0	0	0	0	0	0	0	0	0	10
0.0001	10	0	0	0	0	0	0	0	0	0	10
0.00011	10	0	0	0	0	0	0	0	0	0	10
0.00012	11	1	0	0	0	0	0	0	0	0	12
0.00013	12	1	0	0	0	0	0	0	0	0	13
0.00014	12	1	0	0	0	0	0	0	0	0	13
0.00015	12	2	0	0	0	0	0	0	0	0	14
0.00016	12	2	0	0	0	0	0	0	0	0	14
0.00017	12	3	0	0	0	0	0	0	0	0	15
0.00018	13	3	0	0	0	0	0	0	0	0	16
0.00019	15	3	0	0	0	0	0	0	0	0	18
0.0002	15	3	0	0	0	0	0	0	0	0	18
0.00021	15	4	0	0	0	0	0	0	0	0	19
0.00022	15	4	0	0	0	0	0	0	0	0	19
0.00023	16	4	0	0	0	0	0	0	0	0	20
0.00024	17	5	0	0	0	0	0	0	0	0	22
0.00025	17	5	0	0	0	0	0	0	0	0	22
0.00026	17	5	0	0	0	0	0	0	0	0	22
0.00027	17	5	0	0	0	0	0	0	0	0	22
0.00028	17	5	0	0	0	0	0	0	0	0	22
0.00029	17	6	0	0	0	0	0	0	0	0	23
0.0003	17	6	1	0	0	0	0	0	0	0	24
0.00031	18	6	1	0	0	0	0	0	0	0	25
0.00032	18	6	1	0	0	0	0	0	0	0	25
0.00033	18	6	1	0	0	0	0	0	0	0	25
0.00034	18	6	1	0	0	0	0	0	0	0	25
0.00035	20	6	1	0	0	0	0	0	0	0	27
0.00036	22	6	1	0	0	0	0	0	0	0	29
0.00037	22	6	1	0	0	0	0	0	0	0	29
0.00038	22	6	1	0	0	0	0	0	0	0	29
0.00039	22	7	1	0	0	0	0	0	0	0	30
0.0004	22	7	1	0	0	0	0	0	0	0	30
0.00041	23	8	1	0	0	0	0	0	0	0	32
0.00042	24	8	1	0	0	0	0	0	0	0	33
0.00043	25	9	1	0	0	0	0	0	0	0	35
0.00044	25	9	1	0	0	0	0	0	0	0	35
0.00045	25	9	1	0	0	0	0	0	0	0	35
0.00046	25	10	1	0	0	0	0	0	0	0	36
0.00047	25	10	1	0	0	0	0	0	0	0	36
0.00048	25	10	2	0	0	0	0	0	0	0	37
0.00049	25	10	2	0	0	0	0	0	0	0	37
0.0005	25	10	2	0	0	0	0	0	0	0	37
0.00051	26	10	2	0	0	0	0	0	0	0	38
0.00052	26	10	2	0	0	0	0	0	0	0	38
0.00053	26	10	2	0	0	0	0	0	0	0	38
0.00054	26	10	2	0	0	0	0	0	0	0	38
0.00055	27	10	2	0	0	0	0	0	0	0	39
0.00056	27	10	2	0	0	0	0	0	0	0	39
0.00057	27	11	2	0	0	0	0	0	0	0	40
0.00058	29	11	2	0	0	0	0	0	0	0	42
0.00059	29	11	2	0	0	0	0	0	0	0	42
0.0006	29	11	2	0	0	0	0	0	0	0	42
0.00061	29	11	2	0	0	0	0	0	0	0	42
0.00062	29	11	2	0	0	0	0	0	0	0	42
0.00063	30	11	2	0	0	0	0	0	0	0	43
0.00064	30	11	2	0	0	0	0	0	0	0	43
0.00065	30	11	2	0	0	0	0	0	0	0	43
0.00066	30	11	2	0	0	0	0	0	0	0	43
0.00067	30	11	2	0	0	0	0	0	0	0	43
0.00068	30	11	2	0	0	0	0	0	0	0	43
0.00069	30	11	2	0	0	0	0	0	0	0	43
0.0007	30	12	2	0	0	0	0	0	0	0	44
0.00071	31	12	2	0	0	0	0	0	0	0	45
0.00072	31	12	2	0	0	0	0	0	0	0	45
0.00073	32	12	2	0	0	0	0	0	0	0	46
0.00074	32	12	2	0	0	0	0	0	0	0	46
0.00075	32	13	2	0	0	0	0	0	0	0	47
0.00076	33	13	2	0	0	0	0	0	0	0	48
0.00077	33	13	2	0	0	0	0	0	0	0	48
0.00078	34	13	2	0	0	0	0	0	0	0	49
0.00079	34	13	2	0	0	0	0	0	0	0	49
0.0008	35	14	2	0	0	0	0	0	0	0	51
0.00081	35	14	2	0	0	0	0	0	0	0	51
0.00082	35	14	2	0	0	0	0	0	0	0	51
0.00083	35	14	2	0	0	0	0	0	0	0	51
0.00084	36	14	2	0	0	0	0	0	0	0	52
0.00085	36	15	2	0	0	0	0	0	0	0	53
0.00086	36	15	2	0	0	0	0	0	0	0	53
0.00087	36	15	2	0	0	0	0	0	0	0	53
0.00088	37	15	2	0	0	0	0	0	0	0	54
0.00089	37	15	2	0	0	0	0	0	0	0	54
0.0009	37	15	2	0	0	0	0	0	0	0	54
0.00091	38	15	2	0	0	0	0	0	0	0	55
0.00092	38	15	2	0	0	0	0	0	0	0	55
0.00093	38	15	2	0	0	0	0	0	0	0	55
0.00094	39	15	2	0	0	0	0	0	0	0	56
0.00095	39	15	2	0	0	0	0	0	0	0	56
0.00096	38	15	2	0	0	0	0	0	0	0	56
0.00097	38	15	2	0	0	0	0	0	0	0	56
0.00098	39	15	2	0	0	0	0	0	0	0	57
0.00099	39	15	2	0	0	0	0	0	0	0	57
0.001	39	15	2	0	0	0	0	0	0	0	57
0.00101	39	15	2	0	0	0	0	0	0	0	57
0.00102	40	16	2	0	0	0	0	0	0	0	59
0.00103	40	16	2	0	0	0	0	0	0	0	59
0.00104	40	16	2	0	0	0	0	0	0	0	59
0.00105	41	16	2	0	0	0	0	0	0	0	60
0.00106	41	16	2	0	0	0	0	0	0	0	60
0.00107	41	17	2	0	0	0	0	0	0	0	61
0.00108	41	17	2	0	0	0	0	0	0	0	61
0.00109	41	18	2	0	0	0	0	0	0	0	62
0.0011	41	18	2	0	0	0	0	0	0	0	62
0.00111	42	18	2	0	0	0	0	0	0	0	63
0.00112	42	18	2	0	0	0	0	0	0	0	63
0.00113	42	18	2	0	0	0	0	0	0	0	63
0.00114	41	18	2	0	0	0	0	0	0	0	63
0.00115	41	18	2	0	0	0	0	0	0	0	63
0.00116	41	18	2	0	0	0	0	0	0	0	63
0.00117	42	18	2	0	0	0	0	0	0	0	64
0.00118	42	18	2	0	0	0	0	0	0	0	64
0.00119	42	18	2	0	0	0	0	0	0	0	64
0.0012	42	18	2	0	0	0	0	0	0	0	64
0.00121	42	18	2	0	0	0	0	0	0	0	64
0.00122	42	18	2	0	0	0	0	0	0	0	64
0.00123	42	18	2	0	0	0	0	0	0	0	64
0.00124	43	18	2	0	0	0	0	0	0	0	65
0.00125	43	18	2	0	0	0	0	0	0	0	65
0.00126	44	19	3	0	0	0	0	0	0	0	68
0.00127	44	19	3	0	0	0	0	0	0	0	68
0.00128	44	19	3	0	0	0	0	0	0	0	68
0.00129	44	19	3	0	0	0	0	0	0	0	68
0.0013	45	20	3	0	0	0	0	0	0	0	70
0.00131	45	21	3	0	0	0	0	0	0	0	71
0.00132	45	22	3	0	0	0	0	0	0	0	72
0.00133	45	22	3	0	0	0	0	0	0	0	72
0.00134	46	22	3	0	0	0	0	0	0	0	73
0.00135	46	22	3	0	0	0	0	0	0	0	73
0.00136	47	22	3	0	0	0	0	0	0	0	74
0.00137	48	22	3	0	0	0	0	0	0	0	75
0.00138	50	22	3	0	0	0	0	0	0	0	77
0.00139	51	23	3	0	0	0	0	0	0	0	79
0.0014	51	23	3	0	0	0	0	0	0	0	79
0.00141	51	23	3	0	0	0	0	0	0	0	79
0.00142	51	23	3	0	0	0	0	0	0	0	79
0.00143	51	23	3	0	0	0	0	0	0	0	79
0.00144	51	23	3	0	0	0	0	0	0	0	79
0.00145	51	23	3	0	0	0	0	0	0	0	79
0.00146	51	23	3	0	0	0	0	0	0	0	79
0.00147	51	23	3	0	0	0	0	0	0	0	79
0.00148	52	23	3	0	0	0	0	0	0	0	80
0.00149	53	23	3	0	0	0	0	0	0	0	81
0.0015	54	24	3	0	0	0	0	0	0	0	83
0.00151	54	24	3	0	0	0	0	0	0	0	83
0.00152	55	24	3	0	0	0	0	0	0	0	84
0.00153	55	24	3	0	0	0	0	0	0	0	84
0.00154	57	24	3	0	0	0	0	0	0	0	86
0.00155	57	24	3	0	0	0	0	0	0	0	86
0.00156	58	24	3	0	0	0	0	0	0	0	87
0.00157	59	24	3	0	0	0	0	0	0	0	88
0.00158	59	24	4	0	0	0	0	0	0	0	89
0.00159	60	24	4	0	0	0	0	0	0	0	90
0.0016	60	25	4	0	0	0	0	0	0	0	91
0.00161	60	25	4	0	0	0	0	0	0	0	91
0.00162	59	25	4	0	0	0	0	0	0	0	91
0.00163	59	25	4	0	0	0	0	0	0	0	91
0.00164	59	26	4	0	0	0	0	0	0	0	92
0.00165	60	26	4	0	0	0	0	0	0	0	93
0.00166	61	26	4	0	0	0	0	0	0	0	94
0.00167	61	27	4	0	0	0	0	0	0	0	95
0.00168	61	27	4	0	0	0	0	0	0	0	95
0.00169	61	27	4	0	0	0	0	0	0	0	95
0.0017	62	27	4	0	0	0	0	0	0	0	96
0.00171	62	27	4	0	0	0	0	0	0	0	96
0.00172	63	27	4	0	0	0	0	0	0	0	97
0.00173	63	27	4	0	0	0	0	0	0	0	97
0.00174	63	27	4	0	0	0	0	0	0	0	97
0.00175	63	28	4	0	0	0	0	0	0	0	98
0.00176	63	28	4	0	0	0	0	0	0	0	98
0.00177	63	28	4	0	0	0	0	0	0	0	98
0.00178	63	28	4	0	0	0	0	0	0	0	98
0.00179	63	28	4	0	0	0	0	0	0	0	98
0.0018	64	29	5	0	0	0	0	0	0	0	101
0.00181	63	29	5	0	0	0	0	0	0	0	101
0.00182	63	29	5	0	0	0	0	0	0	0	101
0.00183	63	29	5	0	0	0	0	0	0	0	101
0.00184	64	29	5	0	0	0	0	0	0	0	102
0.00185	64	30	6	0	0	0	0	0	0	0	104
0.00186	65	30	6	0	0	0	0	0	0	0	105
0.00187	65	30	6	0	0	0	0	0	0	0	105
0.00188	65	30	6	0	0	0	0	0	0	0	105
0.00189	66	30	6	0	0	0	0	0	0	0	106
0.0019	68	30	6	0	0	0	0	0	0	0	108
0.00191	70	30	6	0	0	0	0	0	0	0	110
0.00192	70	30	6	0	0	0	0	0	0	0	110
0.00193	71	30	6	0	0	0	0	0	0	0	111
0.00194	71	30	6	0	0	0	0	0	0	0	111
0.00195	72	30	6	0	0	0	0	0	0	0	112
0.00196	72	31	6	0	0	0	0	0	0	0	113
0.00197	72	31	6	0	0	0	0	0	0	0	113
0.00198	72	32	6	0	0	0	0	0	0	0	114
0.00199	74	33	6	0	0	0	0	0	0	0	117
0.002	74	33	5	0	0	0	0	0	0	0	117
0.00201	74	33	6	0	0	0	0	0	0	0	118
0.00202	74	33	6	0	0	0	0	0	0	0	118
0.00203	74	33	6	0	0	0	0	0	0	0	118
0.00204	74	33	6	0	0	0	0	0	0	0	118
0.00205	75	33	6	0	0	0	0	0	0	0	119
0.00206	75	33	6	0	0	0	0	0	0	0	119
0.00207	75	33	6	0	0	0	0	0	0	0	119
0.00208	75	33	6	0	0	0	0	0	0	0	119
0.00209	75	32	7	0	0	0	0	0	0	0	120
0.0021	75	32	7	0	0	0	0	0	0	0	120
0.00211	75	32	7	0	0	0	0	0	0	0	120
0.00212	75	32	7	0	0	0	0	0	0	0	120
0.00213	75	32	7	0	0	0	0	0	0	0	120
0.00214	75	32	7	0	0	0	0	0	0	0	120
0.00215	75	33	7	0	0	0	0	0	0	0	121
0.00216	75	33	7	0	0	0	0	0	0	0	121
0.00217	76	33	7	0	0	0	0	0	0	0	122
0.00218	76	33	7	0	0	0	0	0	0	0	122
0.00219	76	33	7	0	0	0	0	0	0	0	122
0.0022	76	33	8	0	0	0	0	0	0	0	123
0.00221	76	33	9	0	0	0	0	0	0	0	124
0.00222	76	33	9	0	0	0	0	0	0	0	124
0.00223	76	33	9	0	0	0	0	0	0	0	124
0.00224	76	33	9	0	0	0	0	0	0	0	124
0.00225	76	33	9	0	0	0	0	0	0	0	124
0.00226	76	33	9	0	0	0	0	0	0	0	124
0.00227	76	34	9	0	0	0	0	0	0	0	125
0.00228	76	34	9	0	0	0	0	0	0	0	125
0.00229	76	34	9	0	0	0	0	0	0	0	125
0.0023	76	35	9	0	0	0	0	0	0	0	126
0.00231	76	36	9	0	0	0	0	0	0	0	127
0.00232	76	36	9	0	0	0	0	0	0	0	127
0.00233	76	36	9	0	0	0	0	0	0	0	127
0.00234	76	36	9	0	0	0	0	0	0	0	127
0.00235	77	36	9	0	0	0	0	0	0	0	128
0.00236	78	36	9	0	0	0	0	0	0	0	129
0.00237	80	36	9	0	0	0	0	0	0	0	131
0.00238	80	36	9	0	0	0	0	0	0	0	131
0.00239	82	36	9	0	0	0	0	0	0	0	133
0.0024	83	36	9	0	0	0	0	0	0	0	134
0.00241	83	36	9	0	0	0	0	0	0	0	134
0.00242	82	37	8	0	0	0	0	0	0	0	135
0.00243	82	37	8	0	0	0	0	0	0	0	135
0.00244	82	38	8	0	0	0	0	0	0	0	136
0.00245	82	39	8	0	0	0	0	0	0	0	137
0.00246	82	39	8	0	0	0	0	0	0	0	137
0.00247	82	39	8	0	0	0	0	0	0	0	137
0.00248	83	39	8	0	0	0	0	0	0	0	138
0.00249	83	39	8	0	0	0	0	0	0	0	138
0.0025	83	39	8	0	0	0	0	0	0	0	138
0.00251	83	39	8	0	0	0	0	0	0	0	138
0.00252	85	39	8	0	0	0	0	0	0	0	140
0.00253	85	39	8	0	0	0	0	0	0	0	140
0.00254	86	39	8	0	0	0	0	0	0	0	141
0.00255	86	39	8	0	0	0	0	0	0	0	141
0.00256	86	39	8	0	0	0	0	0	0	0	141
0.00257	87	39	8	0	0	0	0	0	0	0	142
0.00258	87	39	8	0	0	0	0	0	0	0	142
0.00259	87	39	8	0	0	0	0	0	0	0	142
0.0026	87	39	8	0	0	0	0	0	0	0	142
0.00261	87	39	8	0	0	0	0	0	0	0	142
0.00262	89	39	8	0	0	0	0	0	0	0	144
0.00263	89	40	8	0	0	0	0	0	0	0	145
0.00264	90	40	8	0	0	0	0	0	0	0	146
0.00265	91	40	8	0	0	0	0	0	0	0	147
0.00266	91	40	9	0	0	0	0	0	0	0	148
0.00267	91	40	9	0	0	0	0	0	0	0	148
0.00268	91	40	9	0	0	0	0	0	0	0	148
0.00269	91	40	9	0	0	0	0	0	0	0	148
0.0027	93	40	9	0	0	0	0	0	0	0	150
0.00271	94	40	9	0	0	0	0	0	0	0	151
0.00272	95	40	9	0	0	0	0	0	0	0	152
0.00273	95	40	9	0	0	0	0	0	0	0	152
0.00274	95	40	10	0	0	0	0	0	0	0	153
0.00275	95	40	10	0	0	0	0	0	0	0	153
0.00276	95	40	10	0	0	0	0	0	0	0	153
0.00277	96	40	10	0	0	0	0	0	0	0	154
0.00278	97	40	10	0	0	0	0	0	0	0	155
0.00279	97	40	10	0	0	0	0	0	0	0	155
0.0028	97	40	10	0	0	0	0	0	0	0	155
0.00281	98	40	10	0	0	0	0	0	0	0	156
0.00282	98	40	10	0	0	0	0	0	0	0	156
0.00283	98	40	10	0	0	0	0	0	0	0	156
0.00284	98	40	10	0	0	0	0	0	0	0	156
0.00285	98	40	10	0	0	0	0	0	0	0	156
0.00286	98	41	10	0	0	0	0	0	0	0	157
0.00287	98	41	10	0	0	0	0	0	0	0	157
0.00288	98	41	10	0	0	0	0	0	0	0	157
0.00289	99	41	10	0	0	0	0	0	0	0	158
0.0029	99	41	10	0	0	0	0	0	0	0	158
0.00291	99	41	10	0	0	0	0	0	0	0	158
0.00292	99	41	10	0	0	0	0	0	0	0	158
0.00293	99	42	10	0	0	0	0	0	0	0	159
0.00294	99	43	10	0	0	0	0	0	0	0	160
0.00295	99	43	10	0	0	0	0	0	0	0	160
0.00296	99	43	10	0	0	0	0	0	0	0	160
0.00297	98	43	10	0	0	0	0	0	0	0	160
0.00298	98	43	10	0	0	0	0	0	0	0	160
0.00299	99	44	11	0	0	0	0	0	0	0	163
0.003	99	44	11	0	0	0	0	0	0	0	163
0.00301	98	44	11	0	0	0	0	0	0	0	163
0.00302	98	45	11	0	0	0	0	0	0	0	164
0.00303	99	45	11	0	0	0	0	0	0	0	165
0.00304	100	45	11	0	0	0	0	0	0	0	166
0.00305	102	45	11	0	0	0	0	0	0	0	168
0.00306	102	45	11	0	0	0	0	0	0	0	168
0.00307	103	45	11	0	0	0	0	0	0	0	169
0.00308	103	45	11	0	0	0	0	0	0	0	169
0.00309	103	45	12	0	0	0	0	0	0	0	170
0.0031	103	45	12	0	0	0	0	0	0	0	170
0.00311	104	46	12	0	0	0	0	0	0	0	172
0.00312	104	46	12	0	0	0	0	0	0	0	172
0.00313	104	46	12	0	0	0	0	0	0	0	172
0.00314	105	46	12	0	0	0	0	0	0	0	173
0.00315	105	46	12	0	0	0	0	0	0	0	173
0.00316	105	46	12	0	0	0	0	0	0	0	173
0.00317	106	46	12	0	0	0	0	0	0	0	174
0.00318	106	47	12	0	0	0	0	0	0	0	175
0.00319	105	48	12	0	0	0	0	0	0	0	176
0.0032	105	48	12	0	0	0	0	0	0	0	176
0.00321	106	48	13	0	0	0	0	0	0	0	178
0.00322	106	49	13	0	0	0	0	0	0	0	179
0.00323	107	49	13	0	0	0	0	0	0	0	180
0.00324	108	49	13	0	0	0	0	0	0	0	181
0.00325	108	49	13	0	0	0	0	0	0	0	181
0.00326	108	49	14	0	0	0	0	0	0	0	182
0.00327	108	49	14	0	0	0	0	0	0	0	183
0.00328	108	49	14	0	0	0	0	0	0	0	183
0.00329	109	49	14	0	0	0	0	0	0	0	184
0.0033	109	49	14	0	0	0	0	0	0	0	184
0.00331	109	49	14	0	0	0	0	0	0	0	184
0.00332	110	49	14	0	0	0	0	0	0	0	185
0.00333	111	48	14	0	0	0	0	0	0	0	186
0.00334	111	49	14	0	0	0	0	0	0	0	187
0.00335	111	49	14	0	0	0	0	0	0	0	187
0.00336	112	49	14	0	0	0	0	0	0	0	188
0.00337	112	49	14	0	0	0	0	0	0	0	188
0.00338	113	49	14	0	0	0	0	0	0	0	189
0.00339	113	48	14	0	0	0	0	0	0	0	189
0.0034	115	48	14	0	0	0	0	0	0	0	191
0.00341	115	49	14	0	0	0	0	0	0	0	192
0.00342	115	49	14	0	0	0	0	0	0	0	192
0.00343	115	49	14	0	0	0	0	0	0	0	192
0.00344	115	50	14	0	0	0	0	0	0	0	193
0.00345	115	51	14	0	0	0	0	0	0	0	194
0.00346	115	53	14	0	0	0	0	0	0	0	196
0.00347	115	54	14	0	0	0	0	0	0	0	197
0.00348	116	54	14	0	0	0	0	0	0	0	199
0.00349	116	54	15	0	0	0	0	0	0	0	200
0.0035	117	54	15	0	0	0	0	0	0	0	201
0.00351	117	54	15	0	0	0	0	0	0	0	201
0.00352	118	54	15	0	0	0	0	0	0	0	202
0.00353	118	54	15	0	0	0	0	0	0	0	202
0.00354	118	54	15	0	0	0	0	0	0	0	202
0.00355	119	54	15	0	0	0	0	0	0	0	203
0.00356	119	53	15	0	0	0	0	0	0	0	203
0.00357	119	53	15	0	0	0	0	0	0	0	203
0.00358	119	53	15	0	0	0	0	0	0	0	203
0.00359	120	53	15	0	0	0	0	0	0	0	204
0.0036	120	53	15	0	0	0	0	0	0	0	204
0.00361	120	53	15	0	0	0	0	0	0	0	204
0.00362	121	53	15	0	0	0	0	0	0	0	205
0.00363	121	54	15	0	0	0	0	0	0	0	206
0.00364	122	54	15	0	0	0	0	0	0	0	207
0.00365	122	54	15	0	0	0	0	0	0	0	207
0.00366	122	55	15	0	0	0	0	0	0	0	208
0.00367	122	56	15	0	0	0	0	0	0	0	209
0.00368	122	56	15	0	0	0	0	0	0	0	209
0.00369	122	56	15	0	0	0	0	0	0	0	209
0.0037	122	57	15	0	0	0	0	0	0	0	210
0.00371	123	57	15	0	0	0	0	0	0	0	211
0.00372	123	57	15	0	0	0	0	0	0	0	212
0.00373	125	57	15	0	0	0	0	0	0	0	214
0.00374	125	57	15	0	0	0	0	0	0	0	214
0.00375	125	57	15	0	0	0	0	0	0	0	214
0.00376	126	57	15	0	0	0	0	0	0	0	215
0.00377	126	58	15	0	0	0	0	0	0	0	216
0.00378	127	58	15	0	0	0	0	0	0	0	217
0.00379	128	58	15	0	0	0	0	0	0	0	218
0.0038	128	58	15	0	0	0	0	0	0	0	218
0.00381	129	59	15	0	0	0	0	0	0	0	220
0.00382	129	60	15	0	0	0	0	0	0	0	221
0.00383	129	60	15	0	0	0	0	0	0	0	221
0.00384	129	60	15	0	0	0	0	0	0	0	221
0.00385	130	60	15	0	0	0	0	0	0	0	222
0.00386	130	60	15	0	0	0	0	0	0	0	222
0.00387	130	60	15	0	0	0	0	0	0	0	222
0.00388	130	60	15	0	0	0	0	0	0	0	222
0.00389	130	60	15	0	0	0	0	0	0	0	222
0.0039	130	60	15	0	0	0	0	0	0	0	222
0.00391	130	60	15	0	0	0	0	0	0	0	222
0.00392	130	61	15	0	0	0	0	0	0	0	223
0.00393	131	61	15	0	0	0	0	0	0	0	224
0.00394	131	61	15	0	0	0	0	0	0	0	224
0.00395	131	61	15	0	0	0	0	0	0	0	224
0.00396	131	61	15	0	0	0	0	0	0	0	224
0.00397	131	61	15	0	0	0	0	0	0	0	224
0.00398	132	61	15	0	0	0	0	0	0	0	225
0.00399	132	61	15	0	0	0	0	0	0	0	225
0.004	132	61	15	0	0	0	0	0	0	0	225
0.00401	133	61	15	0	0	0	0	0	0	0	226
0.00402	133	61	15	0	0	0	0	0	0	0	226
0.00403	133	62	15	0	0	0	0	0	0	0	227
0.00404	134	62	15	0	0	0	0	0	0	0	228
0.00405	134	63	15	0	0	0	0	0	0	0	229
0.00406	134	63	15	0	0	0	0	0	0	0	229
0.00407	135	63	15	0	0	0	0	0	0	0	230
0.00408	135	64	15	0	0	0	0	0	0	0	231
0.00409	135	64	16	0	0	0	0	0	0	0	233
0.0041	135	66	16	0	0	0	0	0	0	0	235
0.00411	136	66	16	0	0	0	0	0	0	0	236
0.00412	136	66	16	0	0	0	0	0	0	0	236
0.00413	136	66	16	0	0	0	0	0	0	0	236
0.00414	136	66	16	0	0	0	0	0	0	0	236
0.00415	138	66	16	0	0	0	0	0	0	0	238
0.00416	138	66	16	0	0	0	0	0	0	0	238
0.00417	139	66	16	0	0	0	0	0	0	0	239
0.00418	140	66	16	0	0	0	0	0	0	0	240
0.00419	140	66	16	0	0	0	0	0	0	0	240
0.0042	140	66	16	0	0	0	0	0	0	0	240
0.00421	141	66	16	0	0	0	0	0	0	0	241
0.00422	141	67	16	0	0	0	0	0	0	0	242
0.00423	142	67	16	0	0	0	0	0	0	0	243
0.00424	142	67	16	0	0	0	0	0	0	0	243
0.00425	142	68	16	0	0	0	0	0	0	0	244
0.00426	142	68	16	0	0	0	0	0	0	0	244
0.00427	142	68	17	0	0	0	0	0	0	0	245
0.00428	142	68	17	0	0	0	0	0	0	0	245
0.00429	142	68	17	0	0	0	0	0	0	0	245
0.0043	143	68	17	0	0	0	0	0	0	0	246
0.00431	144	68	17	0	0	0	0	0	0	0	247
0.00432	144	68	17	0	0	0	0	0	0	0	247
0.00433	143	68	17	0	0	0	0	0	0	0	247
0.00434	143	68	17	0	0	0	0	0	0	0	247
0.00435	143	68	17	0	0	0	0	0	0	0	247
0.00436	143	68	16	0	0	0	0	0	0	0	247
0.00437	143	68	16	0	0	0	0	0	0	0	247
0.00438	143	68	16	0	0	0	0	0	0	0	247
0.00439	143	67	16	0	0	0	0	0	0	0	247
0.0044	143	67	16	0	0	0	0	0	0	0	247
0.00441	143	67	15	0	0	0	0	0	0	0	248
0.00442	143	67	15	0	0	0	0	0	0	0	248
0.00443	143	67	15	0	0	0	0	0	0	0	248
0.00444	143	67	15	0	0	0	0	0	0	0	248
0.00445	142	67	15	0	0	0	0	0	0	0	248
0.00446	142	67	15	0	0	0	0	0	0	0	248
0.00447	142	67	15	0	0	0	0	0	0	0	248
0.00448	142	67	15	0	0	0	0	0	0	0	248
0.00449	143	67	15	0	0	0	0	0	0	0	249
0.0045	142	67	15	0	0	0	0	0	0	0	249
0.00451	142	68	15	0	0	0	0	0	0	0	250
0.00452	142	68	15	0	0	0	0	0	0	0	250
0.00453	142	67	15	0	0	0	0	0	0	0	250
0.00454	142	67	15	0	0	0	0	0	0	0	250
0.00455	142	67	15	0	0	0	0	0	0	0	250
0.00456	142	67	15	0	0	0	0	0	0	0	250
0.00457	142	67	15	0	0	0	0	0	0	0	250
0.00458	143	67	16	0	0	0	0	0	0	0	252
0.00459	143	67	16	0	0	0	0	0	0	0	252
0.0046	143	67	16	0	0	0	0	0	0	0	252
0.00461	143	67	16	0	0	0	0	0	0	0	252
0.00462	144	67	16	0	0	0	0	0	0	0	253
0.00463	144	67	16	0	0	0	0	0	0	0	253
0.00464	144	67	16	0	0	0	0	0	0	0	253
0.00465	144	67	16	0	0	0	0	0	0	0	253
0.00466	145	67	16	0	0	0	0	0	0	0	254
0.00467	145	68	16	0	0	0	0	0	0	0	255
0.00468	145	68	16	0	0	0	0	0	0	0	255
0.00469	145	69	16	0	0	0	0	0	0	0	256
0.0047	145	69	16	0	0	0	0	0	0	0	256
0.00471	145	69	16	0	0	0	0	0	0	0	256
0.00472	146	69	16	0	0	0	0	0	0	0	257
0.00473	146	69	16	0	0	0	0	0	0	0	257
0.00474	146	69	16	0	0	0	0	0	0	0	257
0.00475	146	69	16	0	0	0	0	0	0	0	257
0.00476	146	69	16	0	0	0	0	0	0	0	257
0.00477	147	70	16	0	0	0	0	0	0	0	259
0.00478	147	70	16	0	0	0	0	0	0	0	259
0.00479	148	70	17	0	0	0	0	0	0	0	261
0.0048	148	70	17	0	0	0	0	0	0	0	261
0.00481	149	70	17	0	0	0	0	0	0	0	262
0.00482	150	70	17	0	0	0	0	0	0	0	263
0.00483	150	70	17	0	0	0	0	0	0	0	263
0.00484	150	71	17	0	0	0	0	0	0	0	264
0.00485	150	71	17	0	0	0	0	0	0	0	264
0.00486	150	71	17	0	0	0	0	0	0	0	264
0.00487	151	71	17	0	0	0	0	0	0	0	265
0.00488	151	71	17	0	0	0	0	0	0	0	265
0.00489	151	71	17	0	0	0	0	0	0	0	265
0.0049	151	73	17	0	0	0	0	0	0	0	267
0.00491	151	73	17	0	0	0	0	0	0	0	267
0.00492	151	73	17	0	0	0	0	0	0	0	267
0.00493	151	73	17	0	0	0	0	0	0	0	267
0.00494	151	73	17	0	0	0	0	0	0	0	267
0.00495	151	73	18	0	0	0	0	0	0	0	268
0.00496	151	73	19	0	0	0	0	0	0	0	269
0.00497	151	73	19	0	0	0	0	0	0	0	269
0.00498	151	73	19	0	0	0	0	0	0	0	269
0.00499	153	73	19	0	0	0	0	0	0	0	271
0.005	154	73	19	0	0	0	0	0	0	0	272
0.00501	154	73	19	0	0	0	0	0	0	0	272
0.00502	154	73	19	0	0	0	0	0	0	0	272
0.00503	154	73	19	0	0	0	0	0	0	0	272
0.00504	155	73	19	0	0	0	0	0	0	0	273
0.00505	155	73	19	0	0	0	0	0	0	0	273
0.00506	155	73	19	0	0	0	0	0	0	0	273
0.00507	155	73	19	0	0	0	0	0	0	0	273
0.00508	156	73	19	0	0	0	0	0	0	0	274
0.00509	156	73	19	0	0	0	0	0	0	0	274
0.0051	156	74	19	0	0	0	0	0	0	0	275
0.00511	156	74	19	0	0	0	0	0	0	0	275
0.00512	156	74	19	0	0	0	0	0	0	0	275
0.00513	157	74	18	0	0	0	0	0	0	0	276
