Time (s),pip2(ap2),ap2(a),ap2(b),ap2(c),trans(ap2),cd4(ap2),ap2(b!1).pip2(ap2!1),ap2(a!1).trans(ap2!1),ap2(c!1).cd4(ap2!1)
0.0573,619,406,119,417,6,17,381,94,83
0.05731,619,406,119,418,6,18,381,94,82
0.05732,619,406,119,418,6,18,381,94,82
0.05733,619,406,119,417,6,17,381,94,83
0.05734,619,406,119,418,6,18,381,94,82
0.05735,619,406,119,418,6,18,381,94,82
0.05736,619,406,119,418,6,18,381,94,82
0.05737,619,406,119,418,6,18,381,94,82
0.05738,619,406,119,418,6,18,381,94,82
0.05739,619,406,119,418,6,18,381,94,82
0.0574,619,406,119,418,6,18,381,94,82
0.05741,619,406,119,418,6,18,381,94,82
0.05742,619,406,119,418,6,18,381,94,82
0.05743,619,406,119,418,6,18,381,94,82
0.05744,619,406,119,418,6,18,381,94,82
0.05745,618,406,118,418,6,18,382,94,82
0.05746,618,406,118,418,6,18,382,94,82
0.05747,618,406,118,418,6,18,382,94,82
0.05748,618,406,118,418,6,18,382,94,82
0.05749,618,406,118,418,6,18,382,94,82
0.0575,618,406,118,418,6,18,382,94,82
0.05751,618,405,118,417,5,17,382,95,83
0.05752,618,405,118,417,5,17,382,95,83
0.05753,617,405,117,417,5,17,383,95,83
0.05754,617,405,117,417,5,17,383,95,83
0.05755,617,405,117,417,5,17,383,95,83
0.05756,617,406,117,417,6,17,383,94,83
0.05757,618,406,118,417,6,17,382,94,83
0.05758,618,406,118,418,6,18,382,94,82
0.05759,618,405,118,418,5,18,382,95,82
0.0576,618,405,118,417,5,17,382,95,83
0.05761,618,404,118,416,4,16,382,96,84
0.05762,618,404,118,416,4,16,382,96,84
0.05763,618,404,118,416,4,16,382,96,84
0.05764,618,404,118,416,4,16,382,96,84
0.05765,618,404,118,416,4,16,382,96,84
0.05766,618,404,118,416,4,16,382,96,84
0.05767,619,403,119,416,3,16,381,97,84
0.05768,619,403,119,416,3,16,381,97,84
0.05769,619,403,119,416,3,16,381,97,84
0.0577,621,403,121,416,3,16,379,97,84
0.05771,621,403,121,416,3,16,379,97,84
0.05772,621,403,121,416,3,16,379,97,84
0.05773,621,403,121,416,3,16,379,97,84
0.05774,621,404,121,416,4,16,379,96,84
0.05775,620,404,120,416,4,16,380,96,84
0.05776,620,404,120,416,4,16,380,96,84
0.05777,620,404,120,416,4,16,380,96,84
0.05778,620,403,120,416,3,16,380,97,84
0.05779,620,403,120,417,3,17,380,97,83
0.0578,620,403,120,417,3,17,380,97,83
0.05781,620,403,120,417,3,17,380,97,83
0.05782,620,403,120,417,3,17,380,97,83
0.05783,620,403,120,418,3,18,380,97,82
0.05784,620,403,120,418,3,18,380,97,82
0.05785,620,403,120,418,3,18,380,97,82
0.05786,620,403,120,418,3,18,380,97,82
0.05787,620,403,120,418,3,18,380,97,82
0.05788,620,403,120,418,3,18,380,97,82
0.05789,620,403,120,418,3,18,380,97,82
0.0579,621,403,121,418,3,18,379,97,82
0.05791,621,403,121,418,3,18,379,97,82
0.05792,620,403,120,418,3,18,380,97,82
0.05793,620,402,120,418,2,18,380,98,82
0.05794,620,402,120,418,2,18,380,98,82
0.05795,620,402,120,417,2,17,380,98,83
0.05796,620,402,120,417,2,17,380,98,83
0.05797,620,402,120,417,2,17,380,98,83
0.05798,620,402,120,417,2,17,380,98,83
0.05799,619,402,119,417,2,17,381,98,83
0.058,619,402,119,417,2,17,381,98,83
0.05801,619,402,119,417,2,17,381,98,83
0.05802,617,402,117,417,2,17,383,98,83
0.05803,617,402,117,417,2,17,383,98,83
0.05804,617,402,117,417,2,17,383,98,83
0.05805,619,402,119,417,2,17,381,98,83
0.05806,619,402,119,417,2,17,381,98,83
0.05807,619,402,119,417,2,17,381,98,83
0.05808,620,401,120,417,1,17,380,99,83
0.05809,620,401,120,417,1,17,380,99,83
0.0581,620,401,120,417,1,17,380,99,83
0.05811,620,401,120,417,1,17,380,99,83
0.05812,620,401,120,417,1,17,380,99,83
0.05813,620,401,120,417,1,17,380,99,83
0.05814,620,401,120,417,1,17,380,99,83
0.05815,620,401,120,417,1,17,380,99,83
0.05816,620,401,120,417,1,17,380,99,83
0.05817,620,401,120,417,1,17,380,99,83
0.05818,620,400,120,417,0,17,380,100,83
0.05819,620,400,120,417,0,17,380,100,83
0.0582,619,400,119,417,0,17,381,100,83
0.05821,619,400,119,417,0,17,381,100,83
0.05822,619,400,119,417,0,17,381,100,83
0.05823,618,400,118,417,0,17,382,100,83
0.05824,618,400,118,417,0,17,382,100,83
0.05825,618,400,118,417,0,17,382,100,83
0.05826,618,400,118,417,0,17,382,100,83
0.05827,618,400,118,416,0,16,382,100,84
0.05828,618,400,118,416,0,16,382,100,84
0.05829,618,400,118,416,0,16,382,100,84
0.0583,618,400,118,416,0,16,382,100,84
0.05831,618,400,118,416,0,16,382,100,84
0.05832,618,400,118,416,0,16,382,100,84
0.05833,618,400,118,416,0,16,382,100,84
0.05834,618,400,118,416,0,16,382,100,84
0.05835,616,400,116,416,0,16,384,100,84
0.05836,616,401,116,416,1,16,384,99,84
0.05837,616,401,116,416,1,16,384,99,84
0.05838,616,401,116,416,1,16,384,99,84
0.05839,616,401,116,416,1,16,384,99,84
0.0584,616,401,116,416,1,16,384,99,84
0.05841,617,401,117,416,1,16,383,99,84
0.05842,617,401,117,416,1,16,383,99,84
0.05843,618,401,118,416,1,16,382,99,84
0.05844,618,402,118,416,2,16,382,98,84
0.05845,618,402,118,416,2,16,382,98,84
0.05846,618,402,118,416,2,16,382,98,84
0.05847,618,403,118,416,3,16,382,97,84
0.05848,618,403,118,416,3,16,382,97,84
0.05849,618,403,118,416,3,16,382,97,84
0.0585,618,403,118,416,3,16,382,97,84
0.05851,618,403,118,416,3,16,382,97,84
0.05852,617,403,117,417,3,17,383,97,83
0.05853,617,403,117,417,3,17,383,97,83
0.05854,617,403,117,417,3,17,383,97,83
0.05855,617,403,117,417,3,17,383,97,83
0.05856,617,403,117,417,3,17,383,97,83
0.05857,617,402,117,416,2,16,383,98,84
0.05858,617,402,117,416,2,16,383,98,84
0.05859,618,402,118,416,2,16,382,98,84
0.0586,618,402,118,416,2,16,382,98,84
0.05861,618,402,118,416,2,16,382,98,84
0.05862,618,402,118,416,2,16,382,98,84
0.05863,618,402,118,416,2,16,382,98,84
0.05864,618,402,118,416,2,16,382,98,84
0.05865,619,402,119,416,2,16,381,98,84
0.05866,619,402,119,416,2,16,381,98,84
0.05867,619,402,119,416,2,16,381,98,84
0.05868,619,402,119,416,2,16,381,98,84
0.05869,618,402,118,417,2,17,382,98,83
0.0587,618,402,118,417,2,17,382,98,83
0.05871,618,402,118,417,2,17,382,98,83
0.05872,618,402,118,417,2,17,382,98,83
0.05873,618,402,118,417,2,17,382,98,83
0.05874,618,402,118,418,2,18,382,98,82
0.05875,618,402,118,418,2,18,382,98,82
0.05876,618,402,118,418,2,18,382,98,82
0.05877,618,402,118,418,2,18,382,98,82
0.05878,618,402,118,418,2,18,382,98,82
0.05879,618,402,118,418,2,18,382,98,82
0.0588,617,402,117,418,2,18,383,98,82
0.05881,617,402,117,418,2,18,383,98,82
0.05882,617,402,117,418,2,18,383,98,82
0.05883,618,402,118,418,2,18,382,98,82
0.05884,618,402,118,418,2,18,382,98,82
0.05885,617,402,117,418,2,18,383,98,82
0.05886,619,402,119,418,2,18,381,98,82
0.05887,619,402,119,418,2,18,381,98,82
0.05888,619,402,119,418,2,18,381,98,82
0.05889,620,402,120,418,2,18,380,98,82
0.0589,620,402,120,419,2,19,380,98,81
0.05891,620,402,120,419,2,19,380,98,81
0.05892,620,402,120,419,2,19,380,98,81
0.05893,620,402,120,419,2,19,380,98,81
0.05894,620,402,120,419,2,19,380,98,81
0.05895,620,402,120,419,2,19,380,98,81
0.05896,620,402,120,419,2,19,380,98,81
0.05897,619,401,119,419,1,19,381,99,81
0.05898,619,401,119,419,1,19,381,99,81
0.05899,619,401,119,420,1,20,381,99,80
0.059,618,401,118,421,1,21,382,99,79
0.05901,618,401,118,421,1,21,382,99,79
0.05902,618,401,118,421,1,21,382,99,79
0.05903,618,401,118,421,1,21,382,99,79
0.05904,619,401,119,421,1,21,381,99,79
0.05905,619,401,119,421,1,21,381,99,79
0.05906,619,401,119,421,1,21,381,99,79
0.05907,619,401,119,421,1,21,381,99,79
0.05908,618,401,118,421,1,21,382,99,79
0.05909,618,401,118,421,1,21,382,99,79
0.0591,617,401,117,421,1,21,383,99,79
0.05911,618,401,118,421,1,21,382,99,79
0.05912,616,401,116,421,1,21,384,99,79
0.05913,616,401,116,421,1,21,384,99,79
0.05914,616,401,116,421,1,21,384,99,79
0.05915,616,401,116,421,1,21,384,99,79
0.05916,617,401,117,421,1,21,383,99,79
0.05917,617,401,117,421,1,21,383,99,79
0.05918,617,401,117,421,1,21,383,99,79
0.05919,617,401,117,421,1,21,383,99,79
0.0592,616,401,116,421,1,21,384,99,79
0.05921,616,401,116,420,1,20,384,99,80
0.05922,616,401,116,420,1,20,384,99,80
0.05923,616,401,116,420,1,20,384,99,80
0.05924,616,401,116,420,1,20,384,99,80
0.05925,616,401,116,419,1,19,384,99,81
0.05926,616,402,116,419,2,19,384,98,81
0.05927,616,402,116,419,2,19,384,98,81
0.05928,615,402,115,419,2,19,385,98,81
0.05929,615,402,115,419,2,19,385,98,81
0.0593,615,402,115,419,2,19,385,98,81
0.05931,615,402,115,419,2,19,385,98,81
0.05932,614,401,114,419,1,19,386,99,81
0.05933,614,401,114,419,1,19,386,99,81
0.05934,614,401,114,419,1,19,386,99,81
0.05935,613,401,113,419,1,19,387,99,81
0.05936,613,401,113,419,1,19,387,99,81
0.05937,612,401,112,419,1,19,388,99,81
0.05938,611,401,111,419,1,19,389,99,81
0.05939,611,401,111,419,1,19,389,99,81
0.0594,611,401,111,419,1,19,389,99,81
0.05941,610,401,110,419,1,19,390,99,81
0.05942,610,401,110,420,1,20,390,99,80
0.05943,610,401,110,420,1,20,390,99,80
0.05944,611,401,111,420,1,20,389,99,80
0.05945,611,401,111,420,1,20,389,99,80
0.05946,611,401,111,420,1,20,389,99,80
0.05947,611,401,111,420,1,20,389,99,80
0.05948,611,401,111,420,1,20,389,99,80
0.05949,611,401,111,420,1,20,389,99,80
0.0595,611,401,111,420,1,20,389,99,80
0.05951,611,401,111,420,1,20,389,99,80
0.05952,611,403,111,420,3,20,389,97,80
0.05953,611,403,111,420,3,20,389,97,80
0.05954,611,403,111,420,3,20,389,97,80
0.05955,612,403,112,420,3,20,388,97,80
0.05956,613,403,113,420,3,20,387,97,80
0.05957,613,402,113,420,2,20,387,98,80
0.05958,613,402,113,420,2,20,387,98,80
0.05959,613,402,113,420,2,20,387,98,80
0.0596,613,402,113,419,2,19,387,98,81
0.05961,613,402,113,419,2,19,387,98,81
0.05962,613,402,113,419,2,19,387,98,81
0.05963,613,402,113,419,2,19,387,98,81
0.05964,613,402,113,419,2,19,387,98,81
0.05965,614,402,114,419,2,19,386,98,81
0.05966,613,402,113,419,2,19,387,98,81
0.05967,613,402,113,419,2,19,387,98,81
0.05968,613,402,113,419,2,19,387,98,81
0.05969,613,402,113,419,2,19,387,98,81
0.0597,613,402,113,419,2,19,387,98,81
0.05971,613,402,113,419,2,19,387,98,81
0.05972,613,401,113,420,1,20,387,99,80
0.05973,613,401,113,420,1,20,387,99,80
0.05974,613,401,113,420,1,20,387,99,80
0.05975,613,401,113,420,1,20,387,99,80
0.05976,613,401,113,420,1,20,387,99,80
0.05977,612,401,112,420,1,20,388,99,80
0.05978,612,401,112,420,1,20,388,99,80
0.05979,612,401,112,420,1,20,388,99,80
0.0598,612,401,112,420,1,20,388,99,80
0.05981,613,401,113,420,1,20,387,99,80
0.05982,614,401,114,420,1,20,386,99,80
0.05983,614,401,114,420,1,20,386,99,80
0.05984,614,401,114,420,1,20,386,99,80
0.05985,614,401,114,421,1,21,386,99,79
0.05986,614,401,114,421,1,21,386,99,79
0.05987,612,401,112,421,1,21,388,99,79
0.05988,611,401,111,421,1,21,389,99,79
0.05989,611,401,111,421,1,21,389,99,79
0.0599,611,401,111,421,1,21,389,99,79
0.05991,611,401,111,421,1,21,389,99,79
0.05992,611,401,111,421,1,21,389,99,79
0.05993,611,401,111,421,1,21,389,99,79
0.05994,611,401,111,421,1,21,389,99,79
0.05995,611,401,111,421,1,21,389,99,79
0.05996,611,401,111,421,1,21,389,99,79
0.05997,611,401,111,421,1,21,389,99,79
0.05998,611,402,111,422,2,22,389,98,78
0.05999,611,401,111,422,1,22,389,99,78
0.06,611,401,111,422,1,22,389,99,78
0.06001,611,400,111,422,0,22,389,100,78
0.06002,611,400,111,422,0,22,389,100,78
0.06003,611,400,111,422,0,22,389,100,78
0.06004,612,400,112,422,0,22,388,100,78
0.06005,612,400,112,422,0,22,388,100,78
0.06006,611,400,111,422,0,22,389,100,78
0.06007,611,400,111,422,0,22,389,100,78
0.06008,611,400,111,422,0,22,389,100,78
0.06009,610,400,110,422,0,22,390,100,78
0.0601,609,400,109,421,0,21,391,100,79
0.06011,610,400,110,421,0,21,390,100,79
0.06012,610,400,110,421,0,21,390,100,79
0.06013,610,400,110,421,0,21,390,100,79
0.06014,610,400,110,421,0,21,390,100,79
0.06015,610,400,110,421,0,21,390,100,79
0.06016,610,400,110,421,0,21,390,100,79
0.06017,610,400,110,420,0,20,390,100,80
0.06018,610,400,110,420,0,20,390,100,80
0.06019,610,400,110,420,0,20,390,100,80
0.0602,610,400,110,420,0,20,390,100,80
0.06021,610,400,110,420,0,20,390,100,80
0.06022,610,400,110,420,0,20,390,100,80
0.06023,610,400,110,420,0,20,390,100,80
0.06024,610,400,110,420,0,20,390,100,80
0.06025,610,400,110,420,0,20,390,100,80
0.06026,610,400,110,420,0,20,390,100,80
0.06027,610,400,110,420,0,20,390,100,80
0.06028,610,400,110,420,0,20,390,100,80
0.06029,609,400,109,420,0,20,391,100,80
0.0603,610,400,110,420,0,20,390,100,80
0.06031,610,400,110,420,0,20,390,100,80
0.06032,610,400,110,420,0,20,390,100,80
0.06033,610,400,110,420,0,20,390,100,80
0.06034,610,400,110,420,0,20,390,100,80
0.06035,610,400,110,420,0,20,390,100,80
0.06036,610,400,110,420,0,20,390,100,80
0.06037,610,400,110,420,0,20,390,100,80
0.06038,610,400,110,420,0,20,390,100,80
0.06039,610,400,110,420,0,20,390,100,80
0.0604,610,400,110,420,0,20,390,100,80
0.06041,610,400,110,420,0,20,390,100,80
0.06042,610,400,110,420,0,20,390,100,80
0.06043,610,400,110,420,0,20,390,100,80
0.06044,609,400,109,420,0,20,391,100,80
0.06045,609,400,109,420,0,20,391,100,80
0.06046,609,400,109,420,0,20,391,100,80
0.06047,609,400,109,420,0,20,391,100,80
0.06048,609,400,109,420,0,20,391,100,80
0.06049,609,400,109,420,0,20,391,100,80
0.0605,609,400,109,420,0,20,391,100,80
0.06051,609,400,109,420,0,20,391,100,80
0.06052,609,400,109,420,0,20,391,100,80
0.06053,609,400,109,420,0,20,391,100,80
0.06054,608,400,108,420,0,20,392,100,80
0.06055,608,400,108,420,0,20,392,100,80
0.06056,608,400,108,420,0,20,392,100,80
0.06057,608,400,108,420,0,20,392,100,80
0.06058,608,400,108,419,0,19,392,100,81
0.06059,608,400,108,419,0,19,392,100,81
0.0606,609,400,109,419,0,19,391,100,81
0.06061,609,400,109,419,0,19,391,100,81
0.06062,609,400,109,419,0,19,391,100,81
0.06063,609,400,109,419,0,19,391,100,81
0.06064,609,400,109,420,0,20,391,100,80
0.06065,609,400,109,420,0,20,391,100,80
0.06066,609,400,109,419,0,19,391,100,81
0.06067,609,400,109,419,0,19,391,100,81
0.06068,609,400,109,419,0,19,391,100,81
0.06069,609,400,109,419,0,19,391,100,81
0.0607,609,400,109,419,0,19,391,100,81
0.06071,609,400,109,419,0,19,391,100,81
0.06072,609,400,109,419,0,19,391,100,81
0.06073,609,400,109,419,0,19,391,100,81
0.06074,609,400,109,419,0,19,391,100,81
0.06075,609,400,109,419,0,19,391,100,81
0.06076,609,400,109,419,0,19,391,100,81
0.06077,609,400,109,419,0,19,391,100,81
0.06078,609,400,109,419,0,19,391,100,81
0.06079,609,400,109,419,0,19,391,100,81
0.0608,609,400,109,419,0,19,391,100,81
0.06081,609,400,109,419,0,19,391,100,81
0.06082,609,400,109,419,0,19,391,100,81
0.06083,609,400,109,420,0,20,391,100,80
0.06084,609,400,109,420,0,20,391,100,80
0.06085,609,400,109,420,0,20,391,100,80
0.06086,609,400,109,420,0,20,391,100,80
0.06087,609,400,109,420,0,20,391,100,80
0.06088,609,400,109,420,0,20,391,100,80
0.06089,608,400,108,420,0,20,392,100,80
0.0609,608,400,108,420,0,20,392,100,80
0.06091,608,400,108,420,0,20,392,100,80
0.06092,608,400,108,420,0,20,392,100,80
0.06093,608,400,108,420,0,20,392,100,80
0.06094,608,400,108,420,0,20,392,100,80
0.06095,608,400,108,420,0,20,392,100,80
0.06096,608,400,108,420,0,20,392,100,80
0.06097,608,400,108,420,0,20,392,100,80
0.06098,608,400,108,420,0,20,392,100,80
0.06099,607,400,107,421,0,21,393,100,79
0.061,606,400,106,421,0,21,394,100,79
0.06101,606,400,106,421,0,21,394,100,79
0.06102,606,400,106,421,0,21,394,100,79
0.06103,606,400,106,421,0,21,394,100,79
0.06104,606,400,106,422,0,22,394,100,78
0.06105,606,400,106,422,0,22,394,100,78
0.06106,606,400,106,422,0,22,394,100,78
0.06107,606,400,106,422,0,22,394,100,78
0.06108,606,400,106,422,0,22,394,100,78
0.06109,605,400,105,422,0,22,395,100,78
0.0611,605,400,105,422,0,22,395,100,78
0.06111,605,400,105,422,0,22,395,100,78
0.06112,605,400,105,422,0,22,395,100,78
0.06113,604,400,104,422,0,22,396,100,78
0.06114,604,400,104,422,0,22,396,100,78
0.06115,604,400,104,422,0,22,396,100,78
0.06116,604,400,104,422,0,22,396,100,78
0.06117,604,400,104,422,0,22,396,100,78
0.06118,604,401,104,422,1,22,396,99,78
0.06119,605,400,105,422,0,22,395,100,78
0.0612,605,400,105,422,0,22,395,100,78
0.06121,604,400,104,422,0,22,396,100,78
0.06122,604,400,104,422,0,22,396,100,78
0.06123,604,400,104,422,0,22,396,100,78
0.06124,604,400,104,422,0,22,396,100,78
0.06125,605,400,105,422,0,22,395,100,78
0.06126,605,400,105,422,0,22,395,100,78
0.06127,605,401,105,422,1,22,395,99,78
0.06128,605,401,105,422,1,22,395,99,78
0.06129,605,400,105,422,0,22,395,100,78
0.0613,605,400,105,422,0,22,395,100,78
0.06131,605,400,105,422,0,22,395,100,78
0.06132,605,400,105,422,0,22,395,100,78
0.06133,606,400,106,422,0,22,394,100,78
0.06134,606,400,106,422,0,22,394,100,78
0.06135,606,400,106,422,0,22,394,100,78
0.06136,606,400,106,421,0,21,394,100,79
0.06137,606,400,106,421,0,21,394,100,79
0.06138,606,400,106,420,0,20,394,100,80
0.06139,606,400,106,420,0,20,394,100,80
0.0614,606,400,106,420,0,20,394,100,80
0.06141,606,400,106,420,0,20,394,100,80
0.06142,606,400,106,420,0,20,394,100,80
0.06143,606,400,106,420,0,20,394,100,80
0.06144,606,400,106,420,0,20,394,100,80
0.06145,606,400,106,420,0,20,394,100,80
0.06146,606,400,106,420,0,20,394,100,80
0.06147,606,400,106,420,0,20,394,100,80
0.06148,606,400,106,419,0,19,394,100,81
0.06149,605,400,105,419,0,19,395,100,81
0.0615,605,400,105,419,0,19,395,100,81
0.06151,605,400,105,419,0,19,395,100,81
0.06152,605,400,105,419,0,19,395,100,81
0.06153,605,400,105,419,0,19,395,100,81
0.06154,605,400,105,419,0,19,395,100,81
0.06155,606,400,106,419,0,19,394,100,81
0.06156,606,400,106,419,0,19,394,100,81
0.06157,606,400,106,419,0,19,394,100,81
0.06158,607,400,107,419,0,19,393,100,81
0.06159,607,400,107,419,0,19,393,100,81
0.0616,607,400,107,419,0,19,393,100,81
0.06161,608,400,108,419,0,19,392,100,81
0.06162,608,400,108,419,0,19,392,100,81
0.06163,608,400,108,419,0,19,392,100,81
0.06164,608,400,108,419,0,19,392,100,81
0.06165,608,400,108,419,0,19,392,100,81
0.06166,609,400,109,419,0,19,391,100,81
0.06167,609,400,109,419,0,19,391,100,81
0.06168,609,400,109,419,0,19,391,100,81
0.06169,609,400,109,419,0,19,391,100,81
0.0617,609,400,109,419,0,19,391,100,81
0.06171,609,400,109,419,0,19,391,100,81
0.06172,609,400,109,419,0,19,391,100,81
0.06173,609,400,109,419,0,19,391,100,81
0.06174,609,400,109,419,0,19,391,100,81
0.06175,609,400,109,419,0,19,391,100,81
0.06176,609,400,109,419,0,19,391,100,81
0.06177,609,400,109,418,0,18,391,100,82
0.06178,609,400,109,418,0,18,391,100,82
0.06179,609,400,109,418,0,18,391,100,82
0.0618,610,400,110,418,0,18,390,100,82
0.06181,610,400,110,418,0,18,390,100,82
0.06182,610,400,110,418,0,18,390,100,82
0.06183,610,400,110,418,0,18,390,100,82
0.06184,609,400,109,418,0,18,391,100,82
0.06185,609,400,109,418,0,18,391,100,82
0.06186,610,400,110,418,0,18,390,100,82
0.06187,610,400,110,418,0,18,390,100,82
0.06188,611,400,111,418,0,18,389,100,82
0.06189,611,400,111,418,0,18,389,100,82
0.0619,611,400,111,418,0,18,389,100,82
0.06191,611,400,111,418,0,18,389,100,82
0.06192,611,400,111,418,0,18,389,100,82
0.06193,611,400,111,418,0,18,389,100,82
0.06194,611,400,111,418,0,18,389,100,82
0.06195,611,400,111,418,0,18,389,100,82
0.06196,611,400,111,419,0,19,389,100,81
0.06197,611,400,111,419,0,19,389,100,81
0.06198,612,400,112,420,0,20,388,100,80
0.06199,612,400,112,420,0,20,388,100,80
0.062,612,400,112,420,0,20,388,100,80
0.06201,613,400,113,420,0,20,387,100,80
0.06202,614,400,114,420,0,20,386,100,80
0.06203,614,400,114,420,0,20,386,100,80
0.06204,614,400,114,420,0,20,386,100,80
0.06205,614,400,114,420,0,20,386,100,80
0.06206,613,400,113,420,0,20,387,100,80
0.06207,612,400,112,420,0,20,388,100,80
0.06208,612,400,112,421,0,21,388,100,79
0.06209,612,400,112,421,0,21,388,100,79
0.0621,612,400,112,421,0,21,388,100,79
0.06211,612,400,112,421,0,21,388,100,79
0.06212,612,400,112,421,0,21,388,100,79
0.06213,611,400,111,421,0,21,389,100,79
0.06214,611,400,111,421,0,21,389,100,79
0.06215,610,400,110,421,0,21,390,100,79
0.06216,610,400,110,421,0,21,390,100,79
0.06217,610,400,110,421,0,21,390,100,79
0.06218,610,400,110,421,0,21,390,100,79
0.06219,610,400,110,421,0,21,390,100,79
0.0622,610,400,110,421,0,21,390,100,79
0.06221,610,400,110,421,0,21,390,100,79
0.06222,610,400,110,421,0,21,390,100,79
0.06223,610,400,110,421,0,21,390,100,79
0.06224,610,400,110,421,0,21,390,100,79
0.06225,610,400,110,421,0,21,390,100,79
0.06226,610,400,110,421,0,21,390,100,79
0.06227,610,400,110,421,0,21,390,100,79
0.06228,610,400,110,421,0,21,390,100,79
0.06229,610,400,110,421,0,21,390,100,79
0.0623,611,400,111,421,0,21,389,100,79
0.06231,611,400,111,421,0,21,389,100,79
0.06232,611,400,111,421,0,21,389,100,79
0.06233,611,400,111,421,0,21,389,100,79
0.06234,611,400,111,421,0,21,389,100,79
0.06235,611,400,111,421,0,21,389,100,79
0.06236,611,400,111,421,0,21,389,100,79
0.06237,611,401,111,421,1,21,389,99,79
0.06238,611,401,111,421,1,21,389,99,79
0.06239,610,401,110,421,1,21,390,99,79
0.0624,610,402,110,421,2,21,390,98,79
0.06241,610,402,110,421,2,21,390,98,79
0.06242,610,402,110,421,2,21,390,98,79
0.06243,610,402,110,421,2,21,390,98,79
0.06244,610,402,110,421,2,21,390,98,79
0.06245,610,402,110,421,2,21,390,98,79
0.06246,610,402,110,422,2,22,390,98,78
0.06247,610,402,110,422,2,22,390,98,78
0.06248,610,402,110,422,2,22,390,98,78
0.06249,610,402,110,421,2,21,390,98,79
0.0625,610,402,110,421,2,21,390,98,79
0.06251,610,402,110,421,2,21,390,98,79
0.06252,609,402,109,421,2,21,391,98,79
0.06253,609,402,109,420,2,20,391,98,80
0.06254,609,402,109,420,2,20,391,98,80
0.06255,609,402,109,420,2,20,391,98,80
0.06256,609,402,109,420,2,20,391,98,80
0.06257,608,402,108,420,2,20,392,98,80
0.06258,608,402,108,420,2,20,392,98,80
0.06259,608,402,108,420,2,20,392,98,80
0.0626,608,402,108,420,2,20,392,98,80
0.06261,608,402,108,420,2,20,392,98,80
0.06262,608,402,108,420,2,20,392,98,80
0.06263,608,402,108,420,2,20,392,98,80
0.06264,607,402,107,420,2,20,393,98,80
0.06265,606,402,106,420,2,20,394,98,80
0.06266,606,402,106,420,2,20,394,98,80
0.06267,606,402,106,420,2,20,394,98,80
0.06268,606,402,106,420,2,20,394,98,80
0.06269,606,402,106,420,2,20,394,98,80
0.0627,605,402,105,420,2,20,395,98,80
0.06271,604,402,104,420,2,20,396,98,80
0.06272,603,402,103,420,2,20,397,98,80
0.06273,603,402,103,420,2,20,397,98,80
0.06274,603,402,103,420,2,20,397,98,80
0.06275,603,402,103,420,2,20,397,98,80
0.06276,603,403,103,420,3,20,397,97,80
0.06277,603,403,103,420,3,20,397,97,80
0.06278,603,403,103,420,3,20,397,97,80
0.06279,603,403,103,420,3,20,397,97,80
0.0628,603,403,103,420,3,20,397,97,80
0.06281,603,402,103,420,2,20,397,98,80
0.06282,603,402,103,420,2,20,397,98,80
0.06283,603,402,103,420,2,20,397,98,80
0.06284,603,402,103,420,2,20,397,98,80
0.06285,603,402,103,420,2,20,397,98,80
0.06286,603,401,103,420,1,20,397,99,80
0.06287,603,402,103,420,2,20,397,98,80
0.06288,603,402,103,420,2,20,397,98,80
0.06289,603,402,103,420,2,20,397,98,80
0.0629,603,402,103,421,2,21,397,98,79
0.06291,603,402,103,421,2,21,397,98,79
0.06292,604,402,104,421,2,21,396,98,79
0.06293,604,402,104,421,2,21,396,98,79
0.06294,604,402,104,421,2,21,396,98,79
0.06295,604,402,104,421,2,21,396,98,79
0.06296,605,402,105,421,2,21,395,98,79
0.06297,605,402,105,421,2,21,395,98,79
0.06298,605,402,105,421,2,21,395,98,79
0.06299,605,402,105,420,2,20,395,98,80
0.063,605,402,105,420,2,20,395,98,80
0.06301,605,402,105,420,2,20,395,98,80
0.06302,605,402,105,420,2,20,395,98,80
0.06303,606,402,106,420,2,20,394,98,80
0.06304,607,402,107,420,2,20,393,98,80
0.06305,607,402,107,420,2,20,393,98,80
0.06306,607,402,107,419,2,19,393,98,81
0.06307,607,402,107,419,2,19,393,98,81
0.06308,606,402,106,419,2,19,394,98,81
0.06309,606,402,106,418,2,18,394,98,82
0.0631,606,403,106,418,3,18,394,97,82
0.06311,606,403,106,418,3,18,394,97,82
0.06312,606,403,106,418,3,18,394,97,82
0.06313,606,403,106,418,3,18,394,97,82
0.06314,605,402,105,418,2,18,395,98,82
0.06315,605,402,105,418,2,18,395,98,82
0.06316,606,402,106,418,2,18,394,98,82
0.06317,606,402,106,418,2,18,394,98,82
0.06318,606,402,106,418,2,18,394,98,82
0.06319,606,403,106,418,3,18,394,97,82
0.0632,606,403,106,418,3,18,394,97,82
0.06321,606,403,106,418,3,18,394,97,82
0.06322,606,403,106,418,3,18,394,97,82
0.06323,606,403,106,418,3,18,394,97,82
0.06324,606,403,106,419,3,19,394,97,81
0.06325,606,403,106,419,3,19,394,97,81
0.06326,606,403,106,419,3,19,394,97,81
0.06327,605,403,105,419,3,19,395,97,81
0.06328,605,404,105,419,4,19,395,96,81
0.06329,605,404,105,419,4,19,395,96,81
0.0633,605,404,105,419,4,19,395,96,81
0.06331,605,404,105,419,4,19,395,96,81
0.06332,605,404,105,419,4,19,395,96,81
0.06333,605,404,105,419,4,19,395,96,81
