TIME (s) 	MONO:pip2	DIMERS W:pip2	MONO:ap2	DIMERS W:ap2	MONO:trans	DIMERS W:trans	MONO:cd4	DIMERS W:cd4	
0	1000	0	500	0	100	0	100	0	
1e-05	1000	0	500	0	100	0	100	0	
2e-05	999	1	499	1	100	0	100	0	
3e-05	998	2	498	2	100	0	100	0	
4e-05	998	2	498	2	100	0	100	0	
5e-05	995	5	495	5	100	0	100	0	
6e-05	995	5	495	5	100	0	100	0	
7e-05	994	6	494	6	100	0	100	0	
8e-05	992	8	492	8	100	0	100	0	
9e-05	990	10	490	10	100	0	100	0	
0.0001	990	10	490	10	100	0	100	0	
0.00011	990	10	490	10	100	0	100	0	
0.00012	989	10	489	10	99	0	100	0	
0.00013	988	11	488	11	99	0	100	0	
0.00014	988	11	488	11	99	0	100	0	
0.00015	988	10	488	10	98	0	100	0	
0.00016	988	10	488	10	98	0	100	0	
0.00017	988	9	488	9	97	0	100	0	
0.00018	987	10	487	10	97	0	100	0	
0.00019	985	12	485	12	97	0	100	0	
0.0002	985	12	485	12	97	0	100	0	
0.00021	985	11	485	11	96	0	100	0	
0.00022	985	11	485	11	96	0	100	0	
0.00023	984	12	484	12	96	0	100	0	
0.00024	983	12	483	12	95	0	100	0	
0.00025	983	12	483	12	95	0	100	0	
0.00026	983	12	483	12	95	0	100	0	
0.00027	983	12	483	12	95	0	100	0	
0.00028	983	12	483	12	95	0	100	0	
0.00029	983	11	483	11	94	0	100	0	
0.0003	983	10	483	10	94	0	99	0	
0.00031	982	11	482	11	94	0	99	0	
0.00032	982	11	482	11	94	0	99	0	
0.00033	982	11	482	11	94	0	99	0	
0.00034	982	11	482	11	94	0	99	0	
0.00035	980	13	480	13	94	0	99	0	
0.00036	978	15	478	15	94	0	99	0	
0.00037	978	15	478	15	94	0	99	0	
0.00038	978	15	478	15	94	0	99	0	
0.00039	978	14	478	14	93	0	99	0	
0.0004	978	14	478	14	93	0	99	0	
0.00041	977	14	477	14	92	0	99	0	
0.00042	976	15	476	15	92	0	99	0	
0.00043	975	15	475	15	91	0	99	0	
0.00044	975	15	475	15	91	0	99	0	
0.00045	975	15	475	15	91	0	99	0	
0.00046	975	14	475	14	90	0	99	0	
0.00047	975	14	475	14	90	0	99	0	
0.00048	975	13	475	13	90	0	98	0	
0.00049	975	13	475	13	90	0	98	0	
0.0005	975	13	475	13	90	0	98	0	
0.00051	974	14	474	14	90	0	98	0	
0.00052	974	14	474	14	90	0	98	0	
0.00053	974	14	474	14	90	0	98	0	
0.00054	974	14	474	14	90	0	98	0	
0.00055	973	15	473	15	90	0	98	0	
0.00056	973	15	473	15	90	0	98	0	
0.00057	973	14	473	14	89	0	98	0	
0.00058	971	16	471	16	89	0	98	0	
0.00059	971	16	471	16	89	0	98	0	
0.0006	971	16	471	16	89	0	98	0	
0.00061	971	16	471	16	89	0	98	0	
0.00062	971	16	471	16	89	0	98	0	
0.00063	970	17	470	17	89	0	98	0	
0.00064	970	17	470	17	89	0	98	0	
0.00065	970	17	470	17	89	0	98	0	
0.00066	970	17	470	17	89	0	98	0	
0.00067	970	17	470	17	89	0	98	0	
0.00068	970	17	470	17	89	0	98	0	
0.00069	970	17	470	17	89	0	98	0	
0.0007	970	16	470	16	88	0	98	0	
0.00071	969	17	469	17	88	0	98	0	
0.00072	969	17	469	17	88	0	98	0	
0.00073	968	18	468	18	88	0	98	0	
0.00074	968	18	468	18	88	0	98	0	
0.00075	968	17	468	17	87	0	98	0	
0.00076	967	18	467	18	87	0	98	0	
0.00077	967	18	467	18	87	0	98	0	
0.00078	966	19	466	19	87	0	98	0	
0.00079	966	19	466	19	87	0	98	0	
0.0008	965	19	465	19	86	0	98	0	
0.00081	965	19	465	19	86	0	98	0	
0.00082	965	19	465	19	86	0	98	0	
0.00083	965	19	465	19	86	0	98	0	
0.00084	964	20	464	20	86	0	98	0	
0.00085	964	19	464	19	85	0	98	0	
0.00086	964	19	464	19	85	0	98	0	
0.00087	964	19	464	19	85	0	98	0	
0.00088	963	20	463	20	85	0	98	0	
0.00089	963	20	463	20	85	0	98	0	
0.0009	963	20	463	20	85	0	98	0	
0.00091	962	21	462	21	85	0	98	0	
0.00092	962	21	462	21	85	0	98	0	
0.00093	962	21	462	21	85	0	98	0	
0.00094	961	22	461	22	85	0	98	0	
0.00095	961	22	461	22	85	0	98	0	
0.00096	962	21	462	21	85	0	98	0	
0.00097	962	21	462	21	85	0	98	0	
0.00098	961	22	461	22	85	0	98	0	
0.00099	961	22	461	22	85	0	98	0	
0.001	961	22	461	22	85	0	98	0	
0.00101	961	22	461	22	85	0	98	0	
0.00102	960	22	460	22	84	0	98	0	
0.00103	960	22	460	22	84	0	98	0	
0.00104	960	22	460	22	84	0	98	0	
0.00105	959	23	459	23	84	0	98	0	
0.00106	959	23	459	23	84	0	98	0	
0.00107	959	22	459	22	83	0	98	0	
0.00108	959	22	459	22	83	0	98	0	
0.00109	959	21	459	21	82	0	98	0	
0.0011	959	21	459	21	82	0	98	0	
0.00111	958	22	458	22	82	0	98	0	
0.00112	958	22	458	22	82	0	98	0	
0.00113	958	22	458	22	82	0	98	0	
0.00114	959	21	459	21	82	0	98	0	
0.00115	959	21	459	21	82	0	98	0	
0.00116	959	21	459	21	82	0	98	0	
0.00117	958	22	458	22	82	0	98	0	
0.00118	958	22	458	22	82	0	98	0	
0.00119	958	22	458	22	82	0	98	0	
0.0012	958	22	458	22	82	0	98	0	
0.00121	958	22	458	22	82	0	98	0	
0.00122	958	22	458	22	82	0	98	0	
0.00123	958	22	458	22	82	0	98	0	
0.00124	957	23	457	23	82	0	98	0	
0.00125	957	23	457	23	82	0	98	0	
0.00126	956	23	456	23	81	0	97	0	
0.00127	956	23	456	23	81	0	97	0	
0.00128	956	23	456	23	81	0	97	0	
0.00129	956	23	456	23	81	0	97	0	
0.0013	955	23	455	23	80	0	97	0	
0.00131	955	22	455	22	79	0	97	0	
0.00132	955	21	455	21	78	0	97	0	
0.00133	955	21	455	21	78	0	97	0	
0.00134	954	22	454	22	78	0	97	0	
0.00135	954	22	454	22	78	0	97	0	
0.00136	953	23	453	23	78	0	97	0	
0.00137	952	24	452	24	78	0	97	0	
0.00138	950	26	450	26	78	0	97	0	
0.00139	949	26	449	26	77	0	97	0	
0.0014	949	26	449	26	77	0	97	0	
0.00141	949	26	449	26	77	0	97	0	
0.00142	949	26	449	26	77	0	97	0	
0.00143	949	26	449	26	77	0	97	0	
0.00144	949	26	449	26	77	0	97	0	
0.00145	949	26	449	26	77	0	97	0	
0.00146	949	26	449	26	77	0	97	0	
0.00147	949	26	449	26	77	0	97	0	
0.00148	948	27	448	27	77	0	97	0	
0.00149	947	28	447	28	77	0	97	0	
0.0015	946	28	446	28	76	0	97	0	
0.00151	946	28	446	28	76	0	97	0	
0.00152	945	29	445	29	76	0	97	0	
0.00153	945	29	445	29	76	0	97	0	
0.00154	943	31	443	31	76	0	97	0	
0.00155	943	31	443	31	76	0	97	0	
0.00156	942	32	442	32	76	0	97	0	
0.00157	941	33	441	33	76	0	97	0	
0.00158	941	33	441	33	76	0	96	0	
0.00159	940	34	440	34	76	0	96	0	
0.0016	940	33	440	33	75	0	96	0	
0.00161	940	33	440	33	75	0	96	0	
0.00162	941	32	441	32	75	0	96	0	
0.00163	941	32	441	32	75	0	96	0	
0.00164	941	31	441	31	74	0	96	0	
0.00165	940	32	440	32	74	0	96	0	
0.00166	939	33	439	33	74	0	96	0	
0.00167	939	32	439	32	73	0	96	0	
0.00168	939	32	439	32	73	0	96	0	
0.00169	939	32	439	32	73	0	96	0	
0.0017	938	33	438	33	73	0	96	0	
0.00171	938	33	438	33	73	0	96	0	
0.00172	937	34	437	34	73	0	96	0	
0.00173	937	34	437	34	73	0	96	0	
0.00174	937	34	437	34	73	0	96	0	
0.00175	937	33	437	33	72	0	96	0	
0.00176	937	33	437	33	72	0	96	0	
0.00177	937	33	437	33	72	0	96	0	
0.00178	937	33	437	33	72	0	96	0	
0.00179	937	33	437	33	72	0	96	0	
0.0018	936	33	436	33	71	0	95	0	
0.00181	937	33	436	34	71	1	95	0	
0.00182	937	33	436	34	71	1	95	0	
0.00183	937	33	436	34	71	1	95	0	
0.00184	936	33	436	33	71	0	95	0	
0.00185	936	31	436	31	70	0	94	0	
0.00186	935	32	435	32	70	0	94	0	
0.00187	935	32	435	32	70	0	94	0	
0.00188	935	32	435	32	70	0	94	0	
0.00189	934	33	434	33	70	0	94	0	
0.0019	932	35	432	35	70	0	94	0	
0.00191	930	37	430	37	70	0	94	0	
0.00192	930	37	430	37	70	0	94	0	
0.00193	929	38	429	38	70	0	94	0	
0.00194	929	38	429	38	70	0	94	0	
0.00195	928	39	428	39	70	0	94	0	
0.00196	928	38	428	38	69	0	94	0	
0.00197	928	38	428	38	69	0	94	0	
0.00198	928	37	428	37	68	0	94	0	
0.00199	926	38	426	38	67	0	94	0	
0.002	926	39	426	39	67	0	95	0	
0.00201	926	38	426	38	67	0	94	0	
0.00202	926	38	426	38	67	0	94	0	
0.00203	926	38	426	38	67	0	94	0	
0.00204	926	38	426	38	67	0	94	0	
0.00205	925	39	425	39	67	0	94	0	
0.00206	925	39	425	39	67	0	94	0	
0.00207	925	39	425	39	67	0	94	0	
0.00208	925	39	425	39	67	0	94	0	
0.00209	925	40	425	40	68	0	93	0	
0.0021	925	40	425	40	68	0	93	0	
0.00211	925	40	425	40	68	0	93	0	
0.00212	925	40	425	40	68	0	93	0	
0.00213	925	40	425	40	68	0	93	0	
0.00214	925	40	425	40	68	0	93	0	
0.00215	925	39	425	39	67	0	93	0	
0.00216	925	39	425	39	67	0	93	0	
0.00217	924	40	424	40	67	0	93	0	
0.00218	924	40	424	40	67	0	93	0	
0.00219	924	40	424	40	67	0	93	0	
0.0022	924	40	424	40	67	0	92	0	
0.00221	924	40	424	40	67	0	91	0	
0.00222	924	40	424	40	67	0	91	0	
0.00223	924	40	424	40	67	0	91	0	
0.00224	924	40	424	40	67	0	91	0	
0.00225	924	40	424	40	67	0	91	0	
0.00226	924	40	424	40	67	0	91	0	
0.00227	924	39	424	39	66	0	91	0	
0.00228	924	39	424	39	66	0	91	0	
0.00229	924	39	424	39	66	0	91	0	
0.0023	924	38	424	38	65	0	91	0	
0.00231	924	37	424	37	64	0	91	0	
0.00232	924	37	424	37	64	0	91	0	
0.00233	924	37	424	37	64	0	91	0	
0.00234	924	37	424	37	64	0	91	0	
0.00235	923	38	423	38	64	0	91	0	
0.00236	922	39	422	39	64	0	91	0	
0.00237	920	41	420	41	64	0	91	0	
0.00238	920	41	420	41	64	0	91	0	
0.00239	918	43	418	43	64	0	91	0	
0.0024	917	44	417	44	64	0	91	0	
0.00241	917	44	417	44	64	0	91	0	
0.00242	918	42	418	42	63	0	92	0	
0.00243	918	42	418	42	63	0	92	0	
0.00244	918	41	418	41	62	0	92	0	
0.00245	918	40	418	40	61	0	92	0	
0.00246	918	40	418	40	61	0	92	0	
0.00247	918	40	418	40	61	0	92	0	
0.00248	917	41	417	41	61	0	92	0	
0.00249	917	41	417	41	61	0	92	0	
0.0025	917	41	417	41	61	0	92	0	
0.00251	917	41	417	41	61	0	92	0	
0.00252	915	43	415	43	61	0	92	0	
0.00253	915	43	415	43	61	0	92	0	
0.00254	914	44	414	44	61	0	92	0	
0.00255	914	44	414	44	61	0	92	0	
0.00256	914	44	414	44	61	0	92	0	
0.00257	913	45	413	45	61	0	92	0	
0.00258	913	45	413	45	61	0	92	0	
0.00259	913	45	413	45	61	0	92	0	
0.0026	913	45	413	45	61	0	92	0	
0.00261	913	45	413	45	61	0	92	0	
0.00262	911	47	411	47	61	0	92	0	
0.00263	911	46	411	46	60	0	92	0	
0.00264	910	47	410	47	60	0	92	0	
0.00265	909	48	409	48	60	0	92	0	
0.00266	909	47	409	47	60	0	91	0	
0.00267	909	47	409	47	60	0	91	0	
0.00268	909	47	409	47	60	0	91	0	
0.00269	909	47	409	47	60	0	91	0	
0.0027	907	49	407	49	60	0	91	0	
0.00271	906	50	406	50	60	0	91	0	
0.00272	905	51	405	51	60	0	91	0	
0.00273	905	51	405	51	60	0	91	0	
0.00274	905	50	405	50	60	0	90	0	
0.00275	905	50	405	50	60	0	90	0	
0.00276	905	50	405	50	60	0	90	0	
0.00277	904	51	404	51	60	0	90	0	
0.00278	903	52	403	52	60	0	90	0	
0.00279	903	52	403	52	60	0	90	0	
0.0028	903	52	403	52	60	0	90	0	
0.00281	902	53	402	53	60	0	90	0	
0.00282	902	53	402	53	60	0	90	0	
0.00283	902	53	402	53	60	0	90	0	
0.00284	902	53	402	53	60	0	90	0	
0.00285	902	53	402	53	60	0	90	0	
0.00286	902	52	402	52	59	0	90	0	
0.00287	902	52	402	52	59	0	90	0	
0.00288	902	52	402	52	59	0	90	0	
0.00289	901	53	401	53	59	0	90	0	
0.0029	901	53	401	53	59	0	90	0	
0.00291	901	53	401	53	59	0	90	0	
0.00292	901	53	401	53	59	0	90	0	
0.00293	901	52	401	52	58	0	90	0	
0.00294	901	51	401	51	57	0	90	0	
0.00295	901	51	401	51	57	0	90	0	
0.00296	901	51	401	51	57	0	90	0	
0.00297	902	51	401	52	57	1	90	0	
0.00298	902	51	401	52	57	1	90	0	
0.00299	901	49	401	49	56	0	89	0	
0.003	901	49	401	49	56	0	89	0	
0.00301	902	49	401	49	56	0	89	0	
0.00302	902	48	401	48	55	0	89	0	
0.00303	901	49	400	49	55	0	89	0	
0.00304	900	50	399	50	55	0	89	0	
0.00305	898	52	397	52	55	0	89	0	
0.00306	898	52	397	52	55	0	89	0	
0.00307	897	53	396	53	55	0	89	0	
0.00308	897	53	396	53	55	0	89	0	
0.00309	897	53	396	53	55	0	88	0	
0.0031	897	53	396	53	55	0	88	0	
0.00311	896	53	395	53	54	0	88	0	
0.00312	896	53	395	53	54	0	88	0	
0.00313	896	53	395	53	54	0	88	0	
0.00314	895	53	395	53	54	0	88	0	
0.00315	895	53	395	53	54	0	88	0	
0.00316	895	53	395	53	54	0	88	0	
0.00317	894	54	394	54	54	0	88	0	
0.00318	894	53	394	53	53	0	88	0	
0.00319	895	52	394	53	52	1	88	0	
0.0032	895	52	394	53	52	1	88	0	
0.00321	894	52	393	53	52	1	87	0	
0.00322	894	51	393	52	51	1	87	0	
0.00323	893	52	392	53	51	1	87	0	
0.00324	892	53	391	54	51	1	87	0	
0.00325	892	53	391	54	51	1	87	0	
0.00326	892	52	391	53	51	1	86	0	
0.00327	892	52	391	53	51	1	86	0	
0.00328	892	52	391	53	51	1	86	0	
0.00329	891	53	390	54	51	1	86	0	
0.0033	891	53	390	54	51	1	86	0	
0.00331	891	53	390	54	51	1	86	0	
0.00332	890	54	389	55	51	1	86	0	
0.00333	889	56	388	57	52	1	86	0	
0.00334	889	55	388	56	51	1	86	0	
0.00335	889	55	388	56	51	1	86	0	
0.00336	888	56	387	57	51	1	86	0	
0.00337	888	56	387	57	51	1	86	0	
0.00338	887	57	386	58	51	1	86	0	
0.00339	887	58	386	59	52	1	86	0	
0.0034	885	59	385	59	52	0	86	0	
0.00341	885	58	385	58	51	0	86	0	
0.00342	885	58	385	58	51	0	86	0	
0.00343	885	58	385	58	51	0	86	0	
0.00344	885	57	385	57	50	0	86	0	
0.00345	885	56	385	56	49	0	86	0	
0.00346	885	56	385	56	47	0	86	0	
0.00347	885	55	385	55	46	0	86	0	
0.00348	884	56	384	56	46	0	86	0	
0.00349	884	55	384	55	46	0	85	0	
0.0035	883	56	383	56	46	0	85	0	
0.00351	883	56	383	56	46	0	85	0	
0.00352	882	57	382	57	46	0	85	0	
0.00353	882	57	382	57	46	0	85	0	
0.00354	882	57	382	57	46	0	85	0	
0.00355	881	58	381	58	46	0	85	0	
0.00356	881	59	381	59	47	0	85	0	
0.00357	881	59	381	59	47	0	85	0	
0.00358	881	59	381	59	47	0	85	0	
0.00359	880	60	380	60	47	0	85	0	
0.0036	880	60	380	60	47	0	85	0	
0.00361	880	60	380	60	47	0	85	0	
0.00362	879	61	379	61	47	0	85	0	
0.00363	879	60	379	60	46	0	85	0	
0.00364	878	61	378	61	46	0	85	0	
0.00365	878	61	378	61	46	0	85	0	
0.00366	878	60	378	60	45	0	85	0	
0.00367	878	60	378	60	44	0	85	0	
0.00368	878	60	378	60	44	0	85	0	
0.00369	878	60	378	60	44	0	85	0	
0.0037	878	59	378	59	43	0	85	0	
0.00371	877	60	377	60	43	0	85	0	
0.00372	877	60	377	60	43	0	85	0	
0.00373	875	62	375	62	43	0	85	0	
0.00374	875	62	375	62	43	0	85	0	
0.00375	875	62	375	62	43	0	85	0	
0.00376	874	63	374	63	43	0	85	0	
0.00377	874	62	374	62	42	0	85	0	
0.00378	873	63	373	63	42	0	85	0	
0.00379	872	64	372	64	42	0	85	0	
0.0038	872	64	372	64	42	0	85	0	
0.00381	871	64	371	64	41	0	85	0	
0.00382	871	63	371	63	40	0	85	0	
0.00383	871	63	371	63	40	0	85	0	
0.00384	871	63	371	63	40	0	85	0	
0.00385	870	64	370	64	40	0	85	0	
0.00386	870	64	370	64	40	0	85	0	
0.00387	870	64	370	64	40	0	85	0	
0.00388	870	64	370	64	40	0	85	0	
0.00389	870	64	370	64	40	0	85	0	
0.0039	870	64	370	64	40	0	85	0	
0.00391	870	64	370	64	40	0	85	0	
0.00392	870	63	370	63	39	0	85	0	
0.00393	869	64	369	64	39	0	85	0	
0.00394	869	64	369	64	39	0	85	0	
0.00395	869	64	369	64	39	0	85	0	
0.00396	869	64	369	64	39	0	85	0	
0.00397	869	64	369	64	39	0	85	0	
0.00398	868	65	368	65	39	0	85	0	
0.00399	868	65	368	65	39	0	85	0	
0.004	868	65	368	65	39	0	85	0	
0.00401	867	66	367	66	39	0	85	0	
0.00402	867	66	367	66	39	0	85	0	
0.00403	867	65	367	65	38	0	85	0	
0.00404	866	66	366	66	38	0	85	0	
0.00405	866	65	366	65	37	0	85	0	
0.00406	866	65	366	65	37	0	85	0	
0.00407	865	66	365	66	37	0	85	0	
0.00408	865	65	365	65	36	0	85	0	
0.00409	865	66	364	67	36	1	84	0	
0.0041	865	64	364	65	34	1	84	0	
0.00411	864	65	363	66	34	1	84	0	
0.00412	864	65	363	66	34	1	84	0	
0.00413	864	65	363	66	34	1	84	0	
0.00414	864	65	363	66	34	1	84	0	
0.00415	862	66	362	66	34	0	84	0	
0.00416	862	66	362	66	34	0	84	0	
0.00417	861	67	361	67	34	0	84	0	
0.00418	860	68	360	68	34	0	84	0	
0.00419	860	68	360	68	34	0	84	0	
0.0042	860	68	360	68	34	0	84	0	
0.00421	859	69	359	69	34	0	84	0	
0.00422	859	68	359	68	33	0	84	0	
0.00423	858	69	358	69	33	0	84	0	
0.00424	858	69	358	69	33	0	84	0	
0.00425	858	68	358	68	32	0	84	0	
0.00426	858	68	358	68	32	0	84	0	
0.00427	858	68	358	68	32	0	83	0	
0.00428	858	68	358	68	32	0	83	0	
0.00429	858	68	358	68	32	0	83	0	
0.0043	857	69	357	69	32	0	83	0	
0.00431	856	70	356	70	32	0	83	0	
0.00432	856	70	356	70	32	0	83	0	
0.00433	857	69	357	69	32	0	83	0	
0.00434	857	69	357	69	32	0	83	0	
0.00435	857	69	357	69	32	0	83	0	
0.00436	857	70	357	70	32	0	84	0	
0.00437	857	70	357	70	32	0	84	0	
0.00438	857	70	357	70	32	0	84	0	
0.00439	857	71	357	71	33	0	84	0	
0.0044	857	71	357	71	33	0	84	0	
0.00441	857	71	357	71	33	0	85	0	
0.00442	857	71	357	71	33	0	85	0	
0.00443	857	71	357	71	33	0	85	0	
0.00444	857	71	357	71	33	0	85	0	
0.00445	858	70	358	70	33	0	85	0	
0.00446	858	70	358	70	33	0	85	0	
0.00447	858	70	358	70	33	0	85	0	
0.00448	858	70	358	70	33	0	85	0	
0.00449	857	71	357	71	33	0	85	0	
0.0045	858	71	357	71	33	0	85	0	
0.00451	858	70	357	70	32	0	85	0	
0.00452	858	70	357	70	32	0	85	0	
0.00453	858	71	357	71	33	0	85	0	
0.00454	858	71	357	71	33	0	85	0	
0.00455	858	71	357	71	33	0	85	0	
0.00456	858	71	357	71	33	0	85	0	
0.00457	858	71	357	71	33	0	85	0	
0.00458	857	71	356	71	33	0	84	0	
0.00459	857	71	356	71	33	0	84	0	
0.0046	857	71	356	71	33	0	84	0	
0.00461	857	71	356	71	33	0	84	0	
0.00462	856	72	355	72	33	0	84	0	
0.00463	856	72	355	72	33	0	84	0	
0.00464	856	72	355	72	33	0	84	0	
0.00465	856	72	355	72	33	0	84	0	
0.00466	855	73	354	73	33	0	84	0	
0.00467	855	72	354	72	32	0	84	0	
0.00468	855	72	354	72	32	0	84	0	
0.00469	855	71	354	71	31	0	84	0	
0.0047	855	71	354	71	31	0	84	0	
0.00471	855	71	354	71	31	0	84	0	
0.00472	854	72	353	72	31	0	84	0	
0.00473	854	72	353	72	31	0	84	0	
0.00474	854	72	353	72	31	0	84	0	
0.00475	854	72	353	72	31	0	84	0	
0.00476	854	72	353	72	31	0	84	0	
0.00477	853	72	352	72	30	0	84	0	
0.00478	853	72	352	72	30	0	84	0	
0.00479	852	73	351	73	30	0	83	0	
0.0048	852	73	351	73	30	0	83	0	
0.00481	851	74	350	74	30	0	83	0	
0.00482	850	75	349	75	30	0	83	0	
0.00483	850	75	349	75	30	0	83	0	
0.00484	850	74	349	74	29	0	83	0	
0.00485	850	74	349	74	29	0	83	0	
0.00486	850	74	349	74	29	0	83	0	
0.00487	849	75	348	75	29	0	83	0	
0.00488	849	75	348	75	29	0	83	0	
0.00489	849	75	348	75	29	0	83	0	
0.0049	849	73	348	73	27	0	83	0	
0.00491	849	73	348	73	27	0	83	0	
0.00492	849	73	348	73	27	0	83	0	
0.00493	849	73	348	73	27	0	83	0	
0.00494	849	73	348	73	27	0	83	0	
0.00495	849	72	348	72	27	0	82	0	
0.00496	849	72	348	72	27	0	81	0	
0.00497	849	72	348	72	27	0	81	0	
0.00498	849	72	348	72	27	0	81	0	
0.00499	847	73	347	73	27	0	81	0	
0.005	846	74	346	74	27	0	81	0	
0.00501	846	74	346	74	27	0	81	0	
0.00502	846	74	346	74	27	0	81	0	
0.00503	846	74	346	74	27	0	81	0	
0.00504	845	75	345	75	27	0	81	0	
0.00505	845	75	345	75	27	0	81	0	
0.00506	845	75	345	75	27	0	81	0	
0.00507	845	75	345	75	27	0	81	0	
0.00508	844	76	344	76	27	0	81	0	
0.00509	844	76	344	76	27	0	81	0	
0.0051	844	76	344	76	26	0	81	0	
0.00511	844	76	344	76	26	0	81	0	
0.00512	844	76	344	76	26	0	81	0	
0.00513	843	77	343	77	26	0	82	0	
0.00514	843	76	343	76	25	0	82	0	
0.00515	843	76	343	76	25	0	82	0	
0.00516	843	76	343	76	25	0	82	0	
0.00517	842	77	342	77	25	0	82	0	
0.00518	842	77	342	77	25	0	82	0	
0.00519	842	77	342	77	25	0	82	0	
0.0052	842	77	342	77	25	0	82	0	
0.00521	842	77	342	77	25	0	82	0	
0.00522	841	78	341	78	25	0	82	0	
0.00523	841	78	341	78	25	0	82	0	
0.00524	841	77	341	77	25	0	80	0	
0.00525	841	77	341	77	25	0	80	0	
0.00526	841	77	341	77	25	0	80	0	
0.00527	841	77	341	77	25	0	80	0	
0.00528	841	76	341	76	24	0	80	0	
0.00529	839	78	339	78	24	0	80	0	
0.0053	839	79	339	79	25	0	80	0	
0.00531	839	80	338	81	25	1	80	0	
0.00532	839	80	338	81	25	1	80	0	
0.00533	838	80	337	81	24	1	80	0	
0.00534	837	81	336	82	24	1	80	0	
0.00535	837	81	336	82	24	1	80	0	
0.00536	836	82	335	83	24	1	80	0	
0.00537	836	82	335	83	24	1	80	0	
0.00538	836	82	335	83	24	1	80	0	
0.00539	836	82	335	83	24	1	80	0	
0.0054	836	82	335	83	24	1	80	0	
0.00541	836	82	335	83	24	1	80	0	
0.00542	836	82	335	83	24	1	80	0	
0.00543	836	81	335	82	23	1	80	0	
0.00544	836	81	335	82	23	1	81	0	
0.00545	837	81	335	83	23	1	81	1	
0.00546	837	81	335	83	23	1	81	1	
0.00547	837	81	335	83	23	1	81	1	
0.00548	836	82	334	84	23	1	81	1	
0.00549	836	81	334	83	23	1	80	1	
0.0055	836	81	334	83	23	1	80	1	
0.00551	835	82	333	84	23	1	80	1	
0.00552	835	82	333	84	23	1	80	1	
0.00553	835	82	333	84	23	1	80	1	
0.00554	835	82	333	84	23	1	80	1	
0.00555	835	82	333	84	23	1	80	1	
0.00556	834	82	333	83	23	1	80	0	
0.00557	834	82	333	83	23	1	80	0	
0.00558	833	82	333	82	23	0	80	0	
0.00559	834	81	334	81	23	0	80	0	
0.0056	834	81	334	81	23	0	80	0	
0.00561	834	81	334	81	23	0	80	0	
0.00562	834	81	334	81	23	0	80	0	
0.00563	835	80	335	80	23	0	80	0	
0.00564	835	80	335	80	23	0	80	0	
0.00565	835	80	335	80	23	0	80	0	
0.00566	835	80	335	80	23	0	80	0	
0.00567	835	80	335	80	23	0	80	0	
0.00568	834	81	334	81	23	0	80	0	
0.00569	834	81	334	81	23	0	80	0	
0.0057	834	81	334	81	23	0	80	0	
0.00571	834	81	334	81	23	0	80	0	
0.00572	834	81	334	81	23	0	80	0	
0.00573	834	81	334	81	23	0	80	0	
0.00574	834	81	334	81	23	0	80	0	
0.00575	833	82	333	82	23	0	80	0	
0.00576	833	81	333	81	23	0	79	0	
0.00577	833	80	333	80	22	0	79	0	
0.00578	833	80	333	80	22	0	79	0	
0.00579	833	80	333	80	22	0	79	0	
0.0058	833	80	333	80	23	0	78	0	
0.00581	833	81	333	81	24	0	78	0	
0.00582	833	79	333	79	22	0	78	0	
0.00583	833	80	333	80	23	0	78	0	
0.00584	832	81	332	81	23	0	78	0	
0.00585	832	81	332	81	23	0	78	0	
0.00586	832	81	332	81	23	0	78	0	
0.00587	832	81	332	81	23	0	78	0	
0.00588	832	81	332	81	23	0	78	0	
0.00589	832	80	332	80	22	0	78	0	
0.0059	832	80	332	80	22	0	78	0	
0.00591	831	79	331	79	20	0	78	0	
0.00592	831	79	331	79	19	0	78	0	
0.00593	831	79	331	79	19	0	78	0	
0.00594	831	79	331	79	19	0	78	0	
0.00595	831	79	331	79	19	0	78	0	
0.00596	830	79	330	79	18	0	78	0	
0.00597	830	79	330	79	18	0	78	0	
0.00598	830	78	330	78	17	0	78	0	
0.00599	830	78	330	78	17	0	78	0	
0.006	830	78	330	78	17	0	78	0	
0.00601	830	78	330	78	17	0	78	0	
0.00602	830	78	330	78	17	0	78	0	
0.00603	830	78	330	78	17	0	78	0	
0.00604	830	78	330	78	17	0	78	0	
0.00605	830	78	330	78	17	0	78	0	
0.00606	830	78	330	78	17	0	78	0	
0.00607	830	78	330	78	17	0	78	0	
0.00608	830	78	330	78	17	0	78	0	
0.00609	830	78	330	78	17	0	78	0	
0.0061	830	78	330	78	17	0	78	0	
0.00611	830	77	330	77	17	0	77	0	
0.00612	830	77	330	77	17	0	77	0	
0.00613	830	77	330	77	17	0	77	0	
0.00614	830	77	330	77	16	0	77	0	
0.00615	830	76	330	76	15	0	77	0	
0.00616	830	76	330	76	15	0	77	0	
0.00617	830	75	330	75	14	0	77	0	
0.00618	830	75	330	75	14	0	77	0	
0.00619	830	75	330	75	14	0	76	0	
0.0062	829	76	329	76	14	0	76	0	
0.00621	830	76	329	77	14	1	76	0	
0.00622	830	76	329	77	14	1	76	0	
0.00623	830	76	329	77	14	1	76	0	
0.00624	830	76	329	77	14	1	76	0	
0.00625	830	76	329	77	14	1	76	0	
0.00626	830	75	329	76	13	1	76	0	
0.00627	830	74	329	75	12	1	76	0	
0.00628	830	74	329	75	12	1	76	0	
0.00629	830	74	329	75	11	1	76	0	
0.0063	827	77	326	78	11	1	76	0	
0.00631	827	77	326	78	11	1	76	0	
